N	3gram	Berdyaev_M_2	RusskieA
1	в том что	2	15
2	том что в	1	6
3	о том что	2	4
4	к тому что	3	4
5	с точки зрения	1	3
6	что иное как	3	2
7	но это не	2	2
8	может быть и	2	2
9	друг к другу	5	2
10	после того как	2	2
11	не что иное	3	2
12	что было в	1	1
13	потому что он	2	1
14	а следовательно и	1	1
15	есть один из	2	1
16	и не случайно	1	1
17	это означает что	2	1
18	по отношению к	2	1
19	на самом деле	1	1
20	подобно тому как	2	1
21	может быть назван	2	1
22	же как и	3	1
23	и он же	2	1
24	том что это	1	1
25	и его жизнь	1	1
26	себя и не	1	1
27	и та же	2	1
28	в себе и	1	1
29	в этом отношении	1	1
30	не только этот	1	1
31	так как он	2	1
32	его жизнь в	1	1
33	не до конца	2	1
34	т е в	2	1
35	у него нет	3	1
36	не потому что	1	1
37	она не имеет	2	1
38	и в нашем	1	1
39	и в этом	3	1
40	что все можно	1	1
41	одни и те	1	1
42	потому что она	3	1
43	одна и та	2	1
44	так же как	3	1
45	это не дает	1	1
46	не означает что	1	1
47	но в русском	1	1
48	на то что	1	1
49	и те же	2	1
50	жизни то что	1	1
51	он так и	1	1
52	приводит нас к	1	1
53	как и в	2	1
54	что и в	4	1
55	только тогда когда	1	1
56	мы увидим что	2	1
