N	2gram	Potebnia_M_4	Hudozhes
1	том что	12	16
2	и в	23	14
3	так и	6	13
4	не только	10	12
5	при этом	15	12
6	о том	8	12
7	в том	23	12
8	а не	12	12
9	и т	7	11
10	в себе	14	11
11	в этом	23	11
12	прежде всего	1	11
13	в своей	1	10
14	для него	5	10
15	то же	14	9
16	как и	14	9
17	что он	4	9
18	в качестве	1	9
19	у него	1	9
20	по отношению	10	8
21	в этой	1	8
22	как в	7	8
23	то что	29	8
24	т п	4	8
25	же время	3	8
26	ничего не	1	8
27	в его	5	8
28	между тем	9	8
29	отношению к	8	8
30	в то	4	8
31	еще не	3	7
32	тогда как	4	7
33	это не	7	7
34	своего рода	1	7
35	не в	11	7
36	казалось бы	1	7
37	к тому	3	7
38	быть может	4	7
39	уже не	3	7
40	именно в	3	7
41	не может	11	7
42	как бы	5	7
43	а в	5	7
44	в первой	1	6
45	человека в	2	6
46	в глазах	2	6
47	было бы	8	6
48	никогда не	3	6
49	что в	17	6
50	самом деле	3	5
51	перед нами	1	5
52	но в	8	5
53	об этом	2	5
54	точки зрения	4	5
55	не менее	5	5
56	и его	2	5
57	потому что	33	5
58	можно было	2	5
59	во второй	1	5
60	только в	15	5
61	по мнению	1	5
62	друг друга	2	5
63	может быть	26	5
64	но и	11	5
65	в частности	1	5
66	в этих	3	5
67	жизни и	1	5
68	с с	1	4
69	к другому	1	4
70	мы уже	3	4
71	и о	4	4
72	в ней	2	4
73	столь же	2	4
74	в своем	8	4
75	и к	6	4
76	в действительности	3	4
77	то в	3	4
78	в самом	3	4
79	та же	1	4
80	на то	7	4
81	что она	2	4
82	он не	2	4
83	и с	4	4
84	этой связи	1	4
85	тем не	4	4
86	тому что	2	4
87	с ним	5	4
88	она не	2	4
89	связи с	3	4
90	как будто	1	4
91	и это	2	4
92	можно сказать	4	4
93	того что	14	4
94	т с	6	4
95	один из	2	4
96	и быть	2	4
97	из них	1	4
98	не было	12	4
99	и все	4	4
100	человеческой жизни	1	4
101	бытия и	1	4
102	только что	3	4
103	речь идет	1	3
104	с точки	3	3
105	говорить о	5	3
106	в мире	2	3
107	и на	3	3
108	в ее	2	3
109	идет о	1	3
110	все же	1	3
111	но он	1	3
112	в нем	7	3
113	т д	3	3
114	и по	3	3
115	на этом	1	3
116	лишь в	3	3
117	его в	4	3
118	с этим	7	3
119	даже в	2	3
120	в своих	2	3
121	все эти	3	3
122	о природе	1	3
123	тем что	10	3
124	этом отношении	1	3
125	что при	1	3
126	как мы	2	3
127	того чтобы	4	3
128	в пределах	1	3
129	и когда	2	3
130	что у	3	3
131	том как	1	3
132	если бы	13	3
133	о нем	1	3
134	а также	1	3
135	это в	1	3
136	же в	1	3
137	но не	1	3
138	и даже	2	3
139	со стороны	3	3
140	превращается в	2	3
141	то и	4	3
142	в связи	1	3
143	по своему	2	3
144	в следующей	1	3
145	и для	2	3
146	от него	2	3
147	или не	1	3
148	в таком	4	3
149	например в	3	2
150	начинается с	1	2
151	на самом	3	2
152	только потому	4	2
153	в их	1	2
154	той же	3	2
155	для своего	1	2
156	мы не	8	2
157	вопрос о	2	2
158	не была	1	2
159	слово не	1	2
160	к своему	1	2
161	не нужно	2	2
162	но как	1	2
163	же мало	1	2
164	как нам	1	2
165	хотя и	5	2
166	к художественному	1	2
167	так или	2	2
168	так в	3	2
169	только на	4	2
170	так сказать	5	2
171	на его	3	2
172	не следует	2	2
173	по-видимому не	2	2
174	к сердцу	1	2
175	они в	1	2
176	на наш	1	2
177	заключает в	8	2
178	значительной степени	2	2
179	же касается	1	2
180	в другом	1	2
181	а его	1	2
182	ясно что	1	2
183	не умеет	1	2
184	по себе	11	2
185	одной из	1	2
186	все равно	3	2
187	должно быть	5	2
188	в следующем	1	2
189	в такой	1	2
190	состоит в	2	2
191	в первый	2	2
192	не представляется	1	2
193	от себя	1	2
194	что я	11	2
195	сих пор	4	2
196	все это	5	2
197	для нее	1	2
198	и потом	1	2
199	бы на	1	2
200	и другое	2	2
201	не имеет	5	2
202	на себе	3	2
203	с и	2	2
204	слова как	1	2
205	глядя на	2	2
206	заметить что	6	2
207	со своим	4	2
208	что на	2	2
209	про себя	1	2
210	не знаем	2	2
211	мысли о	2	2
212	на основе	1	2
213	причина этого	1	2
214	при котором	1	2
215	в себя	1	2
216	произведения с	1	2
217	в речи	3	2
218	на вопрос	4	2
219	и поэтому	1	2
220	внимание на	5	2
221	и что	7	2
222	до сих	4	2
223	там же	3	2
224	в форме	1	2
225	деле в	1	2
226	и об	1	2
227	как она	2	2
228	второй половине	1	2
229	но с	1	2
230	с ними	3	2
231	и потому	10	2
232	с другим	1	2
233	и так	3	2
234	так что	5	2
235	слова в	3	2
236	по выражению	1	2
237	участие в	1	2
238	за ним	2	2
239	при всей	1	2
240	на том	2	2
241	ошибочно как	1	2
242	влияние на	2	2
243	или иначе	2	2
244	с той	1	2
245	а с	1	2
246	что не	6	2
247	говорится о	2	2
248	эти слова	1	2
249	в человеке	1	2
250	что же	5	2
251	о человеке	3	2
252	да и	4	2
253	в это	2	2
254	и не	18	2
255	только для	2	2
256	видно что	4	2
257	нет ничего	3	2
258	них это	1	2
259	перед собой	1	2
260	о котором	1	2
261	ни к	2	2
262	его жизнь	1	2
263	не знает	1	2
264	легко заметить	1	2
265	на столе	1	2
266	это так	1	2
267	но еще	1	2
268	а между	4	1
269	ли мы	1	1
270	можно говорить	1	1
271	в сфере	1	1
272	случайного в	1	1
273	относится и	1	1
274	таком случае	2	1
275	человека и	3	1
276	связана с	1	1
277	и то	5	1
278	и др	2	1
279	художественных произведений	1	1
280	нам кажется	2	1
281	связи по	1	1
282	в первом	3	1
283	и до	3	1
284	то самое	1	1
285	и за	1	1
286	его не	1	1
287	их мысли	1	1
288	же следует	1	1
289	и рождает	1	1
290	общества и	1	1
291	не во	1	1
292	с самых	1	1
293	ответить на	3	1
294	по поверхности	1	1
295	коренится в	1	1
296	происходит это	1	1
297	есть нечто	5	1
298	в сущности	2	1
299	что характер	1	1
300	как во	1	1
301	я не	2	1
302	хотя бы	4	1
303	характера так	1	1
304	ему в	1	1
305	что можно	1	1
306	же что	2	1
307	так а	1	1
308	в каждой	1	1
309	это время	1	1
310	нее было	1	1
311	в основание	1	1
312	разумеется не	1	1
313	на них	1	1
314	нам представляется	2	1
315	что его	2	1
316	в чем	1	1
317	действующее лицо	1	1
318	без которого	2	1
319	различия между	1	1
320	словами как	1	1
321	а тем	1	1
322	бы в	2	1
323	явлений и	1	1
324	же она	1	1
325	сознания не	1	1
326	не все	1	1
327	к слову	3	1
328	прозы в	1	1
329	отношение к	2	1
330	друг от	1	1
331	к своей	1	1
332	нет и	1	1
333	один и	5	1
334	относится к	1	1
335	шаг а	1	1
336	и я	2	1
337	умеет выразить	1	1
338	первый взгляд	1	1
339	его на	1	1
340	общего с	1	1
341	дает нам	1	1
342	однако не	1	1
343	и как	2	1
344	что этим	1	1
345	и хотя	3	1
346	в произведении	1	1
347	в которой	6	1
348	он в	1	1
349	бы не	3	1
350	всей своей	1	1
351	из этих	2	1
352	вопрос что	2	1
353	и тот	3	1
354	только один	1	1
355	не годится	1	1
356	дать определение	1	1
357	во многих	2	1
358	внимания к	1	1
359	имеет для	5	1
360	но на	1	1
361	вообще не	1	1
362	например как	1	1
363	главным образом	1	1
364	последнее имеет	1	1
365	же это	1	1
366	к одному	3	1
367	не как	2	1
368	почти то	1	1
369	в силу	7	1
370	ее и	1	1
371	том чтобы	1	1
372	наших глазах	1	1
373	своих качеств	1	1
374	свое время	1	1
375	мысли как	2	1
376	что ни	1	1
377	действительно так	1	1
378	что нельзя	1	1
379	в нее	3	1
380	от нее	1	1
381	что все	4	1
382	своей исходной	1	1
383	таком же	1	1
384	том случае	3	1
385	из самой	1	1
386	а как	2	1
387	входит в	1	1
388	может стать	1	1
389	роль в	1	1
390	истории и	1	1
391	и тем	4	1
392	он все	2	1
393	бы совершенно	1	1
394	этом мы	2	1
395	но уже	3	1
396	но мы	2	1
397	к своим	1	1
398	к которым	3	1
399	далеко не	1	1
400	свеча горевшая	1	1
401	жизни то	1	1
402	с тем	7	1
403	в слове	22	1
404	до степени	1	1
405	между собою	4	1
406	при каждом	1	1
407	можно считать	2	1
408	и тому	1	1
409	и того	1	1
410	на первый	1	1
411	и причина	1	1
412	на других	1	1
413	таким же	5	1
414	и без	2	1
415	к предмету	1	1
416	в которых	3	1
417	мысли и	7	1
418	и нельзя	2	1
419	признать что	2	1
420	нее то	1	1
421	и другого	1	1
422	и внутренних	1	1
423	есть его	1	1
424	в одном	4	1
425	в пространстве	1	1
426	его мы	1	1
427	друг другу	1	1
428	и более	4	1
429	их в	3	1
430	том и	2	1
431	и наоборот	1	1
432	тому чтобы	1	1
433	что этот	1	1
434	на всю	1	1
435	бы быть	1	1
436	мере и	1	1
437	между прочим	3	1
438	собаку и	1	1
439	всего его	1	1
440	например и	1	1
441	вовсе не	7	1
442	в отношении	1	1
443	существует для	1	1
444	так как	14	1
445	но они	1	1
446	тем самым	4	1
447	до известной	2	1
448	что эта	1	1
449	которая будет	1	1
450	человечества и	1	1
451	самого начала	2	1
452	как о	1	1
453	мысли в	2	1
454	в определении	1	1
455	дело в	1	1
456	что их	1	1
457	в науке	3	1
458	например что	2	1
459	и имеет	1	1
460	в самых	1	1
461	важных и	1	1
462	не могло	1	1
463	человека если	1	1
464	только не	3	1
465	отнестись к	1	1
466	в самой	2	1
467	невозможно но	1	1
468	этих двух	1	1
469	нечто большее	1	1
470	определенности и	1	1
471	или как	1	1
472	в ком	1	1
473	значения например	1	1
474	же он	1	1
475	особое значение	1	1
476	правда мы	1	1
477	одну сторону	1	1
478	не потому	1	1
479	перед ним	1	1
480	только от	3	1
481	не могут	2	1
482	когда мы	6	1
483	такова что	1	1
484	в среде	1	1
485	могут быть	7	1
486	и вполне	2	1
487	мы проводим	1	1
488	я сам	1	1
489	же самое	4	1
490	нет мы	1	1
491	становится возможным	1	1
492	уже было	2	1
493	всегда есть	1	1
494	не противоречит	1	1
495	но из	1	1
496	если же	4	1
497	внешнее по	1	1
498	ничего общего	1	1
499	на наших	1	1
500	разные стороны	1	1
501	в виду	3	1
502	свою очередь	1	1
503	но при	1	1
504	данном случае	2	1
505	несоответствие между	1	1
506	от изучения	1	1
507	с самого	1	1
508	так нужно	1	1
509	в xix	1	1
510	так можно	1	1
511	в образе	2	1
512	наблюдения и	1	1
513	на нее	3	1
514	того и	1	1
515	и глубины	1	1
516	было и	2	1
517	то без	1	1
518	он сам	1	1
519	вспоминает о	1	1
520	стало бы	1	1
521	даже не	2	1
522	находится в	5	1
523	другому в	1	1
524	или только	1	1
525	тому и	1	1
526	может не	1	1
527	обращается к	1	1
528	все его	1	1
529	для нас	14	1
530	с другой	2	1
531	не стало	2	1
532	как было	1	1
533	нас в	2	1
534	как у	1	1
535	он берет	1	1
536	все в	2	1
537	во всех	1	1
538	во втором	1	1
539	на одном	1	1
