N	2gram	Propp_Isto_6	Narrotol
1	не только	10	31
2	но и	9	27
3	и не	10	23
4	при этом	3	19
5	может быть	11	15
6	в качестве	3	14
7	в частности	3	14
8	как и	5	13
9	а не	2	13
10	а в	3	13
11	в этом	12	12
12	только в	5	12
13	и в	26	11
14	в данном	3	11
15	тогда как	2	10
16	своего рода	2	10
17	и его	7	10
18	то есть	1	9
19	то что	6	9
20	то же	5	8
21	представляет собой	2	8
22	не может	6	8
23	данном случае	3	8
24	в том	12	8
25	уже не	7	8
26	со стороны	3	8
27	но в	7	7
28	том что	10	7
29	если бы	3	7
30	у него	7	7
31	и он	4	6
32	не в	3	6
33	в этой	2	6
34	в себе	3	6
35	об этом	1	6
36	к тому	2	6
37	одного из	1	6
38	в его	5	6
39	как бы	4	6
40	один из	3	6
41	или в	3	6
42	а также	4	6
43	жизни и	2	6
44	между двумя	1	5
45	и на	12	5
46	как правило	1	5
47	перед нами	2	5
48	так и	5	5
49	точки зрения	1	5
50	в своей	3	5
51	тем самым	2	5
52	потому что	13	5
53	можно сказать	2	5
54	еще не	9	4
55	с его	4	4
56	но не	2	4
57	как в	6	4
58	все же	8	4
59	хотя и	1	4
60	из этих	4	4
61	в нем	8	4
62	в мире	1	4
63	и тем	4	4
64	соответствии с	1	4
65	в одном	3	4
66	в то	5	4
67	одна из	2	4
68	того чтобы	1	4
69	никогда не	13	4
70	что на	1	4
71	к себе	2	4
72	в ней	5	4
73	так в	6	4
74	что у	2	4
75	о том	7	4
76	а во	1	4
77	к нему	1	4
78	того что	2	4
79	для него	1	4
80	у нее	1	4
81	прежде всего	4	4
82	о чем	2	4
83	однако и	1	4
84	речь идет	1	3
85	также и	1	3
86	и то	3	3
87	идет о	1	3
88	мы имеем	14	3
89	мы не	6	3
90	но как	4	3
91	в своем	2	3
92	и как	2	3
93	в целом	1	3
94	он не	2	3
95	для того	1	3
96	подобно тому	1	3
97	и с	6	3
98	это не	4	3
99	в жизни	1	3
100	не всегда	4	3
101	в современной	1	3
102	еще раз	1	3
103	и ее	3	3
104	тем не	1	3
105	их в	3	3
106	однако в	2	3
107	не менее	1	3
108	в русской	6	3
109	как будто	3	3
110	у нас	5	3
111	начиная с	1	3
112	и о	1	3
113	но при	2	3
114	еще в	3	3
115	когда в	2	3
116	о ней	1	3
117	сводится к	2	3
118	обращается к	2	3
119	между тем	1	3
120	что он	9	3
121	по отношению	2	3
122	может служить	1	3
123	именно в	1	3
124	при всей	1	3
125	не было	3	3
126	повествования и	1	3
127	как это	5	3
128	тому как	1	3
129	но для	2	3
130	не является	1	3
131	не существует	1	3
132	отношению к	2	3
133	героя в	2	3
134	что в	12	3
135	и через	3	2
136	в зависимости	1	2
137	всех его	2	2
138	героя но	1	2
139	и для	1	2
140	происходит это	1	2
141	не вполне	2	2
142	зависимости от	2	2
143	друг на	1	2
144	отличие от	1	2
145	во сне	3	2
146	так называемая	1	2
147	что касается	2	2
148	та же	3	2
149	раз в	1	2
150	лица и	1	2
151	на то	2	2
152	в случае	1	2
153	о смерти	9	2
154	ключ к	1	2
155	и вот	3	2
156	что одно	1	2
157	одно и	1	2
158	человека в	2	2
159	не будет	5	2
160	а по	1	2
161	также не	2	2
162	на друга	1	2
163	он и	2	2
164	в этих	2	2
165	сих пор	4	2
166	того кто	1	2
167	она не	3	2
168	в обоих	1	2
169	не имеет	2	2
170	не могло	2	2
171	казалось бы	1	2
172	ничего не	2	2
173	этих двух	1	2
174	как она	1	2
175	оно не	1	2
176	состоят в	1	2
177	как мы	4	2
178	с ее	1	2
179	происходит и	2	2
180	здесь не	2	2
181	другой стороны	8	2
182	этом месте	1	2
183	по мере	1	2
184	с ним	8	2
185	никак не	1	2
186	до сих	4	2
187	с другой	10	2
188	это была	1	2
189	в форме	2	2
190	и только	3	2
191	же в	1	2
192	идет по	1	2
193	с появлением	6	2
194	с ними	2	2
195	дело с	1	2
196	всяком случае	2	2
197	первобытного человека	1	2
198	его и	1	2
199	к ним	1	2
200	друг друга	1	2
201	мы можем	7	2
202	где в	1	2
203	в особенности	1	2
204	и даже	1	2
205	в области	1	2
206	она в	2	2
207	как у	2	2
208	после смерти	2	2
209	что не	2	2
210	а на	1	2
211	зависит от	4	2
212	детали как	1	2
213	могут служить	1	2
214	что мы	2	2
215	вместе с	8	2
216	вот я	1	2
217	мыслится как	1	2
218	быть и	1	2
219	о его	1	2
220	в связи	1	2
221	и от	3	2
222	но зато	1	2
223	только что	2	2
224	между ними	1	2
225	сказать что	3	2
226	в свою	1	2
227	все что	4	2
228	в таком	1	2
229	во всяком	2	2
230	и т	10	1
231	одним из	1	1
232	рассказ об	1	1
233	же как	3	1
234	не видим	1	1
235	не имел	1	1
236	только потому	1	1
237	так у	3	1
238	говорилось выше	2	1
239	он почувствовал	1	1
240	и есть	1	1
241	и до	2	1
242	мы уже	6	1
243	например в	7	1
244	что между	4	1
245	мир не	2	1
246	говоря и	1	1
247	этом не	1	1
248	он как	1	1
249	то и	2	1
250	что иное	2	1
251	но даже	1	1
252	не совсем	1	1
253	из которых	3	1
254	пребывания в	1	1
255	думая о	1	1
256	и сами	1	1
257	он был	2	1
258	иное как	1	1
259	силою духа	1	1
260	не представляется	1	1
261	что несколько	1	1
262	бы она	1	1
263	природы и	1	1
264	от лица	1	1
265	своей работе	1	1
266	могло быть	2	1
267	видит в	1	1
268	тех же	1	1
269	не все	1	1
270	отношение к	1	1
271	тут же	1	1
272	сменяющие друг	1	1
273	что именно	1	1
274	с этим	2	1
275	вспомним что	1	1
276	еще и	1	1
277	в полном	1	1
278	когда он	3	1
279	целый ряд	2	1
280	и наконец	3	1
281	от ее	1	1
282	и к	1	1
283	следующим образом	1	1
284	он на	1	1
285	в противоположность	1	1
286	это то	2	1
287	за собой	5	1
288	что это	2	1
289	ни один	1	1
290	совершенно чуждо	1	1
291	за это	1	1
292	из другого	2	1
293	будет сказано	1	1
294	приводит к	1	1
295	отношение между	1	1
296	и тот	1	1
297	что даже	1	1
298	видим и	1	1
299	как он	6	1
300	но на	1	1
301	ему своей	1	1
302	что она	3	1
303	задний план	1	1
304	главным образом	3	1
305	т д	8	1
306	зависит не	1	1
307	ниже здесь	1	1
308	оно в	1	1
309	чтобы они	2	1
310	не как	1	1
311	в силу	1	1
312	он прямо	1	1
313	на земле	4	1
314	ночь а	1	1
315	друг с	1	1
316	и по	4	1
317	людей и	2	1
318	так например	3	1
319	таким образом	12	1
320	но все	2	1
321	жить в	1	1
322	в одну	1	1
323	однако все	1	1
324	уже знаем	2	1
325	чего он	1	1
326	них не	1	1
327	проблемы здесь	1	1
328	его в	5	1
329	же ему	1	1
330	он есть	1	1
331	именно что	2	1
332	выходя из	1	1
333	это ее	1	1
334	солнце и	2	1
335	но уже	1	1
336	он является	1	1
337	далеко не	3	1
338	в ее	1	1
339	с тем	4	1
340	одна и	1	1
341	мы видели	11	1
342	в один	1	1
343	здесь она	2	1
344	или менее	1	1
