N	3gram	Vygotskiy__5	Komedia
1	в том что	14	9
2	и т п	3	5
3	в то время	1	5
4	с другой стороны	5	5
5	том что он	1	4
6	то время как	1	4
7	в конце концов	2	4
8	и т д	3	4
9	по отношению к	1	3
10	в этом отношении	3	3
11	после того как	1	3
12	речь идет о	1	3
13	с одной стороны	12	3
14	едва ли не	1	3
15	о том что	6	3
16	не в состоянии	3	2
17	о том насколько	1	2
18	то же самое	3	2
19	до сих пор	5	2
20	из действующих лиц	1	2
21	и таким образом	2	2
22	именно потому что	2	2
23	на то что	16	2
24	том что в	1	1
25	как мы помним	1	1
26	в следующем виде	1	1
27	что иное как	2	1
28	состоит в том	2	1
29	лучше всего видно	1	1
30	чуть ли не	1	1
31	можно рассматривать и	1	1
32	более или менее	1	1
33	достаточно сказать что	1	1
34	он может быть	1	1
35	несомненно что именно	1	1
36	идет речь в	1	1
37	в ответ на	1	1
38	что нет в	1	1
39	же как и	1	1
40	те и другие	1	1
41	с этой точки	1	1
42	в зависимости от	6	1
43	во времени и	1	1
44	вместе с тем	3	1
45	как будто бы	1	1
46	в чем не	1	1
47	сам по себе	3	1
48	можно было бы	3	1
49	в применении к	1	1
50	могут быть отнесены	1	1
51	так же как	2	1
52	в данном случае	2	1
53	не только в	2	1
54	жизни но и	1	1
55	смысле этого слова	1	1
56	в отличие от	2	1
57	с двумя другими	1	1
58	в самых общих	1	1
59	в течение всей	1	1
60	о которых мы	2	1
61	на том месте	1	1
62	и в том	1	1
63	потому что они	1	1
64	не мог бы	1	1
65	этой точки зрения	1	1
66	ни в чем	1	1
67	что он не	1	1
68	как один из	1	1
69	но он не	1	1
70	что у него	1	1
71	с самого начала	3	1
72	не что иное	2	1
73	то есть больше	1	1
74	друг от друга	2	1
75	совершенно очевидно что	2	1
76	к тому что	6	1
77	для того чтобы	19	1
78	том месте где	1	1
79	и тот же	1	1
80	из этих элементов	1	1
