N	3gram	Nazirov_Tv_1	Istorich
1	и т д	1	24
2	до сих пор	1	5
3	точно так же	2	5
4	с другой стороны	1	4
5	что иное как	1	3
6	в данном случае	2	3
7	не что иное	1	3
8	о том что	5	2
9	мы имеем в	1	2
10	то же самое	1	2
11	не только в	2	2
12	между человеком и	1	2
13	в связи с	1	2
14	тем не менее	2	2
15	в котором нет	1	1
16	бросает в огонь	1	1
17	а через него	1	1
18	дело не только	1	1
19	потому что я	1	1
20	что как бы	1	1
21	что он не	1	1
22	друг на друга	1	1
23	они представляют собой	1	1
24	за то что	1	1
25	и в других	1	1
26	в этой связи	2	1
27	одного из них	1	1
28	в этот момент	1	1
29	таким образом и	1	1
30	не могут быть	1	1
31	с той же	1	1
32	что он как	1	1
33	целый ряд других	1	1
34	что у него	1	1
35	объясняется тем что	1	1
36	три года до	1	1
37	вместе с тем	1	1
38	связанные с ними	1	1
39	у него есть	1	1
40	но даже в	1	1
41	можно сказать что	2	1
42	человека таким образом	2	1
43	к тому что	1	1
44	как и в	1	1
