N	2gram	Nazirov_Tv_1	Dialekti
1	т е	1	46
2	не есть	1	40
3	и не	7	30
4	и есть	1	19
5	а не	5	18
6	и т	3	17
7	может быть	5	17
8	то что	8	16
9	т д	1	15
10	и в	21	15
11	как бы	17	14
12	не имеет	1	14
13	так как	3	14
14	что это	1	13
15	по себе	1	13
16	это есть	1	13
17	того что	3	13
18	это не	4	12
19	в этом	6	11
20	и вот	1	11
21	говорить о	1	11
22	в том	7	11
23	прежде всего	4	11
24	не может	4	11
25	и все	6	11
26	том что	11	10
27	в основе	2	10
28	потому что	5	10
29	с ее	3	10
30	личности и	2	10
31	это и	3	9
32	то же	13	9
33	было бы	1	9
34	в виду	2	9
35	и что	1	9
36	уже не	3	9
37	значит что	2	9
38	все это	10	9
39	что иное	1	8
40	в чем	2	8
41	не в	2	8
42	в себе	2	8
43	не только	7	8
44	ни в	1	8
45	и это	1	8
46	и о	1	8
47	и ее	1	8
48	иное как	1	8
49	это значит	1	8
50	не что	1	8
51	как и	12	7
52	по крайней	2	7
53	и его	6	7
54	что оно	1	7
55	только в	5	7
56	крайней мере	2	7
57	или в	2	7
58	что он	6	7
59	что в	12	7
60	перед нами	2	6
61	хотя и	3	6
62	и тем	2	6
63	в то	15	6
64	же время	12	6
65	что и	2	6
66	так что	2	6
67	вовсе не	5	6
68	и даже	3	6
69	тем более	1	6
70	сказать что	2	6
71	ни на	3	6
72	в сфере	1	5
73	той же	3	5
74	мы имеем	1	5
75	в сущности	1	5
76	и на	7	5
77	с его	11	5
78	в своем	4	5
79	то в	2	5
80	учение о	1	5
81	что она	2	5
82	в нем	3	5
83	в вечности	2	5
84	есть не	2	5
85	в жизни	2	5
86	что такое	1	5
87	же это	1	5
88	что я	3	5
89	в ней	2	5
90	но что	1	5
91	но только	2	5
92	я не	3	5
93	таким образом	5	5
94	о том	6	5
95	в себя	2	5
96	так и	2	5
97	личности на	1	5
98	можно сказать	2	5
99	именно в	2	5
100	если мы	1	5
101	личности в	2	5
102	в смысле	1	5
103	но если	3	5
104	также и	1	4
105	хотя бы	5	4
106	в этой	5	4
107	и как	4	4
108	идеи и	1	4
109	то ни	1	4
110	и с	3	4
111	с тем	1	4
112	и уже	1	4
113	она не	1	4
114	видим что	1	4
115	уже о	1	4
116	что все	3	4
117	еще не	1	4
118	она всегда	1	4
119	в его	13	4
120	мы должны	1	4
121	с ними	1	4
122	в одном	1	4
123	как раз	1	4
124	отнюдь не	5	4
125	так же	3	4
126	на свете	2	4
127	но это	5	4
128	один из	4	4
129	жизни и	3	4
130	но и	3	4
131	себя как	2	3
132	чего не	1	3
133	что если	1	3
134	и тут	1	3
135	а если	1	3
136	надо было	2	3
137	в истории	1	3
138	как в	8	3
139	с этим	1	3
140	когда он	2	3
141	и наконец	2	3
142	но в	7	3
143	та же	4	3
144	бы и	1	3
145	все эти	1	3
146	и если	1	3
147	же именно	1	3
148	на этом	1	3
149	об этом	2	3
150	мы уже	1	3
151	известно что	2	3
152	в данном	2	3
153	в один	2	3
154	можно только	1	3
155	в своей	4	3
156	в их	3	3
157	только для	1	3
158	и притом	2	3
159	свободы и	2	3
160	найти в	1	3
161	как формы	1	3
162	нет ни	2	3
163	есть только	1	3
164	могут быть	2	3
165	более не	2	3
166	в собственном	1	3
167	к жизни	2	3
168	и необходимости	2	3
169	и религии	1	3
170	вот почему	3	3
171	и та	2	3
172	этот момент	1	3
173	и религиозного	1	3
174	без религии	1	3
175	для всех	1	3
176	в виде	3	3
177	при помощи	2	3
178	бытия но	1	3
179	даже и	1	3
180	в области	1	3
181	о времени	4	3
182	себя и	1	3
183	что не	2	3
184	говорит о	3	3
185	у нас	1	3
186	когда она	1	3
187	личности когда	1	3
188	от него	1	3
189	с ним	3	3
190	в свою	7	3
191	только не	1	3
192	тем самым	7	3
193	к этому	2	3
194	человека и	4	2
195	очень много	1	2
196	себе что	1	2
197	из ее	1	2
198	не нужно	2	2
199	во всех	1	2
200	вообще как	1	2
201	и будет	2	2
202	из возможных	1	2
203	все же	5	2
204	кроме того	1	2
205	что по	1	2
206	себе не	2	2
207	личности а	1	2
208	в этот	1	2
209	или иную	1	2
210	в самом	3	2
211	в которой	3	2
212	при этом	7	2
213	тем не	2	2
214	быть без	1	2
215	с этой	1	2
216	а это	1	2
217	но все	1	2
218	не будет	2	2
219	в глубине	1	2
220	на все	1	2
221	это было	1	2
222	заключается в	1	2
223	весь мир	1	2
224	в них	1	2
225	все равно	1	2
226	показывает что	1	2
227	если так	1	2
228	в котором	6	2
229	представление о	3	2
230	от себя	1	2
231	однако в	2	2
232	что с	1	2
233	в отношении	1	2
234	не менее	6	2
235	что эта	1	2
236	и другое	1	2
237	самоутверждение личности	1	2
238	никогда не	3	2
239	и по	3	2
240	не по	3	2
241	как будто	5	2
242	может и	1	2
243	что на	1	2
244	это-то и	1	2
245	не могут	1	2
246	переход в	1	2
247	а что	2	2
248	и тогда	1	2
249	свою очередь	1	2
250	в ее	1	2
251	и когда	2	2
252	не значит	1	2
253	слово о	1	2
254	жизнь и	1	2
255	для этого	1	2
256	воли и	3	2
257	по смыслу	1	2
258	о нем	1	2
259	и возможно	1	2
260	ее в	3	2
261	но мы	1	2
262	никак не	1	2
263	эти два	1	2
264	во всей	2	2
265	одной из	4	2
266	богословия и	1	2
267	в качестве	2	2
268	себя в	1	2
269	же и	2	2
270	то и	1	2
271	в нашей	2	2
272	по законам	1	2
