N	3gram	Propp_Isto_2	Komedia
1	в том что	5	9
2	с другой стороны	2	5
3	к тому же	2	5
4	том что он	1	4
5	и т д	18	4
6	по отношению к	3	3
7	после того как	2	3
8	с одной стороны	3	3
9	о том что	2	3
10	не в состоянии	1	2
11	но и в	2	2
12	может быть даже	1	2
13	до сих пор	6	2
14	т е в	1	2
15	на то что	2	2
16	том что в	1	1
17	и один из	1	1
18	прямой путь к	1	1
19	что иное как	2	1
20	в подземное царство	1	1
21	что под этим	1	1
22	другой стороны в	1	1
23	подобно тому как	3	1
24	и не только	1	1
25	в зависимости от	1	1
26	а с наступлением	1	1
27	вместе с тем	5	1
28	тот сказал что	1	1
29	в обоих случаях	1	1
30	начала до конца	1	1
31	населения и прежде	1	1
32	они так же	1	1
33	а может быть	1	1
34	сам по себе	1	1
35	можно было бы	3	1
36	с этим и	1	1
37	и здесь мы	1	1
38	со всех сторон	4	1
39	в это время	1	1
40	так же как	4	1
41	к заключению что	1	1
42	не только в	4	1
43	в высшей степени	1	1
44	смысле этого слова	1	1
45	в отличие от	1	1
46	так или иначе	1	1
47	в одном случае	2	1
48	соответствии с этим	1	1
49	том что они	1	1
50	из них не	1	1
51	а в другом	1	1
52	потому что они	1	1
53	бросается в глаза	1	1
54	до наших дней	1	1
55	однако еще не	1	1
56	в тех случаях	1	1
57	т д все	1	1
58	что он не	4	1
59	как один из	1	1
60	до конца и	1	1
61	что у него	1	1
62	с самого начала	2	1
63	при этом они	1	1
64	и прежде всего	1	1
65	не что иное	2	1
66	к этому времени	1	1
67	друг от друга	1	1
68	тех случаях когда	1	1
69	в другом случае	1	1
70	от начала до	1	1
71	тем не менее	1	1
72	мы уже знаем	3	1
73	они должны были	4	1
