N	3gram	Potebnia_M_2	FransuaR
1	то же время	2	10
2	в то же	2	10
3	до сих пор	4	8
4	в большинстве случаев	1	6
5	в том что	7	6
6	как и в	1	4
7	большей или меньшей	1	3
8	в большей или	1	3
9	в связи с	1	3
10	мы видели что	1	3
11	более или менее	8	2
12	бы то ни	1	2
13	с одним из	1	2
14	с одной стороны	3	2
15	дело в том	1	2
16	они связаны с	1	2
17	в то время	4	2
18	о том что	1	2
19	с другой стороны	2	2
20	для того чтобы	2	2
21	не может быть	2	2
22	значение то есть	1	1
23	что это не	1	1
24	например мы уже	1	1
25	так например мы	1	1
26	потому что в	1	1
27	бы ни был	1	1
28	на самом деле	2	1
29	то есть образ	1	1
30	подобно тому как	4	1
31	и все остальные	2	1
32	то время когда	1	1
33	том что оно	1	1
34	в некоторых случаях	2	1
35	одной стороны и	1	1
36	в таких случаях	1	1
37	видимой связи с	1	1
38	вместе с тем	1	1
39	в отличие от	1	1
40	и др и	1	1
41	а скорее как	1	1
42	главным образом в	1	1
43	и в других	1	1
44	о том как	1	1
45	и тогда когда	2	1
46	их связь с	1	1
47	он вовсе не	1	1
48	не потому что	1	1
49	ни с какими	1	1
50	то ни было	1	1
51	если бы в	1	1
52	состоит в том	1	1
53	так и в	2	1
54	к языку и	1	1
55	и в этом	1	1
56	по сравнению с	1	1
57	не в том	2	1
58	все же не	1	1
59	друг к другу	1	1
60	этих условиях не	1	1
61	на вопрос о	1	1
62	при этом как	1	1
63	во всех этих	1	1
64	в одном и	1	1
65	таким образом в	2	1
66	мы не можем	3	1
67	и как бы	1	1
68	во всем этом	2	1
69	с самого начала	2	1
70	и в самом	1	1
71	вопрос о том	1	1
72	значение имеет и	1	1
73	как бы ни	3	1
74	может и не	1	1
75	в этом смысле	2	1
76	мы уже не	1	1
77	после того как	2	1
78	это как бы	1	1
79	или же в	1	1
80	и не имеет	2	1
81	и в слове	1	1
