N	2gram	Propp_Isto_7	Dialekti
1	т е	16	48
2	и не	4	27
3	а не	8	26
4	точки зрения	4	25
5	и т	17	24
6	и в	24	24
7	значит что	1	24
8	это значит	2	24
9	не только	21	23
10	т д	16	23
11	что такое	2	21
12	по себе	1	20
13	не может	14	19
14	не просто	2	18
15	ничего не	5	17
16	и есть	1	16
17	и что	10	15
18	с точки	1	14
19	то что	7	14
20	в таком	1	14
21	таким образом	7	13
22	что он	21	13
23	вовсе не	4	13
24	может быть	14	13
25	и даже	3	13
26	в мифе	2	13
27	что это	6	12
28	того что	6	12
29	есть и	4	12
30	не менее	5	11
31	не имеет	4	11
32	что же	1	11
33	тем не	4	10
34	есть не	1	9
35	то это	5	9
36	что она	5	9
37	ни в	2	9
38	но и	11	9
39	в этом	12	8
40	и как	1	8
41	отличается от	2	8
42	так что	3	8
43	в виде	1	8
44	прежде всего	2	8
45	что мы	3	8
46	том что	10	8
47	если же	1	8
48	в самом	2	7
49	как и	6	7
50	никогда не	4	7
51	потому что	9	7
52	ясно что	1	7
53	другими словами	2	7
54	только на	2	7
55	но что	1	7
56	даже и	1	7
57	в особенности	2	7
58	ничем не	2	7
59	и нет	2	7
60	что в	13	7
61	самом деле	1	6
62	должна быть	1	6
63	д и	1	6
64	что иное	1	6
65	я не	1	6
66	то же	8	6
67	об этом	6	6
68	и с	1	6
69	превращается в	3	6
70	оно не	1	6
71	утверждать что	1	6
72	вы не	1	6
73	если бы	1	6
74	что и	8	6
75	и только	1	6
76	о том	9	6
77	так как	8	6
78	и пр	1	6
79	и все	6	6
80	все это	8	6
81	кроме того	3	6
82	от всего	1	6
83	но если	1	6
84	вопрос о	3	5
85	что его	2	5
86	хотя и	3	5
87	и к	1	5
88	есть ли	1	5
89	он не	6	5
90	так и	5	5
91	было бы	2	5
92	от отца	4	5
93	в них	3	5
94	мы не	4	5
95	в том	7	5
96	можно ли	1	5
97	в то	2	5
98	тогда когда	3	5
99	и его	3	5
100	только в	6	5
101	уже не	2	5
102	что не	2	5
103	есть явление	1	5
104	как это	2	5
105	с этой	6	5
106	но это	3	5
107	не отличается	1	5
108	или не	1	5
109	только как	1	5
110	жизни и	1	5
111	как на	1	5
112	и то	1	4
113	чего не	1	4
114	и больше	1	4
115	в возможности	1	4
116	время как	2	4
117	мы и	1	4
118	в чем	5	4
119	сама по	1	4
120	во что	1	4
121	конечно не	2	4
122	это не	10	4
123	на первый	4	4
124	от себя	1	4
125	знание и	1	4
126	тому что	2	4
127	от того	1	4
128	не могут	2	4
129	а что	1	4
130	и это	2	4
131	то время	2	4
132	можно только	1	4
133	сказать ни	1	4
134	к тому	1	4
135	с другой	9	4
136	это будет	1	4
137	говорит о	2	4
138	так же	6	4
139	при всем	1	4
140	хотя бы	1	4
141	только что	1	4
142	е в	2	4
143	сказать что	2	4
144	из самых	2	3
145	мы уже	4	3
146	зависимости от	1	3
147	и на	2	3
148	и всякий	1	3
149	же она	1	3
150	в одной	2	3
151	что именно	1	3
152	с этим	2	3
153	в своем	1	3
154	только тогда	1	3
155	все же	9	3
156	перед нами	2	3
157	все эти	2	3
158	тем более	2	3
159	на то	3	3
160	в нем	6	3
161	в силу	2	3
162	чем собственно	1	3
163	не будет	2	3
