N	3gram	Vygotskiy__7	Russkaja
1	друг с другом	2	14
2	в то же	1	10
3	с точки зрения	21	9
4	в том что	13	7
5	на самом деле	2	6
6	во всяком случае	1	6
7	для того чтобы	18	6
8	до сих пор	3	5
9	на то что	4	4
10	быть самим собой	1	4
11	не может быть	4	4
12	в этом случае	14	3
13	в лучшем случае	2	3
14	вместе с тем	4	3
15	можно было бы	1	3
16	и не может	1	3
17	и то что	3	3
18	в данном случае	5	3
19	в конце концов	1	3
20	той или иной	1	3
21	а следовательно и	1	2
22	точно так же	2	2
23	в том и	3	2
24	только в том	1	2
25	что он не	1	2
26	тот факт что	1	2
27	не могут не	2	2
28	таким же образом	1	2
29	не только к	1	2
30	в этом направлении	1	2
31	и во всяком	1	2
32	из которых каждый	1	2
33	и вместе с	2	2
34	о том что	4	2
35	и тем самым	4	2
36	друг от друга	2	2
37	с другом и	1	2
38	в большинстве случаев	2	2
39	к тому что	6	2
40	сама по себе	1	2
41	она не может	1	2
42	надо признать что	1	2
43	должны были бы	1	1
44	этом и состоит	1	1
45	но мы должны	2	1
46	в силу этого	1	1
47	состоит в том	3	1
48	прежде всего на	1	1
49	прежде всего в	2	1
50	в свою очередь	2	1
51	как бы не	1	1
52	по отношению к	5	1
53	в самом деле	4	1
54	в том числе	1	1
55	то же самое	5	1
56	в том же	1	1
57	то что эта	1	1
58	таким образом оказывается	1	1
59	которых мы говорили	2	1
60	каждый данный момент	1	1
61	бы друг с	1	1
62	что с точки	1	1
63	и то и	1	1
64	по отношению ко	1	1
65	в этом отношении	3	1
66	для себя из	1	1
67	том числе и	1	1
68	заключает в себе	1	1
69	и не поддается	1	1
70	что все это	1	1
71	несмотря на то	1	1
72	то и другое	3	1
73	есть то что	1	1
74	то в других	1	1
75	с внешней стороны	1	1
76	бы показать что	1	1
77	и что в	1	1
78	можно сказать только	1	1
79	тем что он	1	1
80	при ближайшем рассмотрении	1	1
81	смысле этого слова	3	1
82	если только не	1	1
83	в этом состоит	1	1
84	но при этом	1	1
85	и должно быть	1	1
86	и в этом	1	1
87	во всех этих	1	1
88	не только для	1	1
89	точка зрения приводит	1	1
90	внутренней и внешней	1	1
91	если бы все	2	1
92	мы говорили выше	2	1
93	друг к другу	1	1
94	так же как	7	1
95	о которых мы	2	1
96	потому что они	1	1
97	образом оказывается что	1	1
98	одну и ту	1	1
99	остается в силе	1	1
100	и таким образом	1	1
101	являются общими для	1	1
102	того и другого	2	1
103	то что для	2	1
104	последнее время в	1	1
105	заключается в том	4	1
106	в этом и	2	1
107	это и есть	1	1
108	смотреть как на	1	1
109	значение независимое от	1	1
110	содержат в себе	3	1
111	в каждый данный	1	1
112	но и для	1	1
113	к ним с	1	1
114	с самого начала	7	1
115	он еще не	1	1
116	но все же	1	1
117	этой природы в	1	1
118	свою очередь является	1	1
119	и ту же	1	1
120	неизбежно приводит к	2	1
121	именно в силу	2	1
122	тем не менее	3	1
123	по сравнению со	2	1
124	зрения приводит к	1	1
125	и вопрос о	1	1
