N	2gram	Bakhtin_Pr_1	UchenyiS
1	и в	23	14
2	а не	20	10
3	не только	13	10
4	прежде всего	7	8
5	и не	34	8
6	не может	11	7
7	вот почему	1	7
8	в этом	25	7
9	то что	18	7
10	может быть	21	6
11	в искусстве	2	6
12	то же	10	5
13	и только	1	5
14	в художественном	2	5
15	все это	7	5
16	хотя бы	2	5
17	перестает быть	1	5
18	художественного творчества	2	5
19	с другой	2	4
20	но и	11	4
21	что такое	1	4
22	в их	3	4
23	в россии	1	4
24	в этой	4	4
25	конечно не	1	4
26	то ни	3	3
27	и то	1	3
28	это не	10	3
29	было бы	6	3
30	нашему мнению	3	3
31	как и	8	3
32	для этого	1	3
33	в частности	1	3
34	в своей	11	3
35	или точнее	1	3
36	бы то	3	3
37	в то	10	3
38	все же	5	3
39	но в	4	3
40	не следует	1	3
41	же время	7	3
42	в области	3	3
43	только к	1	3
44	у нас	1	3
45	другой стороны	2	3
46	по нашему	5	3
47	для него	15	3
48	не как	12	3
49	ни было	4	3
50	не о	1	3
51	как такового	1	3
52	тем менее	1	2
53	что все	3	2
54	крайней мере	2	2
55	же не	1	2
56	одним из	8	2
57	и с	4	2
58	художественном произведении	1	2
59	а его	3	2
60	до сих	2	2
61	ее нельзя	1	2
62	а как	6	2
63	это было	1	2
64	самом деле	5	2
65	форму и	1	2
66	прием и	1	2
67	противном случае	1	2
68	должна быть	2	2
69	в некоторых	1	2
70	превращается в	1	2
71	мы не	2	2
72	не приходится	1	2
73	является в	1	2
74	если бы	10	2
75	что мы	1	2
76	ничего не	6	2
77	как таковой	1	2
78	не столько	3	2
79	должна была	4	2
80	том что	9	2
81	на первый	1	2
82	материал для	1	2
83	но даже	1	2
84	этого термина	1	2
85	но конечно	2	2
86	с его	6	2
87	но не	8	2
88	не все	1	2
89	в его	24	2
90	по крайней	2	2
91	по существу	4	2
92	что и	5	2
93	художественной формы	5	2
94	по себе	7	2
95	конце концов	4	2
96	сих пор	2	2
97	но это	5	2
98	этом смысле	9	2
99	в противном	1	2
100	могли бы	3	2
101	в том	11	2
102	тех или	1	2
103	это уже	1	2
104	и для	3	2
105	что он	10	2
106	в себе	5	2
107	формы и	1	2
108	в самом	8	2
109	между тем	5	2
110	и у	4	2
111	только в	8	2
112	само художественное	1	2
113	не в	6	2
114	и является	1	2
115	все они	1	2
116	не есть	1	2
117	этом отношении	5	2
118	или иных	1	2
119	приходится признать	1	2
120	произведение а	1	2
121	наконец он	1	2
122	его и	1	2
123	он выдвигает	1	2
124	бы и	4	2
125	всех этих	3	2
126	представляется нам	2	2
127	их и	1	2
128	не могут	6	2
129	могут быть	1	2
130	в конце	5	2
131	смысле этого	1	2
132	а о	1	2
133	же самое	1	2
134	как раз	4	2
135	тем что	3	2
136	что она	2	2
137	таким образом	11	2
138	художественного задания	2	2
139	композиции в	1	1
140	своей совокупности	1	1
141	для себя	2	1
142	и это	5	1
143	по вопросам	1	1
144	об этом	1	1
145	есть конечно	1	1
146	же как	1	1
147	не делает	1	1
148	в этот	2	1
149	даже не	1	1
150	европейской литературы	1	1
151	то есть	24	1
152	входит в	2	1
153	данном случае	2	1
154	только при	2	1
155	с самим	1	1
156	материалов и	1	1
157	и музыкальной	1	1
158	из самых	1	1
159	в произведении	1	1
160	идет не	3	1
161	в пределах	9	1
162	и спорить	1	1
163	художником и	2	1
164	она все	1	1
165	к которой	1	1
166	и исторически	1	1
167	что для	2	1
168	слова а	2	1
169	никогда не	5	1
170	форму художественного	3	1
171	быть тем	1	1
172	художественное творчество	1	1
173	так и	10	1
174	сводить к	2	1
175	той же	6	1
176	достоевского и	12	1
177	в сфере	2	1
178	отсюда и	1	1
179	говорил в	1	1
180	до конца	5	1
181	исторической поэтики	1	1
182	он знает	3	1
183	такое понимание	1	1
184	и вне	1	1
185	именно этот	1	1
186	дан в	1	1
187	даны не	1	1
188	он становится	1	1
189	именно к	1	1
190	и даже	3	1
191	должно быть	1	1
192	знает только	1	1
193	и форм	1	1
194	и слово	1	1
195	остается в	2	1
196	можно сказать	2	1
197	восприятия и	1	1
198	о нем	11	1
199	все элементы	1	1
200	этом плане	1	1
201	материал и	2	1
202	искусства и	1	1
203	тех кто	1	1
204	как на	2	1
205	приводит к	3	1
206	о том	2	1
207	в ней	1	1
208	и потому	3	1
209	во мне	1	1
210	почти не	1	1
211	в котором	2	1
212	героя не	5	1
213	и что	1	1
214	заключенных в	1	1
215	и содержание	1	1
216	первый план	1	1
217	все его	1	1
218	из которых	2	1
219	в значительной	1	1
220	существенно нового	1	1
221	признать что	1	1
