N	2gram	Bakhtin_Pr_3	Tragedij
1	и в	53	18
2	петра верховенского	1	17
3	и оскорбленных	1	17
4	униженных и	1	16
5	в романе	1	10
6	в году	1	9
7	в этом	8	9
8	в бесах	2	9
9	не только	4	8
10	он сам	4	7
11	и с	6	7
12	и на	18	7
13	петр верховенский	1	7
14	может быть	12	7
15	нелли в	1	7
16	как бы	14	7
17	и не	15	7
18	но в	5	6
19	и его	10	6
20	в образе	3	6
21	же время	5	6
22	что он	4	6
23	у него	1	6
24	в униженных	1	6
25	то же	6	5
26	что это	2	5
27	это не	6	5
28	как и	11	5
29	несмотря на	2	5
30	в то	5	5
31	в дальнейшем	7	5
32	так и	6	5
33	это очень	4	5
34	не может	2	5
35	у достоевского	17	5
36	а я	2	5
37	я не	4	4
38	еще не	5	4
39	в себе	5	4
40	в целом	1	4
41	что достоевский	1	4
42	в этой	1	4
43	в нем	10	4
44	об этом	1	4
45	том что	5	4
46	что я	2	4
47	достоевский не	1	4
48	и что	1	4
49	но и	7	4
50	эжена сю	1	4
51	но достоевский	1	4
52	и даже	2	4
53	прежде всего	15	4
54	но это	3	4
55	все это	8	4
56	этот образ	1	4
57	что в	2	4
58	и все	10	4
59	то что	9	4
60	что образ	1	3
61	но главное	1	3
62	достоевского в	3	3
63	в мире	5	3
64	и он	1	3
65	своего рода	3	3
66	как в	7	3
67	в своем	1	3
68	все эти	9	3
69	при этом	3	3
70	то есть	48	3
71	тем самым	1	3
72	о чем	1	3
73	своего отца	1	3
74	что вы	1	3
75	с ее	1	3
76	мог бы	1	3
77	жизнь и	1	3
78	с ним	2	3
79	в его	8	3
80	один из	6	3
81	уже в	2	3
82	записках из	1	3
83	в конце	3	3
84	как будто	2	3
85	как это	2	3
86	этого романа	1	2
87	если б	7	2
88	ивана карамазова	4	2
89	вряд ли	1	2
90	из самых	2	2
91	и до	5	2
92	никогда не	2	2
93	и то	1	2
94	он был	1	2
95	столь же	1	2
96	в преступлении	2	2
97	с его	2	2
98	отношение к	6	2
99	отличие от	1	2
100	тут же	1	2
101	не просто	1	2
102	которую вы	1	2
103	так что	1	2
104	о жизни	1	2
105	это был	2	2
106	перед нами	5	2
107	в самом	2	2
108	в письмах	1	2
109	в записках	1	2
110	он не	3	2
111	что она	1	2
112	что все	1	2
113	его в	2	2
114	знает что	1	2
115	в глазах	1	2
116	я все	1	2
117	степана трофимовича	1	2
118	в отличие	1	2
119	но эта	1	2
120	не в	2	2
121	но они	4	2
122	одна из	7	2
123	xix веке	1	2
124	он и	1	2
125	и это	3	2
126	но при	1	2
127	в ее	3	2
128	как у	5	2
129	ничего не	6	2
130	и здесь	1	2
131	о том	2	2
132	что и	3	2
133	в том	14	2
134	преступлении и	2	2
135	по мнению	1	2
136	и ее	6	2
137	и детей	1	2
138	уже не	1	2
139	в душе	1	2
140	в известной	2	2
141	друг друга	1	2
142	тем что	2	2
143	человек идеи	1	2
144	говорит о	2	2
145	ничем не	1	2
146	в рассказе	2	2
147	под влиянием	1	2
148	по контрасту	1	2
149	очень важно	1	2
150	о его	1	2
151	еще раз	5	2
152	это уже	1	2
153	для достоевского	3	2
154	потому что	5	2
155	личности и	1	2
156	и наказании	2	2
157	только о	1	2
158	во сне	5	2
159	в таком	2	2
160	я и	1	1
161	а между	2	1
162	ли мы	1	1
163	ту же	1	1
164	одним из	3	1
165	например в	5	1
166	в сфере	1	1
167	человека и	7	1
168	x мы	1	1
169	и др	14	1
170	силы и	2	1
171	это и	1	1
172	же по	1	1
173	x это	4	1
174	в какой-то	4	1
175	над которым	1	1
176	века в	4	1
177	той же	5	1
178	исповеди ставрогина	1	1
179	на пороге	10	1
180	xvii века	3	1
181	он заявляет	1	1
182	что уже	2	1
183	роман в	1	1
184	событий и	2	1
185	ему в	1	1
186	очень широкое	1	1
187	начала в	1	1
188	подчеркнуть что	3	1
189	из ее	1	1
190	в ней	7	1
191	в xix	1	1
192	литературы и	2	1
193	встречается в	1	1
194	и мира	1	1
195	во всех	12	1
196	они смеются	1	1
197	в двойнике	1	1
198	на другой	1	1
199	образ илюшечки	1	1
200	рассказе бобок	2	1
201	но не	5	1
202	значение и	2	1
203	а он	1	1
204	и достоевский	1	1
205	большое значение	1	1
206	за пределы	1	1
207	всю эту	1	1
208	в истории	3	1
209	писателя в	1	1
210	что именно	2	1
211	он перестает	1	1
212	достоевского этот	1	1
213	достоевского не	1	1
214	дистанция между	1	1
215	и наконец	2	1
216	напомним что	1	1
217	прозе достоевский	1	1
218	верховенского с	1	1
219	для ее	3	1
220	со своей	1	1
221	в которой	2	1
222	он в	2	1
223	это тот	1	1
224	только один	1	1
225	да мне	1	1
226	жизнь как	1	1
227	как он	2	1
228	исповедь ставрогина	1	1
229	вы так	1	1
230	в братьях	2	1
231	человек не	1	1
232	и если	3	1
233	так сказать	5	1
234	этих романов	1	1
235	перестает быть	1	1
236	и еще	1	1
237	ставрогине и	1	1
238	к одному	2	1
239	не к	1	1
240	не как	1	1
241	в россии	1	1
242	что тут	1	1
243	и по	3	1
244	на этом	1	1
245	на свете	2	1
246	таким образом	6	1
247	последнее слово	1	1
248	но без	1	1
249	здесь мы	2	1
250	а затем	4	1
251	распространяется на	1	1
252	с криком	1	1
253	из предшествующего	1	1
254	конечно в	2	1
255	на все	2	1
256	это было	3	1
257	заключается в	1	1
258	обоих случаях	1	1
259	времени так	1	1
260	виктора гюго	1	1
261	лишь на	1	1
262	три рассказа	1	1
263	этом мы	1	1
264	но уже	1	1
265	в них	2	1
266	достоевского и	6	1
267	на грани	2	1
268	из подполья	5	1
269	добрую природу	1	1
270	мировой литературы	3	1
271	этого не	1	1
272	всю жизнь	1	1
273	романа прежде	1	1
274	ведет к	1	1
275	в развитии	3	1
276	очень важный	1	1
277	произведениях достоевского	3	1
278	человека мы	1	1
279	мертвецы в	1	1
280	перед собой	1	1
281	почти в	2	1
282	но если	1	1
283	см его	1	1
284	в своей	3	1
285	в такой	1	1
286	наших дней	3	1
287	эта тема	1	1
288	в котором	1	1
289	человеком и	1	1
