N	4gram	Vinokur_St_1	Komedia
1	в то же время	4	4
2	и в самом деле	2	3
3	здесь нет и речи	1	3
4	само собой разумеется что	1	2
5	в то время как	1	2
6	для того чтобы не	1	1
7	до сих пор не	1	1
8	до сих пор еще	1	1
9	тем не менее и	1	1
10	и в этом случае	2	1
11	что и в этом	1	1
12	имеет ничего общего с	2	1
13	и о том что	1	1
14	не имеет ничего общего	2	1
15	в том числе и	2	1
16	и в то же	1	1
17	потому что он не	1	1
18	во время своего пребывания	1	1
19	время своего пребывания в	1	1
20	не говоря уже о	1	1
