N	2gram	Bakhtin_sl_2	Psycholo
1	и в	39	38
2	то что	2	35
3	все время	1	30
4	в том	5	25
5	в самом	1	25
6	что в	3	20
7	может быть	37	19
8	и что	1	18
9	на то	1	16
10	что она	1	16
11	точки зрения	8	16
12	в ней	3	15
13	то есть	26	15
14	и т	35	14
15	том что	5	14
16	как бы	7	14
17	в этом	16	13
18	в этой	1	13
19	не только	24	12
20	таким образом	8	12
21	не в	9	12
22	мы увидим	2	12
23	что он	2	11
24	то же	4	10
25	в сущности	6	10
26	и не	22	10
27	и все	5	10
28	увидим что	1	9
29	о которых	1	9
30	с точки	3	9
31	того чтобы	2	9
32	в двух	1	9
33	с этим	2	8
34	все же	6	8
35	и как	3	8
36	как и	6	8
37	в одном	2	8
38	и это	1	8
39	вовсе не	10	8
40	как раз	1	8
41	для того	2	8
42	перед нами	3	8
43	для нас	5	8
44	мы уже	2	7
45	с другой	5	7
46	мы можем	1	7
47	не может	20	7
48	все то	1	7
49	как мы	7	7
50	никак не	1	7
51	между тем	3	7
52	может служить	1	7
53	а не	14	7
54	а в	4	7
55	и на	4	6
56	как это	3	6
57	он не	2	6
58	мы видели	2	6
59	она не	6	6
60	самого начала	1	6
61	и его	33	6
62	с самого	1	6
63	и здесь	2	6
64	о том	2	6
65	один из	5	6
66	с одной	5	6
67	так как	4	6
68	до сих	2	6
69	которых мы	2	6
70	там где	6	6
71	он говорит	1	6
72	должна быть	3	5
73	мы не	2	5
74	в своем	6	5
75	могли бы	1	5
76	так сказать	6	5
77	на этом	3	5
78	в другом	2	5
79	несмотря на	1	5
80	двух планах	1	5
81	в своей	1	5
82	т п	33	5
83	чтобы увидеть	1	5
84	в его	7	5
85	в какой	1	5
86	но и	21	5
87	действующих лиц	2	5
88	одной стороны	5	5
89	вместе с	2	5
90	в той	4	5
91	сих пор	2	5
92	или в	2	5
93	другой стороны	1	5
94	во всех	12	4
95	идет о	1	4
96	как в	13	4
97	в целом	1	4
98	все эти	6	4
99	в себе	2	4
100	если он	1	4
101	в нем	19	4
102	при этом	7	4
103	т д	2	4
104	очень легко	2	4
105	смысл и	2	4
106	одна из	4	4
107	в нас	1	4
108	из него	2	4
109	никогда не	7	4
110	в виду	1	4
111	что и	3	4
112	с той	1	4
113	только в	5	4
114	конечно не	5	4
115	не можем	1	4
116	у него	3	4
117	и даже	7	4
118	и между	2	4
119	того что	1	4
120	и для	5	4
121	речь идет	1	4
122	этих героев	1	4
123	в свою	3	4
124	сказать что	3	4
125	в своих	1	4
126	должен быть	2	3
127	того же	1	3
128	и этот	1	3
129	и значение	1	3
130	на тему	1	3
131	и заставляет	1	3
132	и прозаической	1	3
133	совсем не	1	3
134	что как	1	3
135	лирики эпоса	1	3
136	и к	6	3
137	где она	1	3
138	но в	6	3
139	та же	1	3
140	одно и	1	3
141	конечно в	2	3
142	его в	4	3
143	рассказ в	1	3
144	и тем	1	3
145	ни в	4	3
146	в них	6	3
147	далеко не	2	3
148	в один	1	3
149	в такой	1	3
150	она в	1	3
151	мы говорили	1	3
152	место в	1	3
153	в то	4	3
154	в плане	5	3
155	того как	2	3
156	весь этот	1	3
157	в основе	4	3
158	как только	1	3
159	и о	1	3
160	и которые	1	3
161	действительность и	1	3
162	этот второй	2	3
163	и только	1	3
164	здесь не	4	3
165	уже говорили	1	3
166	дано в	1	3
167	к ним	1	3
168	тем что	1	3
169	параллельно с	2	3
170	что не	1	3
171	я говорю	1	3
172	который мы	1	3
173	когда она	1	3
174	только для	1	3
