N	3gram	Bakhtin_Pr_1	DiskursI
1	в отличие от	2	12
2	в данном случае	2	6
3	в том что	7	6
4	то же время	7	5
5	по отношению к	11	4
6	в этом отношении	5	4
7	в то же	7	4
8	не может претендовать	1	3
9	так и в	1	3
10	не может быть	3	3
11	о том что	2	3
12	может претендовать на	1	3
13	подобно тому как	3	2
14	с точки зрения	15	2
15	и не может	2	2
16	своего и чужого	1	2
17	и то что	1	2
18	и как бы	1	2
19	по природе своей	1	2
20	дело в том	1	2
21	на первый взгляд	1	2
22	не стремится к	1	1
23	к себе самому	1	1
24	чужой психики он	1	1
25	двух или нескольких	1	1
26	в самом деле	2	1
27	того или иного	1	1
28	с другой стороны	2	1
29	и в то	3	1
30	до известной степени	1	1
31	выходе за пределы	1	1
32	можно говорить о	1	1
33	бы то ни	3	1
34	и именно в	1	1
35	только то что	2	1
36	тому как в	1	1
37	то что в	1	1
38	но это не	3	1
39	в этот период	1	1
40	потому что из	1	1
41	в частности на	1	1
42	и в частности	1	1
43	в своем творчестве	1	1
44	в значительной степени	1	1
45	как и его	1	1
46	то что может	1	1
47	не совпадает с	1	1
48	прямого авторского слова	1	1
49	говорит об этом	1	1
50	то ни было	2	1
51	отношение к своему	1	1
52	не столько в	1	1
53	как будто бы	1	1
54	не могут быть	1	1
55	а не как	3	1
56	не в том	1	1
57	его жизненного пути	1	1
58	во всяком случае	3	1
59	при всей их	1	1
60	даже в пределах	1	1
61	между тем как	4	1
62	структуру полифонического романа	1	1
63	та или иная	1	1
64	равно как и	1	1
65	в одном из	2	1
66	то есть в	3	1
67	с самого начала	2	1
68	по нескольку раз	1	1
69	но все эти	1	1
70	становления и роста	1	1
71	тем что он	1	1
72	друг друга и	1	1
73	можно сказать что	2	1
74	существенную роль в	1	1
75	в полной мере	1	1
76	в большинстве случаев	2	1
77	место в творчестве	1	1
78	все то что	3	1
79	ставил и решал	1	1
80	по крайней мере	2	1
81	и решал в	1	1
82	в пределах одного	1	1
83	он как бы	1	1
