N	2gram	Savitsky_P_1	FransuaR
1	и в	14	56
2	в его	2	18
3	в этом	10	14
4	в том	9	13
5	он был	1	12
6	в то	7	12
7	то же	9	11
8	в них	2	11
9	в этих	1	11
10	как бы	4	11
11	еще не	1	10
12	же время	7	10
13	в эпоху	1	10
14	в самом	1	9
15	и не	12	9
16	только в	7	9
17	но и	6	9
18	во всех	2	8
19	не только	17	8
20	в нем	3	8
21	и с	2	8
22	все это	2	8
23	том что	4	8
24	и на	1	7
25	в большинстве	1	7
26	в частности	2	7
27	в ее	2	6
28	в этой	1	6
29	но в	9	6
30	точки зрения	3	6
31	мы видим	1	6
32	большинстве случаев	1	6
33	связаны с	1	6
34	прежде всего	3	6
35	потому что	3	6
36	с ее	1	5
37	с его	1	5
38	но не	3	5
39	в пределах	8	5
40	в отношении	10	5
41	никогда не	1	5
42	в области	11	5
43	не было	2	5
44	как и	1	5
45	в творчестве	1	5
46	в условиях	1	5
47	в результате	1	5
48	что в	4	5
49	есть и	1	5
50	и другие	1	5
51	они не	1	5
52	например в	2	4
53	и потому	4	4
54	в ней	6	4
55	и к	4	4
56	в которой	1	4
57	что это	1	4
58	в себе	3	4
59	что все	1	4
60	начала и	2	4
61	и ее	1	4
62	и более	1	4
63	одна из	2	4
64	того чтобы	1	4
65	и других	2	4
66	с одной	3	4
67	в качестве	9	4
68	в свете	1	4
69	конечно и	1	3
70	время в	2	3
71	не просто	1	3
72	в своем	4	3
73	сливаются в	1	3
74	главным образом	2	3
75	во времена	1	3
76	не в	5	3
77	казалось бы	1	3
78	и о	5	3
79	и здесь	1	3
80	настоящее время	1	3
81	а также	4	3
82	между тем	3	3
83	что и	1	3
84	может быть	5	3
85	там где	1	3
86	не были	1	3
87	в настоящее	1	3
88	то что	4	3
89	том числе	2	3
90	также и	1	2
91	и то	1	2
92	по преимуществу	1	2
93	на две	1	2
94	был и	1	2
95	из всех	1	2
96	мы не	3	2
97	к началу	2	2
98	с другой	5	2
99	вот как	1	2
100	как к	1	2
101	хотя и	3	2
102	и как	3	2
103	бы и	1	2
104	отчасти и	1	2
105	и еще	1	2
106	в виде	2	2
107	не как	1	2
108	в мире	2	2
109	его в	1	2
110	по всему	1	2
111	из нее	1	2
112	с тем	3	2
113	в развитии	1	2
114	или менее	1	2
115	и при	1	2
116	в котором	4	2
117	с точки	3	2
118	в которых	5	2
119	друг другу	2	2
120	если бы	4	2
121	и эти	1	2
122	лиц и	1	2
123	в каком	1	2
124	числе и	1	2
125	более широкой	1	2
126	широкой и	1	2
127	культуры и	1	2
128	с собой	1	2
129	в борьбе	1	2
130	когда в	1	2
131	мире в	1	2
132	в значительной	2	2
133	грань между	1	2
134	во всей	2	2
135	было бы	6	2
136	это не	3	2
137	вопрос об	1	2
138	уже в	1	2
139	только на	1	2
140	в известном	1	2
141	из них	2	2
142	гоголя и	1	2
143	к ним	1	2
144	как раз	2	2
145	в других	1	2
146	для того	3	2
147	возможно что	1	2
148	далеко не	1	2
149	них и	1	2
150	одной стороны	3	2
151	точек зрения	2	2
152	не может	4	2
153	вместе с	1	2
154	так же	1	2
155	в данном	1	2
156	а не	2	2
157	времени с	1	2
158	все же	1	2
159	многие из	1	2
160	которые были	1	2
161	в эту	2	2
162	современности и	1	2
163	а в	4	2
164	это в	1	2
165	другой стороны	1	2
166	является и	1	2
167	культуры в	2	2
168	более или	1	2
169	как известно	1	1
170	первой половины	4	1
171	тем же	1	1
172	национального государства	1	1
173	века в	1	1
174	момент когда	1	1
175	бы что	1	1
176	вопрос о	1	1
177	науки и	1	1
178	и завершающих	1	1
179	или иным	1	1
180	подчеркнуть что	1	1
181	литературы и	1	1
182	не нужно	2	1
183	оно ни	1	1
184	процесс этот	1	1
185	различия между	1	1
186	на сторону	1	1
187	в эти	1	1
188	себя в	1	1
189	стороны и	2	1
190	выпадение из	1	1
191	мира который	1	1
192	современности в	1	1
193	что по	1	1
194	ничего более	1	1
195	и современная	1	1
196	из этих	1	1
197	сложной и	1	1
198	во многих	1	1
199	но на	1	1
200	в определенном	1	1
201	в реальной	1	1
202	касается не	1	1
203	не к	2	1
204	и вот	2	1
205	с формами	1	1
206	по-видимому не	2	1
207	связанные с	1	1
208	те же	1	1
209	народа его	2	1
210	на этой	1	1
211	заключается в	3	1
212	методами и	1	1
213	этом смысле	1	1
214	быть разрешена	1	1
215	были в	1	1
216	и некоторых	1	1
217	с большою	1	1
218	являются наиболее	1	1
219	мысль и	1	1
220	место в	1	1
221	в отличие	1	1
222	мысли и	1	1
223	бы мы	1	1
224	с величайшим	1	1
225	и вся	1	1
226	к пределу	1	1
227	иной раз	1	1
228	не имеет	1	1
229	тогда когда	1	1
230	и притом	1	1
231	можно судить	1	1
232	в стадии	1	1
233	и всегда	1	1
234	в отношениях	1	1
235	происходивший в	1	1
236	с другом	1	1
237	парижа и	1	1
238	будущее в	1	1
239	и освещается	1	1
240	могут быть	3	1
241	по характеру	2	1
242	что оно	1	1
243	в наши	1	1
244	котором говорит	1	1
245	в полной	2	1
246	где он	1	1
247	и это	2	1
248	а затем	1	1
249	значительной мере	2	1
250	только то	1	1
251	в себя	1	1
252	личный опыт	1	1
253	в рамки	1	1
254	первой половине	1	1
255	стремиться к	1	1
256	особенно в	1	1
257	живет в	1	1
258	еще в	1	1
259	к первому	1	1
260	по сравнению	2	1
261	является в	2	1
262	для этого	1	1
263	или иной	1	1
264	но к	2	1
265	с разных	1	1
266	и что	1	1
267	притом в	1	1
268	что его	1	1
269	для нас	2	1
270	науке и	1	1
271	есть с	1	1
272	перед тем	1	1
273	также в	1	1
274	и главное	1	1
275	и иных	1	1
276	которой в	1	1
277	в которую	2	1
278	на будущее	1	1
279	оставаясь в	1	1
280	в современной	1	1
281	известном смысле	1	1
282	в формах	1	1
283	тот же	3	1
284	традиции в	1	1
285	будем касаться	1	1
286	ii в	2	1
287	во времени	1	1
288	бы ни	2	1
289	и тем	2	1
290	что эта	1	1
291	к использованию	1	1
292	к миру	1	1
293	веку в	1	1
294	тем чтобы	1	1
295	в начале	2	1
296	от века	1	1
297	мы знаем	1	1
298	одно из	1	1
299	в прошлом	1	1
300	к первой	1	1
301	мы можем	1	1
302	каждый из	1	1
303	отличие от	1	1
304	где в	2	1
305	того что	2	1
306	что дело	1	1
307	именно в	2	1
308	а с	1	1
309	куда в	1	1
310	из тех	1	1
