N	3gram	Bakhtin_Pr_1	slovoVRo
1	и т п	13	23
2	то же время	3	12
3	в то же	3	12
4	в узком смысле	1	10
5	той или иной	2	9
6	с точки зрения	6	8
7	во всех его	4	7
8	в большинстве случаев	5	6
9	они могут быть	1	6
10	и в то	2	5
11	и т д	1	5
12	зрения на мир	1	4
13	всех его моментах	1	4
14	с одной стороны	3	4
15	с другой стороны	4	4
16	но в то	1	4
17	то есть как	1	3
18	хотя бы и	1	3
19	в поэтическом произведении	1	3
20	в данном случае	4	3
21	в каждом моменте	1	3
22	таким образом в	1	3
23	так и в	2	3
24	не выходит за	1	3
25	выходит за пределы	1	3
26	а между тем	1	2
27	точка зрения на	1	2
28	а вовсе не	1	2
29	в известной степени	2	2
30	в том и	1	2
31	языка то есть	1	2
32	до сих пор	1	2
33	и во всех	2	2
34	и не может	2	2
35	в лучшем случае	2	2
36	до известной степени	1	2
37	и др и	1	2
38	может быть только	3	2
39	то время как	1	2
40	в другом случае	1	2
41	в первом случае	1	2
42	не только в	2	2
43	в то время	1	2
44	и в этом	1	2
45	не могут быть	2	2
46	том и в	1	2
47	того или иного	2	2
48	за своими пределами	1	2
49	в свою очередь	1	2
50	точки зрения самого	2	2
51	как мы уже	1	2
52	к тому что	1	2
53	можно было бы	3	2
54	и в том	1	2
55	и в другом	1	2
56	может войти в	1	1
57	а следовательно и	1	1
58	со всеми его	1	1
59	то есть не	1	1
60	дело в том	1	1
61	мы ничего не	1	1
62	может быть адекватно	1	1
63	они ни были	1	1
64	то есть к	1	1
65	вследствие этого и	1	1
66	отношения автора к	1	1
67	в нем и	1	1
68	оно не выходит	1	1
69	и не в	1	1
70	то или иное	2	1
71	большинстве случаев не	2	1
72	не входит в	4	1
73	в отличие от	5	1
74	может иметь место	1	1
75	бы то ни	3	1
76	в пределах той	1	1
77	языка в его	2	1
78	но и в	2	1
79	на самом же	1	1
80	в этом отношении	2	1
81	по аналогии с	1	1
82	во всех своих	2	1
83	а иногда и	1	1
84	в противном случае	3	1
85	кроме того и	1	1
86	занимает в нем	1	1
87	со всех сторон	2	1
88	ни в какой	1	1
89	может быть и	1	1
90	момент слова и	1	1
91	то есть они	1	1
92	и в частности	2	1
93	в новом свете	1	1
94	то есть его	2	1
95	в значительной степени	1	1
96	конечно и в	1	1
97	входит в эстетический	2	1
98	и в них	2	1
99	то ни было	2	1
100	и с точки	1	1
101	образ и в	1	1
102	в меньшей степени	1	1
103	и определяет все	1	1
104	им и не	1	1
105	иногда и прямо	1	1
106	а также и	1	1
107	свою связь с	1	1
108	и ничего не	1	1
109	на фоне которого	1	1
110	и организуются в	1	1
111	все они в	1	1
112	к своему предмету	1	1
113	всех своих моментах	2	1
114	о которых мы	1	1
115	не может быть	11	1
116	в свое время	1	1
117	с ее методами	1	1
118	тем не менее	3	1
119	на фоне которых	1	1
120	в эстетический объект	12	1
121	равно как и	1	1
122	всякой оглядки на	1	1
123	никогда не может	2	1
124	его отношение к	1	1
125	в иванов а	1	1
126	же время этот	1	1
127	на протяжении всего	1	1
128	если бы мы	1	1
129	то есть в	1	1
130	ни одной из	1	1
131	языка как такового	1	1
132	и прежде всего	5	1
133	можно сказать что	2	1
134	у нас в	1	1
135	бы они ни	1	1
136	или в лучшем	1	1
137	так же велико	1	1
138	его моментах как	1	1
139	лишь там где	2	1
140	как композиционная форма	2	1
141	т п и	1	1
142	самом же деле	1	1
143	для того чтобы	2	1
144	в том что	3	1
145	за его пределы	2	1
146	как и в	1	1
147	быть отнесены к	1	1
148	социальные и исторические	1	1
