N	2gram	Losev_Dial_2	Myshleni
1	в этом	8	29
2	точки зрения	12	28
3	и в	19	26
4	не только	19	24
5	то что	14	24
6	таким образом	4	23
7	с точки	8	21
8	в том	14	18
9	и не	30	18
10	том что	10	17
11	потому что	14	16
12	как и	10	15
13	как мы	3	14
14	того что	6	14
15	так как	14	14
16	так же	2	14
17	и его	5	12
18	вместе с	2	12
19	что в	7	12
20	в которой	2	11
21	только не	2	11
22	но и	12	11
23	не может	9	11
24	что они	6	10
25	слова и	1	10
26	по своей	4	10
27	в сущности	2	9
28	в самом	5	9
29	в себе	15	9
30	тому что	2	9
31	слово и	1	9
32	по сравнению	1	9
33	тем что	2	9
34	что мы	2	9
35	по своему	5	9
36	же как	3	8
37	то же	12	8
38	что она	14	8
39	что он	6	8
40	только в	5	8
41	сравнению с	1	8
42	ее в	2	8
43	сказать что	10	8
44	и то	7	7
45	мы не	1	7
46	и к	7	7
47	с самого	2	7
48	самого начала	2	7
49	к тому	2	7
50	по мере	1	7
51	может быть	20	7
52	прежде всего	8	7
53	в меру	4	7
54	самом деле	4	6
55	вопрос о	3	6
56	во всех	2	6
57	все же	4	6
58	и слова	3	6
59	что это	10	6
60	все эти	2	6
61	было бы	3	6
62	и тем	1	6
63	в ее	4	6
64	что эта	1	6
65	нас к	1	6
66	возникает из	1	6
67	и что	5	6
68	заключается в	4	6
69	в какой	2	6
70	именно в	2	6
71	а не	16	6
72	как бы	14	6
73	в смысле	5	6
74	мы должны	2	6
75	как на	1	6
76	все что	1	6
77	тем же	2	5
78	оно есть	3	5
79	в целом	1	5
80	в силу	5	5
81	и с	5	5
82	и значение	1	5
83	с тем	2	5
84	что этот	3	5
85	у нее	1	5
86	она не	8	5
87	что с	2	5
88	тогда когда	6	5
89	же самое	2	5
90	данном случае	2	5
91	в виду	5	5
92	можно сказать	5	5
93	и следовательно	5	5
94	и значением	1	5
95	с одной	2	5
96	если мы	2	5
97	одно из	4	5
98	и их	3	5
99	одной стороны	1	5
100	как это	7	5
101	в данном	3	5
102	с этой	1	5
103	только что	5	5
104	показать что	1	4
105	еще не	4	4
106	с другой	5	4
107	если в	2	4
108	это и	3	4
109	как в	2	4
110	стороны и	1	4
111	но в	2	4
112	на то	1	4
113	и во	1	4
114	чем в	1	4
115	в котором	1	4
116	не в	8	4
117	в той	3	4
118	не менее	3	4
119	не по	2	4
120	никогда не	9	4
121	своей природе	2	4
122	связи с	4	4
123	в области	2	4
124	не могут	4	4
125	что оно	4	4
126	не есть	47	4
127	приводит к	1	4
128	что у	2	4
129	о том	5	4
130	в его	1	4
131	и только	4	4
132	речи о	1	4
133	так что	7	4
134	то и	1	4
135	в конце	2	4
136	друг друга	1	4
137	это есть	8	4
138	о чем	3	4
139	должны быть	3	4
140	и от	3	4
141	гораздо более	1	4
142	связана с	2	3
143	на самом	2	3
144	только потому	2	3
145	между двумя	1	3
146	что эти	2	3
147	мы уже	8	3
148	есть не	7	3
149	из ее	1	3
150	в ней	2	3
151	в чем	3	3
152	но не	6	3
153	очевидно что	2	3
154	нет и	1	3
155	в этой	3	3
156	в одной	4	3
157	из этих	1	3
158	к выводу	1	3
159	он не	4	3
160	содержит в	4	3
161	и по	4	3
162	одно и	4	3
163	так и	10	3
164	об этом	3	3
165	и во-вторых	1	3
166	в своей	8	3
167	мы в	2	3
168	друг другу	1	3
169	тем не	2	3
170	том и	1	3
171	по себе	18	3
172	случае в	1	3
173	и другое	1	3
174	что ему	1	3
175	в основе	1	3
176	но только	3	3
177	только и	2	3
178	я не	6	3
179	во всем	1	3
180	каждой из	1	3
181	этом отношении	1	3
182	только по	1	3
183	отличается от	1	3
184	его с	3	3
185	в собственном	1	3
186	последнее время	1	3
187	мог бы	1	3
188	с ним	4	3
189	но мы	2	3
190	нуждается в	3	3
191	что и	5	3
192	это не	10	3
193	к нему	4	3
194	мы видим	2	3
195	есть в	2	3
196	только на	1	3
197	представить себе	1	3
198	мы находим	3	3
199	мы можем	1	3
200	как раз	5	3
201	момент в	2	3
202	были бы	1	3
203	из двух	1	3
204	до сих	2	3
205	в живом	1	3
206	и потому	5	3
207	это делается	1	3
208	и о	1	3
209	сих пор	2	3
210	но это	7	3
211	все это	4	3
212	в одинаковой	1	3
213	есть то	1	3
214	в то	6	3
215	как известно	2	2
216	также и	2	2
217	выражения в	1	2
218	мере в	2	2
219	и есть	4	2
220	то в	1	2
221	и до	1	2
222	выражается в	1	2
223	все те	1	2
224	не раз	2	2
225	понятия но	1	2
226	что если	3	2
227	время как	7	2
228	мы и	1	2
229	этого термина	1	2
230	и он	1	2
231	время в	1	2
232	отличие от	1	2
233	идет о	1	2
234	с этим	3	2
235	остановиться на	1	2
236	перед нами	2	2
237	которое и	1	2
238	что по	2	2
239	себе по	1	2
240	слова он	1	2
