N	3gram	Vinokur_Ku_3	Psycholo
1	для того чтобы	11	19
2	в том что	8	12
3	о том что	3	10
4	в самом деле	11	7
5	то же самое	1	6
6	к тому что	1	5
7	и только после	2	5
8	на самом деле	3	5
9	с точки зрения	16	4
10	что он не	1	4
11	можно было бы	10	4
12	совершенно ясно что	2	3
13	не то что	1	3
14	так же как	1	3
15	в том чтобы	3	3
16	смысле этого слова	2	3
17	и в этом	4	3
18	то что он	1	3
19	во всяком случае	1	3
20	заключается в том	1	3
21	то что мы	1	3
22	и т п	41	3
23	до сих пор	8	3
24	с одной стороны	4	3
25	сама по себе	2	3
26	вслед за этим	1	3
27	потому что он	1	2
28	тех пор пока	4	2
29	в какой мере	2	2
30	что для того	1	2
31	сам по себе	3	2
32	вместе с тем	1	2
33	же самое что	1	2
34	с другой стороны	3	2
35	и той же	1	2
36	именно в том	1	2
37	в то время	1	2
38	что в ней	1	2
39	не только не	1	2
40	и в самом	4	2
41	до тех пор	4	2
42	было бы сказать	3	2
43	одной и той	1	2
44	если мы будем	1	2
45	к тому же	2	2
46	и т д	8	2
47	самом деле в	1	1
48	в виду не	1	1
49	лежит в его	1	1
50	совершенно не то	1	1
51	сказать то что	1	1
52	по отношению к	2	1
53	ответить на этот	1	1
54	после этого уже	1	1
55	как это имело	1	1
56	также и в	1	1
57	том что на	1	1
58	бы сказать что	3	1
59	мы не можем	1	1
60	что речь идет	1	1
61	самом деле не	2	1
62	имеет в виду	1	1
63	ли в этом	1	1
64	в таком случае	2	1
65	никто не станет	1	1
66	бы то ни	1	1
67	что все эти	1	1
68	только то что	2	1
69	из того что	1	1
70	с тем что	1	1
71	что она не	1	1
72	то же время	1	1
73	и не может	1	1
74	на этот вопрос	1	1
75	то мы увидим	1	1
76	с этой точки	1	1
77	только для того	1	1
78	свой смысл и	1	1
79	так как он	2	1
80	и я не	1	1
81	я не сомневаюсь	1	1
82	уже о том	1	1
83	понимать эти слова	1	1
84	и вот эти	1	1
85	и в то	1	1
86	не сомневаюсь что	1	1
87	и к тому	1	1
88	ясно что в	1	1
89	а с другой	3	1
90	в свою очередь	1	1
91	же должно быть	1	1
92	и так как	1	1
93	в целом ряде	1	1
94	тем что в	1	1
95	бы не было	1	1
96	что дело здесь	1	1
97	а может быть	1	1
98	на русский язык	2	1
99	не может быть	3	1
100	вовсе не в	1	1
101	то обстоятельство что	3	1
102	на наших глазах	1	1
103	и не надо	1	1
104	и вместе с	1	1
105	ни в какой	2	1
106	те или иные	1	1
107	и независимо от	1	1
108	и если бы	1	1
109	этой точки зрения	1	1
110	не только в	3	1
111	в конечном счете	1	1
112	потому что одна	1	1
113	они как бы	1	1
114	то что сам	1	1
115	в этом смысле	1	1
116	в целом функция	1	1
117	в то же	1	1
118	мы приходим к	1	1
119	легко видеть что	1	1
120	быть не может	1	1
121	о том чтобы	1	1
122	но в этом	1	1
123	что и в	2	1
124	мы увидим что	1	1
125	отца и для	1	1
126	формы и содержания	2	1
