N	2gram	Losev_Prob_4	Poddanst
1	не только	24	17
2	и в	20	14
3	и не	28	12
4	в области	3	11
5	в этом	9	10
6	в отношении	4	10
7	в качестве	10	9
8	но в	8	9
9	то же	7	9
10	в том	20	9
11	в пределах	2	8
12	хотя бы	7	8
13	только в	23	7
14	в то	4	7
15	в ней	7	6
16	xix века	2	6
17	было бы	14	6
18	но и	14	6
19	в смысле	5	6
20	отношении к	1	5
21	с другой	7	5
22	может быть	9	5
23	не в	13	5
24	и о	5	5
25	на путях	2	4
26	если бы	8	4
27	а также	6	4
28	россии и	1	4
29	в своем	3	4
30	и к	3	4
31	как бы	4	4
32	и если	5	4
33	том что	12	4
34	не может	5	4
35	и потому	7	4
36	в котором	2	4
37	по себе	11	4
38	что в	3	4
39	мы должны	3	4
40	же в	4	4
41	а в	4	4
42	то что	15	4
43	и т	4	3
44	мы не	7	3
45	столь же	2	3
46	это не	7	3
47	хотя и	5	3
48	и как	3	3
49	тот же	2	3
50	с ними	2	3
51	с одной	1	3
52	в себе	12	3
53	в нем	5	3
54	сами по	2	3
55	в россии	1	3
56	для того	3	3
57	заключается в	2	3
58	прежде всего	11	3
59	одной стороны	1	3
60	с тем	4	3
61	что мы	3	3
62	и без	6	3
63	с точки	11	3
64	но не	5	3
65	она есть	1	3
66	могут быть	1	3
67	т е	1	3
68	тем самым	4	3
69	потому что	15	3
70	точки зрения	14	3
71	в сравнении	2	3
72	сравнении с	2	3
73	и это	2	2
74	значительной мере	2	2
75	в ее	5	2
76	и есть	4	2
77	есть не	6	2
78	метафизика это	1	2
79	начала и	1	2
80	с с	1	2
81	по сравнению	1	2
82	есть нечто	9	2
83	которое в	2	2
84	но к	1	2
85	никак не	4	2
86	не нужно	1	2
87	время в	1	2
88	в значительной	2	2
89	во всех	4	2
90	в которую	1	2
91	говорить о	2	2
92	если в	1	2
93	отнюдь не	10	2
94	с этим	4	2
95	того что	1	2
96	стороны и	2	2
97	духа и	1	2
98	и весьма	2	2
99	думать что	1	2
100	есть в	7	2
101	в начале	3	2
102	в его	3	2
103	из них	3	2
104	потому в	1	2
105	где бы	1	2
106	в виде	22	2
107	не к	2	2
108	в силу	1	2
109	и вот	1	2
110	как раз	4	2
111	и с	7	2
112	м а	1	2
113	именно в	7	2
114	и тем	7	2
115	в жизни	3	2
116	для них	2	2
117	в них	5	2
118	церкви и	1	2
119	не было	3	2
120	а не	7	2
121	должно быть	1	2
122	не будем	2	2
123	ней не	1	2
124	для тех	1	2
125	не менее	10	2
126	все это	9	2
127	между прочим	3	2
128	не о	1	2
129	слова но	3	2
130	да и	5	2
131	еще более	2	2
132	тем более	4	2
133	для нас	6	2
134	исключительно в	1	2
135	в частности	2	2
136	так называемые	1	2
137	как на	1	2
138	том числе	1	2
139	также что	1	1
140	здесь быть	2	1
141	также и	13	1
142	же как	1	1
143	не очень	2	1
144	связана с	1	1
145	но чтобы	1	1
146	и то	2	1
147	как известно	1	1
148	на основе	1	1
149	идеи даже	1	1
150	пусть эта	1	1
151	тем же	1	1
152	так было	1	1
153	смысл этого	1	1
154	по преимуществу	2	1
155	к жизни	1	1
156	идет речь	2	1
157	отличаться от	1	1
158	поскольку она	1	1
159	за то	1	1
160	особенно в	1	1
161	что дело	1	1
162	что уже	1	1
163	в эпоху	1	1
164	для этого	2	1
165	к пределу	1	1
166	находится в	1	1
167	не вполне	2	1
168	на себя	1	1
169	почти исключительно	1	1
170	с ее	2	1
171	и ее	4	1
172	том виде	2	1
173	именно потому	1	1
174	мы и	1	1
175	и здесь	1	1
176	действительности при	1	1
177	может не	1	1
178	настоящее время	1	1
179	и что	2	1
180	еще не	7	1
181	были бы	3	1
182	и на	3	1
183	он был	3	1
184	огромной и	1	1
185	с его	2	1
186	можно наметить	1	1
187	исключительно и	1	1
188	смысле не	2	1
189	жить и	1	1
190	с трудом	1	1
191	не все	1	1
192	что и	3	1
193	не просто	16	1
194	все существующее	1	1
195	в истории	3	1
196	грехи и	1	1
197	тем больше	3	1
198	что во	2	1
199	а она	1	1
200	известном смысле	1	1
201	все же	2	1
202	и где	2	1
203	обе эти	1	1
204	культурного развития	1	1
205	мы видим	1	1
206	и критика	1	1
207	взывает к	1	1
208	отождествлять с	1	1
209	более или	2	1
210	в какой	4	1
211	веры в	1	1
212	и такое	1	1
213	в самом	2	1
214	только то	1	1
215	в условиях	3	1
216	но как	3	1
217	в которой	2	1
218	бы и	3	1
219	что это	2	1
220	могли бы	1	1
221	из этих	1	1
222	тот или	2	1
223	если мы	5	1
224	в эти	1	1
225	история и	1	1
226	себя в	2	1
227	в известном	2	1
228	xx в	1	1
229	предстоит не	1	1
230	и будущее	1	1
231	в темном	1	1
232	что его	4	1
233	только один	2	1
234	сливаются в	3	1
235	уже в	4	1
236	только на	2	1
237	на то	1	1
238	если он	2	1
239	но на	1	1
240	в наших	1	1
241	веры и	1	1
242	исчезнет и	1	1
243	если дух	1	1
244	т д	3	1
245	было с	1	1
246	только к	3	1
247	с основной	2	1
248	под ногами	1	1
249	выражена в	1	1
250	есть как	1	1
251	идеи и	1	1
252	не как	1	1
253	в существе	1	1
254	что каждая	2	1
