N	3gram	Tiupa_Narr_1	DiskursI
1	в отличие от	2	12
2	в данном случае	8	6
3	в том что	5	6
4	то же время	4	5
5	как и в	1	5
6	по отношению к	3	4
7	в этом отношении	3	4
8	в то же	4	4
9	с одной стороны	1	4
10	не может быть	4	3
11	при всей своей	1	3
12	и все же	2	3
13	о том что	2	3
14	той или иной	4	3
15	может претендовать на	1	3
16	в строгом значении	1	2
17	и того же	1	2
18	присутствия в мире	2	2
19	состоит в том	2	2
20	строгом значении этого	1	2
21	подобно тому как	3	2
22	в соответствии с	4	2
23	с точки зрения	1	2
24	и не может	1	2
25	но в данном	1	2
26	заключает в себе	2	2
27	одно и то	2	2
28	своего и чужого	2	2
29	и то что	1	2
30	в повестях белкина	1	2
31	содержит в себе	1	2
32	не сводится к	2	2
33	и то же	2	2
34	но при этом	1	2
35	и как бы	1	2
36	дело в том	2	2
37	я в мире	1	2
38	[...] в нем	2	2
39	одного и того	1	2
40	в творчестве чехова	1	2
41	со стороны читателя	1	2
42	по большей части	3	2
43	в русской литературе	1	2
44	строго отграниченная система	1	1
45	нем осуществляется прямолинейная	1	1
46	но и от	2	1
47	ни о чем	1	1
48	события тогда как	1	1
49	в той или	1	1
50	стремится к однозначности	1	1
51	и столь же	1	1
52	в полном его	1	1
53	мы имеем дело	2	1
54	потому что в	1	1
55	готовом стабильно дифференцированном	1	1
56	голос [...] оно	1	1
57	в самом деле	2	1
58	даме с собачкой	6	1
59	в е гг	1	1
60	стабильно дифференцированном и	1	1
61	так и его	1	1
62	которая состоит в	1	1
63	можно признать общим	1	1
64	друг от друга	1	1
65	с другой стороны	1	1
66	по мысли поля	1	1
67	в нем осуществляется	1	1
68	и в то	1	1
69	до известной степени	1	1
70	осуществляется прямолинейная оценка	1	1
71	завершенная и строго	1	1
72	друг на друга	2	1
73	жизни и смерти	1	1
74	бы то ни	1	1
75	только то что	1	1
76	рассказ в рассказе	1	1
77	в даме с	5	1
78	времени и действия	1	1
79	но и здесь	1	1
80	случае мы имеем	1	1
81	а с другой	1	1
82	предполагает со стороны	1	1
83	одна из них	1	1
84	в готовом стабильно	1	1
85	именно в этом	1	1
86	в предыдущей главе	1	1
87	полном его составе	1	1
88	к одному из	1	1
89	а стало быть	1	1
90	в значительной степени	1	1
91	как правило не	1	1
92	человеческого я в	1	1
93	на рецептивные возможности	1	1
94	в своего рода	2	1
95	дело не с	1	1
96	живет в готовом	1	1
97	и строго отграниченная	1	1
98	то ни было	1	1
99	мысли поля рикёра	1	1
100	жизни но и	1	1
101	в равной степени	2	1
102	по сути дела	1	1
103	во втором случае	1	1
104	оно живет в	1	1
105	не о смерти	1	1
106	картины мира в	2	1
107	быть и не	1	1
108	места времени и	1	1
109	во всяком случае	2	1
110	но в контексте	1	1
111	к однозначности [...]	1	1
112	чеховский рассказ как	1	1
113	лишь в одном	1	1
114	могло бы стать	1	1
115	жизни то есть	1	1
116	один голос [...]	1	1
117	человеческого присутствия в	1	1
118	отличается от предыдущих	1	1
119	дифференцированном и оцененном	1	1
120	и оцененном мире	1	1
121	с той или	1	1
122	в его событийной	1	1
123	обратим внимание на	1	1
124	нем звучит один	1	1
125	прямолинейная оценка [...]	1	1
126	и т.п в	1	1
127	[...] оно живет	1	1
128	в случаях же	1	1
129	но в этом	1	1
130	в конечном счете	1	1
131	отграниченная система смыслов	1	1
132	можно сказать что	2	1
133	претендовать на статус	1	1
134	существенную роль в	1	1
135	свидетеля и судии	2	1
136	в том числе	1	1
137	тем не менее	3	1
138	звучит один голос	1	1
139	может быть однозначно	1	1
140	оценка [...] в	1	1
141	при этом выступает	1	1
142	однозначности [...] в	1	1
143	по крайней мере	1	1
144	в нем звучит	1	1
145	не только от	2	1
146	значении этого термина	1	1
147	том числе и	1	1
148	слово стремится к	1	1
149	речь идет о	3	1
