N	3gram	Propp_Isto_1	StatiiOP
1	в том что	4	11
2	и т п	1	6
3	не может быть	7	5
4	в этом смысле	1	4
5	в этом отношении	1	4
6	то время как	3	4
7	с другой стороны	5	4
8	о том что	3	4
9	в то время	3	4
10	прежде всего в	1	3
11	не в том	1	3
12	в связи с	3	3
13	не только в	1	3
14	на то что	4	3
15	может быть назван	2	2
16	что мы имеем	2	2
17	тесно связана с	1	2
18	но и в	2	2
19	и тем не	2	2
20	это не так	1	2
21	до сих пор	5	2
22	что это за	3	2
23	в том чтобы	1	2
24	с одной стороны	4	2
25	и в этом	1	2
26	с самого начала	2	2
27	по этому поводу	2	2
28	но все же	3	2
29	только тогда когда	1	2
30	к тому что	1	2
31	и др но	1	2
32	тем не менее	6	2
33	и т д	22	2
34	и в конце	1	1
35	как можно было	1	1
36	это не может	2	1
37	нет никакого сомнения	1	1
38	а иногда и	1	1
39	в прямом смысле	1	1
40	независимо от других	1	1
41	иметь в виду	1	1
42	но так как	1	1
43	более или менее	5	1
44	во многих случаях	1	1
45	то же самое	3	1
46	не было и	1	1
47	говоря уже о	1	1
48	вместе с тем	2	1
49	в его развитии	1	1
50	так как его	1	1
51	было и тем	1	1
52	можно было бы	3	1
53	начала xix века	1	1
54	то что в	2	1
55	он должен был	1	1
56	и др или	1	1
57	того что он	1	1
58	сих пор мы	2	1
59	в них как	1	1
60	и что он	1	1
61	но в целом	1	1
62	если бы в	1	1
63	в какой степени	1	1
64	ответить на вопрос	1	1
65	на котором он	1	1
66	приводит к тому	1	1
67	которая была бы	1	1
68	в этом направлении	1	1
69	это один из	2	1
70	тем или иным	1	1
71	он попадает в	2	1
72	в том отношении	1	1
73	на этом пути	1	1
74	которое можно назвать	1	1
75	до наших дней	1	1
76	такая точка зрения	1	1
77	таким образом в	1	1
78	выше было указано	1	1
79	не означает что	2	1
80	и что такое	1	1
81	в одном из	1	1
82	не в форме	1	1
83	на котором эти	1	1
84	в дальнейшем же	1	1
85	том отношении что	1	1
86	а не на	2	1
87	вопрос о том	2	1
88	и больше ничего	1	1
89	весьма скромное место	1	1
90	бы быть очень	1	1
91	для того чтобы	1	1
92	дело не в	1	1
93	но здесь он	1	1
94	не говоря уже	1	1
