N	2gram	Bakhtin_Fr_3	Problema
1	то что	5	42
2	вовсе не	12	35
3	то есть	18	33
4	и в	40	32
5	и не	13	31
6	есть ее	1	24
7	в этом	15	19
8	не менее	2	19
9	не только	13	17
10	потому что	2	16
11	в себе	3	15
12	по себе	1	15
13	в виде	1	15
14	а не	5	15
15	но в	8	14
16	у нас	4	14
17	может быть	9	14
18	как бы	3	14
19	в нем	5	13
20	и тем	1	13
21	как раз	5	13
22	сказать что	3	13
23	том что	4	12
24	что в	12	12
25	так и	3	12
26	а именно	1	12
27	и т	1	11
28	также и	4	11
29	есть нечто	1	11
30	так как	4	11
31	о том	4	11
32	и даже	4	11
33	то же	7	10
34	отнюдь не	1	10
35	в этой	3	10
36	об этом	3	10
37	ничего не	1	10
38	прежде всего	16	10
39	еще не	3	9
40	но не	2	9
41	раз и	1	9
42	того чтобы	4	9
43	и это	2	9
44	и что	1	9
45	но и	11	9
46	в данном	4	9
47	это есть	2	9
48	в том	8	9
49	так же	1	9
50	в таком	1	9
51	и о	4	8
52	и ее	2	8
53	и на	8	8
54	все эти	8	8
55	для того	3	8
56	было бы	4	8
57	он и	7	8
58	в своей	6	8
59	данном случае	2	8
60	как нечто	2	8
61	даже и	2	8
62	не может	3	8
63	но это	3	8
64	смысле слова	4	7
65	во всех	6	7
66	всех этих	3	7
67	ни в	4	7
68	в них	9	7
69	как мы	10	7
70	здесь не	3	7
71	никогда не	1	7
72	того что	1	7
73	что он	2	7
74	только в	3	7
75	тем что	3	7
76	такого рода	3	7
77	все это	4	7
78	и все	9	7
79	во всяком	1	7
80	самом деле	3	6
81	на самом	3	6
82	и есть	3	6
83	есть не	1	6
84	но как	2	6
85	и как	3	6
86	в самом	6	6
87	и если	2	6
88	при этом	3	6
89	его в	1	6
90	это не	2	6
91	в то	6	6
92	таким образом	10	6
93	в виду	7	6
94	и здесь	4	6
95	в его	13	6
96	так что	1	6
97	в конце	3	6
98	о чем	2	6
99	как это	1	6
100	мы уже	13	5
101	в своем	7	5
102	перед нами	1	5
103	не являются	1	5
104	все равно	1	5
105	далеко не	2	5
106	с тем	1	5
107	в котором	2	5
108	связи с	6	5
109	той или	2	5
110	можно сказать	2	5
111	в других	3	5
112	или иной	2	5
113	еще и	2	5
114	подобного рода	1	5
115	в их	4	4
116	литературы и	1	4
117	в истории	4	4
118	как в	3	4
119	как он	2	4
120	их в	3	4
121	мы говорили	1	4
122	не в	1	4
123	тому что	1	4
124	тем самым	1	4
125	и притом	1	4
126	и весь	1	4
127	а в	3	4
128	только то	1	4
129	в дальнейшем	2	4
130	на том	1	4
131	если бы	3	4
132	никак не	3	4
133	а также	4	4
134	и только	1	4
135	вообще и	1	4
136	в литературе	5	4
137	один из	4	4
138	только на	4	4
139	именно как	1	4
140	именно в	2	4
141	не было	5	4
142	и вообще	1	4
143	для обозначения	1	4
144	и для	5	4
145	в связи	5	4
146	или в	1	4
147	же в	1	4
148	не хочет	1	3
149	того же	2	3
150	в ее	3	3
151	что они	1	3
152	анализ этого	1	3
153	с этим	2	3
154	но ее	1	3
155	что это	1	3
156	но он	2	3
157	но ведь	3	3
158	из указанных	1	3
159	да и	1	3
160	но именно	3	3
161	он не	9	3
162	и еще	2	3
163	но все	3	3
164	чего он	1	3
165	как и	11	3
166	и уже	1	3
167	несмотря на	1	3
168	нисколько не	1	3
169	смысл и	1	3
170	в этих	6	3
171	точки зрения	2	3
172	с точки	1	3
173	в отношении	1	3
174	дело в	2	3
175	только не	1	3
176	прежде чем	1	3
177	тех или	1	3
178	и его	17	3
179	как будто	1	3
180	что оно	1	3
181	вообще во	1	3
182	можно было	3	3
183	мы в	1	3
184	для этого	3	3
185	не на	1	3
186	о нем	3	3
187	другими словами	3	3
188	настоящее время	1	3
189	к нему	2	3
190	и во	4	3
191	во всей	3	3
192	и следовательно	3	3
193	что здесь	1	3
194	мы увидим	2	3
195	же и	3	3
196	уже в	2	3
197	свидетельствует о	2	3
198	из них	4	3
199	говорит о	1	3
200	всяком случае	1	3
201	уже и	1	3
202	до сих	4	3
203	с другой	2	3
204	здесь в	4	3
205	как же	1	3
206	что не	1	3
207	однако и	1	3
208	быть и	1	3
209	сих пор	4	3
210	только для	3	3
211	от нас	1	3
212	но для	1	3
213	в настоящее	1	3
214	хотя бы	2	3
215	с ним	1	3
216	хотя в	2	3
217	другой стороны	1	3
218	его именно	1	3
219	есть и	2	3
220	себе не	1	3
221	этого романа	1	2
222	ли вы	1	2
223	например в	2	2
224	к нашему	1	2
225	и потому	4	2
226	в первом	1	2
227	по преимуществу	2	2
228	и до	8	2
229	мы имеем	1	2
230	мы не	2	2
231	науки и	1	2
232	в сущности	9	2
233	что иное	1	2
234	следовательно в	1	2
235	иное как	1	2
236	с его	3	2
237	то он	1	2
238	нет и	1	2
239	кроме того	3	2
240	виду и	1	2
241	в которой	2	2
242	он в	2	2
243	есть их	1	2
244	из этих	2	2
245	говорят о	2	2
246	во многих	1	2
247	на его	2	2
248	он должен	1	2
249	например о	1	2
250	что ни	1	2
251	или иных	1	2
252	я вам	1	2
253	как они	1	2
254	и с	8	2
255	это было	1	2
256	с другими	1	2
257	понять его	1	2
258	бы нам	1	2
259	для них	1	2
260	нашего исследования	1	2
261	в общей	2	2
262	должно быть	1	2
263	на первый	1	2
264	в эту	4	2
265	и при	1	2
266	нас не	1	2
267	не как	1	2
268	знаем что	1	2
269	образом и	1	2
270	которые в	1	2
271	друг другу	1	2
272	что этот	1	2
273	мы встречаемся	1	2
274	и очень	2	2
275	таких случаях	1	2
276	в таких	3	2
277	не имеет	1	2
278	что их	1	2
279	мы находим	3	2
280	но только	1	2
281	следовательно и	2	2
282	больше чем	2	2
283	и сама	2	2
284	в области	4	2
285	xx века	5	2
286	не могут	1	2
287	как для	1	2
288	и своя	1	2
289	подобно тому	1	2
290	говорили что	1	2
291	нечто другое	1	2
292	что может	1	2
293	это вовсе	2	2
294	особенно в	4	2
295	здесь нет	2	2
296	на что	1	2
297	и внутреннее	1	2
298	нас в	2	2
299	между тем	3	2
300	на одном	1	2
301	все время	1	2
302	в него	1	2
303	том как	1	2
304	мы видим	5	2
305	и так	2	2
306	поэтому и	3	2
307	и образа	1	2
308	xix и	1	2
309	со всеми	5	2
310	в качестве	1	2
311	одно из	3	2
312	для него	5	2
313	ведь это	1	2
314	не для	1	2
315	с этими	1	2
316	как его	2	2
317	но что	1	2
318	в целях	1	2
319	момент в	2	2
320	со всем	2	2
321	что пишет	1	2
322	и нельзя	1	2
323	что для	2	2
324	бы вполне	1	2
325	которого вообще	1	2
326	вместе с	3	2
327	и особенно	1	2
328	без всякой	1	2
329	тому как	1	2
330	в это	1	2
331	этом случае	1	2
332	у вас	1	2
333	и часто	1	2
334	в результате	1	2
335	но когда	1	2
336	здесь только	2	2
337	гораздо больше	2	2
338	с аллегорией	1	2
339	не что	1	2
340	ее в	1	2
341	гораздо более	1	2
342	если вы	1	1
343	не думает	1	1
344	одним из	2	1
345	с с	1	1
346	художественного произведения	1	1
347	часто так	1	1
348	и какова	1	1
349	которое мы	1	1
350	из самых	2	1
351	вещей в	1	1
352	уже указывали	1	1
353	оно было	1	1
354	был и	1	1
355	отношения к	1	1
356	и этот	2	1
357	в году	5	1
358	той же	8	1
359	из всех	4	1
360	г в	1	1
361	до времени	1	1
362	а уж	1	1
363	на такие	1	1
364	имеется и	1	1
365	со смертью	2	1
366	фактов но	1	1
367	который был	1	1
368	требует от	1	1
369	но даже	1	1
370	конечно и	1	1
371	имеет дело	1	1
372	эти термины	1	1
373	мы ее	1	1
374	и страха	1	1
375	и самого	1	1
376	и высокое	1	1
377	первый план	1	1
378	что через	1	1
379	быть в	2	1
380	на их	2	1
381	это действительно	1	1
382	бы то	1	1
383	за свое	1	1
384	но конечно	2	1
385	а следовательно	1	1
386	величины и	1	1
387	о смерти	1	1
388	и всякий	1	1
389	прошлого не	1	1
390	в общем	1	1
391	переход от	2	1
392	тут же	2	1
393	рождение и	1	1
394	земля и	1	1
395	относится к	1	1
396	во что	1	1
397	и я	1	1
398	в течение	2	1
399	все же	2	1
400	встрече с	1	1
401	на другом	1	1
402	говорит что	1	1
403	его к	2	1
404	все такого	1	1
405	тем же	2	1
406	всего как	1	1
407	здесь и	5	1
408	от этого	1	1
409	именно эта	1	1
410	не знает	1	1
