1	и не	16	31
2	и в	13	29
3	может быть	12	24
4	в его	9	24
5	в этом	11	22
6	а не	10	22
7	как бы	6	19
8	в нем	5	19
9	точки зрения	7	19
10	для него	3	18
11	то что	4	15
12	не только	18	15
13	и его	10	14
14	то же	9	14
15	не как	1	14
16	но и	8	14
17	рядом с	1	14
18	с точки	2	13
19	уже не	5	13
20	в пределах	5	13
21	как и	5	12
22	не может	4	12
23	о себе	2	12
24	таким образом	3	12
25	героя и	5	10
26	в одном	1	10
27	только в	7	10
28	в самом	5	10
29	этом смысле	3	10
30	в то	7	10
31	себе самом	1	9
32	все эти	3	9
33	же время	6	9
34	с его	6	9
35	одного сознания	1	9
36	но не	10	9
37	в романе	2	9
38	если бы	2	9
39	это не	2	9
40	что в	8	8
41	что он	2	8
42	в своей	4	8
43	по себе	2	8
44	потому что	3	8
45	отношению к	8	8
46	в том	11	8
47	в каждом	1	8
48	по отношению	8	8
49	в своем	5	8
50	входит в	3	7
51	мира и	4	7
52	том что	7	7
53	но в	6	7
54	она не	1	7
55	вовсе не	2	7
56	в форме	4	7
57	с другими	1	7
58	за пределы	2	7
59	и на	1	7
60	а в	14	7
61	в себе	7	7
62	не в	5	7
63	прежде всего	3	7
64	и как	2	7
65	так и	12	7
66	романе достоевского	1	7
67	этого мира	1	6
68	в одной	1	6
69	не могут	1	6
70	могут быть	2	6
71	что она	1	6
72	на мир	1	6
73	все это	1	6
74	и потому	3	6
75	в конце	2	6
76	как в	5	6
77	его в	3	6
78	к нему	2	6
79	как раз	3	6
80	сливается с	1	6
81	одним из	1	6
82	так же	2	6
83	в мире	24	6
84	о мире	1	6
85	в самой	1	6
86	в единстве	1	6
87	в целом	2	6
88	так как	1	6
89	мира в	3	5
90	в драме	1	5
91	он и	1	5
92	было бы	1	5
93	в сущности	1	5
94	перед нами	3	5
95	с ним	1	5
96	художественного мира	4	5
97	и о	2	5
98	он не	5	5
99	и др	3	5
100	автора и	2	5
101	не становится	1	5
102	и это	2	5
103	более того	1	5
104	именно в	3	5
105	той же	1	5
106	еще не	6	5
107	у него	2	5
108	между тем	5	5
109	сознаний в	1	5
110	с их	1	5
111	героя не	1	5
112	это и	2	5
113	в этой	3	4
114	тем как	1	4
115	идет о	1	4
116	и для	2	4
117	превращается в	1	4
118	в литературе	2	4
119	личности в	4	4
120	их в	2	4
121	его как	1	4
122	даже в	2	4
123	как мы	1	4
124	героя о	1	4
125	в основе	3	4
126	но эта	1	4
127	ивана карамазова	1	4
128	не было	1	4
129	в произведении	3	4
130	не на	2	4
131	в результате	1	4
132	в плоскости	1	4
133	художественном мире	1	3
134	в своих	1	3
135	например в	3	3
136	как будто	2	3
137	и одновременно	5	3
138	все что	1	3
139	ним и	1	3
140	мире в	1	3
141	но как	2	3
142	и до	1	3
143	и здесь	2	3
144	приводит к	4	3
145	я не	2	3
146	вопрос кто	1	3
147	внешнего мира	2	3
148	но с	1	3
149	сказать что	4	3
150	автора в	1	3
151	оно не	1	3
152	и слово	1	3
153	одна из	1	3
154	не во	1	3
155	автора как	2	3
156	ни в	4	3
157	никогда не	3	3
158	как к	2	3
159	бы в	1	3
160	целом ряде	1	3
161	с другой	5	3
162	порядка в	4	3
163	во времени	3	3
164	он в	1	3
165	о своем	2	3
166	нового времени	3	3
167	по существу	1	3
168	героев и	1	3
169	не дает	1	3
170	в произведениях	1	3
171	в мир	1	3
172	художественного творчества	3	3
173	не знает	4	3
174	таким же	1	3
175	героев в	1	3
176	в пространстве	1	3
177	отношении к	3	3
178	не входит	1	3
179	в их	4	3
180	в художественном	3	3
181	только то	1	3
182	от автора	1	3
183	в них	1	3
184	в себя	2	3
185	на почве	3	3
186	тому как	1	3
187	себе самому	1	3
188	ее как	1	3
189	в другой	1	3
190	была бы	2	3
191	отношения к	2	3
192	другой стороны	3	3
193	за ним	1	3
194	но именно	1	3
195	подобно тому	1	3
196	точек зрения	1	3
197	и пр	1	3
