N	4gram	Medvedev_F_1	Problemy
1	и не может быть	2	5
2	в то же время	8	5
3	в том числе и	1	3
4	может быть более или	1	2
5	и до сих пор	1	2
6	но в то же	2	2
7	нет и не может	2	2
8	быть более или менее	1	2
9	не может войти в	2	1
10	по отношению к этой	1	1
11	в большинстве же случаев	1	1
12	более или менее глубокой	1	1
13	на самом же деле	1	1
14	в этом романе и	1	1
15	не с точки зрения	1	1
16	если бы оно было	2	1
17	свести концы с концами	1	1
18	и до настоящего времени	1	1
19	до сих пор почти	1	1
20	с точки зрения своей	1	1
21	мы увидим дальше что	1	1
22	дистанцию по отношению к	1	1
23	и в то же	1	1
24	с одной стороны и	4	1
25	занимает очень важное место	1	1
26	как если бы оно	2	1
