N	3gram	Tiupa_Lite_3	Problemy
1	с точки зрения	3	9
2	не может быть	3	8
3	по отношению к	4	5
4	то же время	7	5
5	в то же	7	5
6	в самом деле	2	4
7	в том числе	3	4
8	к себе самому	2	3
9	более или менее	1	3
10	в отличие от	5	3
11	том числе и	2	3
12	с другой стороны	2	3
13	как бы в	1	3
14	хотя и не	1	2
15	и в словах	1	2
16	оно должно быть	1	2
17	но и в	2	2
18	в том что	4	2
19	о том что	4	2
20	то есть от	1	2
21	в одном из	2	2
22	той или иной	2	2
23	в отношении к	1	2
24	сама по себе	1	2
25	мы чувствуем что	1	1
26	в этом его	1	1
27	обойтись без другого	1	1
28	в той или	1	1
29	и наконец в	1	1
30	одной стороны и	2	1
31	хотя бы и	1	1
32	так как мы	1	1
33	лишь тогда когда	1	1
34	между тем как	1	1
35	в себе и	1	1
36	при этом не	1	1
37	не знает что	1	1
38	а вне этого	1	1
39	почти никогда не	1	1
40	влияние на все	1	1
41	в значительной степени	1	1
42	там где есть	1	1
43	на этой почве	1	1
44	в данном случае	4	1
45	с одной стороны	4	1
46	но в отличие	2	1
47	но при этом	1	1
48	так или иначе	2	1
49	в xix веке	1	1
50	в связи с	1	1
51	а не как	2	1
52	к тому же	5	1
53	в каждом своем	1	1
54	а затем и	1	1
55	не в одном	2	1
56	как бы не	1	1
57	только на то	1	1
58	и вместе с	2	1
59	берет на себя	2	1
60	не только в	2	1
61	героя никогда не	1	1
62	друг от друга	1	1
63	как и всякое	1	1
64	никогда не бывает	1	1
65	к тому что	1	1
66	романтизм принес с	1	1
67	одном из своих	1	1
68	в какой-то мере	1	1
