N	2gram	Tiupa_Lite_2	EvropaiE
1	и в	19	37
2	в отношении	1	32
3	в пределах	1	25
4	точки зрения	4	23
5	что в	4	21
6	не только	8	18
7	с точки	3	17
8	в то	9	16
9	то же	12	15
10	хотя бы	2	15
11	отношении к	1	15
12	в своем	1	14
13	но в	2	14
14	же время	9	14
15	в качестве	5	14
16	но и	10	14
17	и не	11	14
18	в этом	9	12
19	в их	3	11
20	в области	4	11
21	в том	10	11
22	россия в	1	11
23	так и	7	10
24	отнюдь не	4	9
25	в себе	6	9
26	прежде всего	4	9
27	все более	1	9
28	не может	9	9
29	так же	1	9
30	в смысле	1	9
31	в ее	2	8
32	было бы	2	8
33	в своей	1	8
34	к тому	1	8
35	с одной	7	8
36	одной стороны	6	8
37	а также	2	7
38	того что	5	7
39	так как	3	7
40	с другой	8	7
41	и выше	2	7
42	как и	10	7
43	может быть	17	6
44	и на	6	6
45	во всех	3	6
46	стороны и	1	6
47	на то	1	6
48	то есть	5	6
49	том что	7	6
50	того чтобы	1	6
51	вовсе не	2	6
52	для того	2	6
53	и даже	8	6
54	как бы	2	6
55	с этой	2	6
56	то что	7	6
57	же как	2	5
58	столь же	5	5
59	но не	5	5
60	не в	4	5
61	в россии	2	5
62	и по	1	5
63	тем самым	3	5
64	как мы	1	5
65	одной из	2	5
66	со стороны	3	5
67	от этого	1	5
68	в частности	4	5
69	и потому	1	5
70	как нам	1	5
71	этой точки	1	5
72	то в	2	4
73	мы не	4	4
74	но даже	1	4
75	в ней	4	4
76	в самом	1	4
77	во многих	1	4
78	то ни	1	4
79	не служит	1	4
80	даже в	4	4
81	не имеет	1	4
82	и притом	1	4
83	в перспективе	1	4
84	той или	1	4
85	бы то	1	4
86	можно сказать	1	4
87	именно в	1	4
88	ни было	2	4
89	или иной	1	4
90	мира в	2	4
91	как это	2	4
92	для нас	2	4
93	культуры в	1	4
94	в сфере	4	3
95	идет о	3	3
96	из всех	1	3
97	на себя	2	3
98	того же	4	3
99	как в	1	3
100	когда он	1	3
101	и к	2	3
102	себе не	2	3
103	всего лишь	3	3
104	представляет собой	2	3
105	в известном	1	3
106	и мы	1	3
107	в них	2	3
108	с тем	2	3
109	мы видели	1	3
110	и некоторые	1	3
111	во второй	1	3
112	никогда не	3	3
113	потому что	2	3
114	в будущем	1	3
115	по нашему	1	3
116	можно было	1	3
117	приближается к	1	3
118	о том	2	3
119	как было	1	3
120	место в	1	3
121	что и	2	3
122	и только	2	3
123	существования в	1	3
124	из них	2	3
125	очевидно что	2	3
126	себе в	1	3
127	свой народ	1	3
128	на долю	1	3
129	тем что	4	3
130	этом отношении	3	3
131	и прежде	1	3
132	в свою	1	3
133	говорит о	1	3
134	в данном	3	3
135	в культуре	3	3
136	не является	2	3
137	и для	3	3
138	и от	1	3
139	в результате	2	3
140	мира и	1	3
141	не более	2	3
142	обстоит дело	1	3
143	жизни в	4	3
144	в психологии	1	3
145	ее в	1	3
146	как на	3	3
147	в таком	1	3
148	и то	3	2
149	по преимуществу	2	2
150	должна быть	1	2
151	есть не	1	2
152	именно к	1	2
153	из того	2	2
154	меньшей степени	1	2
155	культурной традиции	1	2
156	он сам	1	2
157	но как	2	2
158	в истории	2	2
159	более чем	1	2
160	и как	3	2
161	что это	1	2
162	в этой	3	2
163	в случае	1	2
164	но именно	1	2
165	он не	5	2
166	и еще	2	2
167	но было	1	2
168	таким образом	1	2
169	в мире	9	2
170	и с	3	2
171	с другими	1	2
172	например с	1	2
173	далеко не	1	2
174	в своих	2	2
175	в не	1	2
176	в развитии	1	2
177	иначе говоря	1	2
178	такой же	3	2
179	в этих	1	2
180	жизни мира	1	2
181	и никакое	1	2
182	не к	2	2
183	одном из	2	2
184	человечества как	1	2
185	по своей	1	2
186	что на	1	2
187	к той	1	2
188	не могут	1	2
189	могут быть	2	2
190	всего в	1	2
191	но по	1	2
192	свою очередь	1	2
193	говоря уже	2	2
194	данном случае	3	2
195	на основе	1	2
196	культуры и	1	2
197	мог бы	1	2
198	и что	2	2
199	притом в	1	2
200	во втором	1	2
201	в его	4	2
202	во всей	1	2
203	но с	3	2
204	его собственная	1	2
205	в какой	2	2
206	и теперь	1	2
207	есть в	1	2
208	не можем	1	2
209	если в	2	2
210	и других	4	2
211	в одном	2	2
212	в других	1	2
213	а именно	3	2
214	как же	1	2
215	нашему мнению	1	2
216	а не	20	2
217	наш путь	2	2
218	поскольку речь	2	2
219	вместе с	5	2
220	наряду с	1	2
221	что же	1	2
222	ко всему	2	2
223	с большой	1	2
224	и все	1	2
225	бы в	1	2
226	еще более	1	2
227	и наконец	2	2
228	исключительно в	1	2
229	же в	2	2
230	а в	3	2
231	не говоря	2	2
232	культуры как	2	2
233	другой стороны	4	2
234	частности в	1	2
235	жизни и	4	2
236	и эта	1	2
237	себя как	2	1
238	даже более	1	1
239	ту же	2	1
240	и т	2	1
241	страны где	1	1
242	культуры вполне	1	1
243	многих отношениях	1	1
244	но тем	4	1
245	традиции как	2	1
246	перед лицом	1	1
247	от своей	1	1
248	и до	2	1
249	речь идет	3	1
250	исходит из	1	1
251	той же	2	1
252	политики в	1	1
253	по нашим	1	1
254	а для	1	1
255	в каждой	2	1
256	революции в	1	1
257	в сочетании	1	1
258	нам представляется	2	1
259	истории в	1	1
260	мира своей	1	1
261	как путь	1	1
262	самих себя	1	1
263	по отношению	4	1
264	в новом	1	1
265	постановка проблемы	1	1
266	тогда как	9	1
267	отличие от	1	1
268	и будет	1	1
269	воздействием на	1	1
270	за пределы	1	1
271	относится к	1	1
272	которые не	1	1
273	как по	1	1
274	кому бы	1	1
275	в рамках	4	1
276	все же	2	1
277	однако не	1	1
278	судьбу свою	1	1
279	в полном	1	1
280	что по	1	1
281	в этот	1	1
282	как некий	1	1
283	в нашем	2	1
284	за их	1	1
285	поскольку в	3	1
286	пронзил нам	1	1
287	идут в	2	1
288	и те	1	1
289	при этом	6	1
290	жизни вообще	1	1
291	в переводе	1	1
292	и когда	1	1
293	в принципе	5	1
294	состоит в	9	1
295	в новой	1	1
296	то как	2	1
297	ли не	4	1
298	на земле	1	1
299	их будет	1	1
300	на этом	2	1
301	или иных	1	1
302	мы обнаруживаем	1	1
303	не станем	2	1
304	а затем	2	1
305	в нем	3	1
306	различие между	1	1
307	же касается	1	1
308	поэзии и	2	1
309	в глубине	1	1
310	входя в	1	1
311	путь наш	1	1
312	воспринимается как	1	1
313	мире как	1	1
314	и иных	2	1
315	в жизни	2	1
316	который по	1	1
317	рядом с	1	1
