N	2gram	Bakhtin_Fr_5	Psycholo
1	в том	10	37
2	и в	45	32
3	и что	2	22
4	то есть	25	21
5	том что	7	21
6	потому что	7	21
7	таким образом	8	21
8	то что	2	21
9	что в	12	20
10	может быть	2	18
11	так же	8	18
12	точки зрения	4	17
13	что и	7	17
14	не может	5	17
15	самом деле	5	16
16	что она	3	16
17	того чтобы	6	14
18	то же	11	13
19	в этом	14	13
20	при этом	2	13
21	для того	6	13
22	что он	6	13
23	в самом	4	12
24	не только	14	12
25	если мы	2	12
26	так как	6	12
27	на то	1	11
28	было бы	2	11
29	с тем	2	11
30	в основе	4	11
31	когда он	2	10
32	с точки	2	10
33	но и	10	10
34	же точно	1	10
35	как и	10	10
36	и не	15	10
37	как в	3	9
38	никогда не	1	9
39	что при	1	9
40	тем что	1	9
41	что все	2	9
42	той же	4	8
43	что это	2	8
44	не в	7	8
45	не менее	3	8
46	того что	3	8
47	поэзии и	1	7
48	в сущности	4	7
49	что они	1	7
50	и как	5	7
51	все эти	5	7
52	такой же	4	7
53	и его	13	7
54	как будто	1	7
55	к тому	2	7
56	можно было	4	7
57	только в	4	7
58	мы знаем	1	7
59	что для	1	7
60	а не	4	7
61	сказать что	4	7
62	совершенно справедливо	1	6
63	в этой	6	6
64	целый ряд	1	6
65	он не	6	6
66	если бы	1	6
67	формы и	1	6
68	те же	1	6
69	о том	4	6
70	и мы	1	6
71	тот же	1	6
72	и из	1	6
73	как бы	12	6
74	же самое	2	6
75	на самом	5	5
76	и на	5	5
77	что у	1	5
78	на все	2	5
79	далеко не	1	5
80	сейчас же	1	5
81	все это	7	5
82	в то	11	5
83	в ней	8	5
84	и даже	4	5
85	до сих	3	5
86	вслед за	1	5
87	сих пор	3	5
88	как раз	5	5
89	этом отношении	5	5
90	как на	4	5
91	ту же	2	4
92	же как	4	4
93	есть не	1	4
94	столь же	1	4
95	в чем	2	4
96	с этим	4	4
97	все же	2	4
98	в произведении	1	4
99	в целом	2	4
100	в нем	10	4
101	одной и	1	4
102	и по	1	4
103	и с	10	4
104	в жизни	1	4
105	несмотря на	2	4
106	в данном	2	4
107	и той	1	4
108	которые в	1	4
109	и более	1	4
110	тому что	1	4
111	не имеет	3	4
112	того как	1	4
113	ничего не	4	4
114	как она	1	4
115	и до	2	4
116	что на	3	4
117	и для	3	4
118	тем не	1	4
119	и это	4	4
120	данном случае	2	4
121	и когда	1	4
122	и сам	1	4
123	и поэтому	1	4
124	никак не	1	4
125	между тем	2	4
126	в языке	1	4
127	мы видим	5	4
128	из них	1	4
129	от того	3	4
130	когда она	1	4
131	как это	4	4
132	и все	7	4
133	а в	4	4
134	из этого	1	4
135	жизни и	8	4
136	например в	5	3
137	мы не	4	3
138	то это	1	3
139	и он	3	3
140	во всех	13	3
141	но как	1	3
142	в общем	4	3
143	относится к	2	3
144	и к	5	3
145	но в	14	3
146	та же	1	3
147	формы в	1	3
148	он в	2	3
149	в поэзии	3	3
150	он все	1	3
151	не как	1	3
152	и вот	3	3
153	то как	1	3
154	на этом	5	3
155	удовольствие от	1	3
156	об этом	4	3
157	это было	4	3
158	и сейчас	1	3
159	в своей	3	3
160	это только	1	3
161	в их	4	3
162	в которых	3	3
163	жизни с	1	3
164	человеком и	2	3
165	но он	3	3
166	не могли	1	3
167	в отношении	2	3
168	что с	1	3
169	тогда когда	1	3
170	совершенно аналогично	1	3
171	мы можем	2	3
172	видим что	2	3
173	не могут	2	3
174	указывает на	1	3
175	с ее	5	3
176	то время	3	3
177	так и	6	3
178	жизнь и	2	3
179	для этого	1	3
180	образом в	1	3
181	в конечном	1	3
182	бы и	1	3
183	один из	2	3
184	и ее	1	3
185	что не	1	3
186	конечном счете	1	3
187	и их	5	3
188	в конце	7	3
189	процесс в	1	3
190	до конца	1	3
191	в частности	1	3
192	ни на	1	3
193	по своему	4	3
194	по существу	3	3
195	при всем	1	3
196	еще более	1	3
197	хотя бы	2	3
198	в свою	1	3
199	также и	7	2
200	того же	3	2
201	не остается	1	2
202	и без	2	2
203	не имеют	1	2
204	все те	1	2
205	и этот	1	2
206	еще не	1	2
207	нашу мысль	1	2
208	к своему	1	2
209	с его	7	2
210	же самые	1	2
211	но не	4	2
212	значение и	2	2
213	если в	2	2
214	отличие от	2	2
215	что по	1	2
216	но эта	2	2
217	из самых	1	2
218	бы не	1	2
219	так было	1	2
220	в себе	1	2
221	как он	3	2
222	они в	1	2
223	на его	1	2
224	в каждом	2	2
225	подход к	1	2
226	значение в	1	2
227	в ход	1	2
228	полагает что	1	2
229	к природе	1	2
230	это не	3	2
231	форму и	1	2
232	должен был	1	2
233	в них	6	2
234	тот самый	1	2
235	смысл и	1	2
