N	2gram	Vinokur_St_2	Komedia
1	и в	29	26
2	в комедии	1	19
3	в г	7	17
4	едва ли	1	14
5	v в	1	14
6	и не	9	14
7	и его	6	12
8	к тому	10	12
9	так и	9	12
10	тому же	3	11
11	может быть	2	11
12	в том	27	11
13	в этом	21	10
14	но и	19	10
15	столь же	1	9
16	том что	27	9
17	если бы	2	9
18	вместе с	7	9
19	что в	19	9
20	было бы	5	8
21	и на	6	7
22	не только	19	7
23	на себя	3	7
24	что и	2	7
25	из них	3	7
26	еще не	1	6
27	в своем	9	6
28	о том	17	6
29	в нем	4	6
30	iii в	1	6
31	таким образом	10	6
32	в то	2	6
33	того чтобы	6	6
34	потому что	9	6
35	и здесь	3	6
36	в двух	1	6
37	во время	2	6
38	то что	11	6
39	в которой	11	5
40	с его	2	5
41	что он	13	5
42	так что	3	5
43	в истории	2	5
44	независимо от	1	5
45	с этим	3	5
46	отрывках из	1	5
47	для того	7	5
48	а затем	2	5
49	ни в	3	5
50	на основании	1	5
51	с тем	7	5
52	себя внимание	2	5
53	и с	4	5
54	больше чем	1	5
55	один из	1	5
56	действующих лиц	4	5
57	в качестве	5	5
58	обращает на	3	5
59	г и	1	5
60	к этому	4	5
61	по адресу	2	4
62	уже в	1	4
63	меньше всего	3	4
64	более чем	1	4
65	хотя и	4	4
66	в самом	7	4
67	что это	3	4
68	из этих	1	4
69	с их	1	4
70	это было	2	4
71	в них	2	4
72	как и	2	4
73	в этих	3	4
74	место в	1	4
75	тому что	7	4
76	не менее	3	4
77	не по	2	4
78	с и	2	4
79	это слово	3	4
80	как будто	1	4
81	как мы	1	4
82	в в	1	4
83	что у	4	4
84	можно было	1	4
85	за то	3	4
86	еще в	2	4
87	его в	2	4
88	между тем	5	4
89	в его	13	4
90	в середине	1	4
91	только в	2	4
92	до нас	1	4
93	же в	1	4
94	в начале	3	4
95	так как	2	4
96	у него	1	4
97	на этот	2	4
98	что для	1	4
99	прежде всего	5	4
100	в руках	1	4
101	в частности	4	4
102	как это	2	4
103	все же	6	4
104	и для	1	4
105	и от	1	4
106	одной из	3	4
107	точки зрения	5	4
108	речь идет	4	3
109	например в	3	3
110	в котором	7	3
111	то же	2	3
112	в их	3	3
113	той же	1	3
114	вопрос о	6	3
115	того же	2	3
116	это время	2	3
117	в ней	7	3
118	но не	3	3
119	по отношению	1	3
120	как в	3	3
121	что касается	1	3
122	но в	8	3
123	так или	1	3
124	в этой	2	3
125	как он	2	3
126	но все	7	3
127	в каждом	1	3
128	первую очередь	1	3
129	при всем	1	3
130	но если	1	3
131	ли можно	1	3
132	его современников	1	3
133	в обоих	3	3
134	не имеет	2	3
135	того как	7	3
136	же время	1	3
137	к концу	1	3
138	связи с	4	3
139	что на	3	3
140	и сам	2	3
141	в поле	1	3
142	можно сомневаться	1	3
143	то время	1	3
144	в образе	3	3
145	тех пор	1	3
146	со временем	1	3
147	ответ на	1	3
148	и их	1	3
149	мы можем	1	3
150	тем что	3	3
151	в первую	1	3
152	возможно что	1	3
153	даже не	1	3
154	или иначе	1	3
155	не было	3	3
156	о чем	5	3
157	в связи	1	3
158	в тех	2	3
159	отношению к	1	3
160	да и	1	3
161	с этой	2	3
162	все это	11	3
163	или в	1	3
164	для нас	1	3
165	а в	1	3
166	в период	2	3
167	в своей	7	3
168	ко времени	2	3
169	жизни и	1	3
170	того времени	4	3
171	по поводу	8	3
172	том числе	1	3
173	не может	2	3
174	как известно	2	2
175	и т	9	2
176	одним из	6	2
177	только потому	2	2
178	в первом	1	2
179	из его	2	2
180	мы не	1	2
181	говорить о	1	2
182	все известные	1	2
183	не вполне	1	2
184	х годов	1	2
185	в виду	7	2
186	он был	2	2
187	бы то	2	2
188	в ее	2	2
189	и другие	2	2
190	отличие от	2	2
191	тут же	1	2
192	и я	2	2
193	идет о	3	2
194	в одной	2	2
195	что именно	2	2
196	целый ряд	1	2
197	и хотя	1	2
198	за собой	1	2
199	да еще	1	2
200	с той	2	2
201	роль в	1	2
202	и если	1	2
203	что она	1	2
204	не следует	1	2
205	он не	9	2
206	и еще	1	2
207	в принципе	1	2
208	была не	2	2
209	на этом	1	2
210	то ни	2	2
211	об этом	6	2
212	связанных с	1	2
213	этом смысле	1	2
214	в это	2	2
215	к середине	1	2
216	и такая	1	2
217	в развитии	1	2
218	в один	2	2
219	всяком случае	3	2
220	представление о	1	2
221	были известны	1	2
222	в отличие	2	2
223	не в	4	2
224	спустя после	1	2
225	в конце	2	2
226	как видим	1	2
227	вовсе не	6	2
228	даже в	2	2
229	на пути	1	2
230	одна из	1	2
231	в одном	6	2
232	в какой-то	1	2
233	не является	3	2
234	в духе	2	2
235	сомневаться в	3	2
236	на это	2	2
237	и это	2	2
238	как не	1	2
239	говоря уже	1	2
240	с самого	3	2
241	так в	1	2
242	и что	6	2
243	похож на	1	2
244	в многочисленных	1	2
245	с собой	1	2
246	отрицать что	1	2
247	в построении	1	2
248	их точки	1	2
249	после того	4	2
250	в пользу	3	2
251	и во	1	2
252	и все	1	2
253	обоих случаях	1	2
254	наконец в	3	2
255	все время	1	2
256	в лице	1	2
257	с которыми	1	2
258	по содержанию	1	2
259	тот же	1	2
260	с ними	1	2
261	в какой	2	2
262	одно из	1	2
263	т п	3	2
264	не для	1	2
265	у нее	1	2
266	отношение к	1	2
267	нет и	2	2
268	со стороны	2	2
269	и к	4	2
270	до сих	6	2
271	с другой	4	2
272	а на	1	2
273	г №	1	2
274	с которым	1	2
275	что из	1	2
276	если не	2	2
277	должна была	2	2
278	так называемых	1	2
279	уже о	1	2
280	по своему	2	2
281	в изображении	1	2
282	в течение	6	2
283	в той	5	2
284	в ответ	1	2
285	как бы	5	2
286	своего времени	4	2
287	пути к	1	2
288	сих пор	5	2
289	бы в	1	2
290	еще более	4	2
291	хотя бы	3	2
292	ни было	2	2
293	не говоря	1	2
294	к его	1	2
295	из этого	1	2
296	в голову	1	2
297	во всяком	3	2
298	с кем	1	1
299	самом деле	3	1
300	мере в	2	1
301	основу сюжета	1	1
302	отношения между	1	1
303	ii и	1	1
304	как результат	1	1
305	по его	3	1
306	которыми он	1	1
307	то для	1	1
308	в и	13	1
309	сравнению с	1	1
310	для своего	2	1
311	до него	2	1
312	это что	1	1
313	память о	1	1
314	в сущности	1	1
315	в полной	2	1
316	вместо того	1	1
317	i с	1	1
318	о роли	1	1
319	в каждой	1	1
320	сюжетной ситуации	1	1
321	драмы в	1	1
322	думаю что	1	1
323	все эти	2	1
324	не был	3	1
325	нельзя недооценивать	1	1
326	в чем	1	1
327	только после	1	1
328	в создании	1	1
329	десятилетия xix	1	1
330	сомневаться что	1	1
331	при жизни	1	1
332	о смерти	1	1
333	достаточно для	2	1
334	нет не	1	1
335	в общем	3	1
336	не просто	1	1
337	из таких	2	1
338	хотя эти	1	1
339	чем же	1	1
340	если она	1	1
341	общего с	1	1
342	для оценки	1	1
343	изображению характеров	1	1
344	ему кажется	1	1
345	это был	2	1
346	в полном	3	1
347	еще больше	1	1
348	тем же	2	1
349	более или	2	1
350	гораздо более	1	1
351	следует сказать	1	1
352	с нею	3	1
353	жизни в	1	1
354	описание этого	1	1
355	в чисто	2	1
356	для которого	1	1
357	не приходится	4	1
358	представлению о	1	1
359	с сюжетом	2	1
360	нее так	1	1
361	мне не	1	1
362	представляет собой	1	1
363	сил в	1	1
364	одно время	1	1
365	всего к	1	1
366	остановиться на	1	1
367	в себе	2	1
368	о ее	1	1
369	в театральном	2	1
370	среди множества	1	1
371	к молодому	1	1
372	к участию	1	1
373	на его	2	1
374	не имеют	1	1
375	больше всего	2	1
376	богатым и	1	1
377	с традициями	1	1
378	которой не	1	1
379	ими в	1	1
380	и более	2	1
381	евгения онегина	1	1
382	не могли	2	1
383	№ в	1	1
384	его от	1	1
385	к выводу	1	1
386	в характере	1	1
387	в основу	1	1
388	кажется не	1	1
389	другой известной	1	1
390	не нравится	1	1
391	в другом	4	1
392	его не	3	1
393	а по	1	1
394	на все	1	1
395	не нашел	2	1
396	г в	5	1
397	не умеет	1	1
398	ее появления	2	1
399	действительности в	1	1
400	окажется что	1	1
401	всю свою	1	1
402	по истории	1	1
403	по себе	3	1
404	еще одно	1	1
405	но уже	1	1
406	мы располагаем	1	1
407	и уже	1	1
408	существовавшие до	1	1
409	он и	1	1
410	мы видели	1	1
411	ни с	2	1
412	с такой	1	1
413	действительно не	2	1
414	изображен как	1	1
415	выражение в	2	1
416	над его	1	1
417	не мог	3	1
418	вопроса об	1	1
419	или менее	2	1
420	в эту	3	1
421	которую он	2	1
422	во второй	1	1
423	от своего	1	1
424	ни у	3	1
425	нас не	2	1
426	мне его	1	1
427	и без	1	1
428	пор в	1	1
429	не столько	7	1
430	от его	2	1
431	значение для	1	1
432	сам же	1	1
433	нельзя было	1	1
434	права на	1	1
435	времени не	2	1
436	тем не	2	1
437	это дело	1	1
438	в трагедиях	1	1
439	всю глубину	1	1
440	том же	2	1
441	на разные	1	1
442	в устах	2	1
443	освободиться от	1	1
444	и очень	1	1
445	с точки	2	1
446	власть в	1	1
447	между действующими	1	1
448	на рубеже	3	1
449	не раз	2	1
450	но они	2	1
451	что эта	3	1
452	на два	1	1
453	у кого	1	1
454	в основе	1	1
455	что ей	1	1
456	иметь в	3	1
457	не составляют	1	1
458	однако если	1	1
459	никогда не	3	1
460	источников в	1	1
461	ничего не	4	1
462	трагедии в	4	1
463	таким путем	1	1
464	и теперь	2	1
465	из того	1	1
466	участию в	1	1
467	в области	2	1
468	возвращении в	1	1
469	в каком	2	1
470	и некоторые	1	1
471	обстоятельство что	4	1
472	в трагедии	17	1
473	нет ни	1	1
474	и вполне	1	1
475	чтобы сделать	2	1
476	отличается от	1	1
477	представлены в	1	1
478	бы он	1	1
479	они и	1	1
480	поэт не	2	1
481	отказаться от	1	1
482	многочисленных высказываниях	1	1
483	находясь в	1	1
484	лет с	1	1
485	дошедшие до	1	1
486	из трагедии	3	1
487	только при	1	1
488	полное право	2	1
489	мысль о	1	1
490	в пределах	1	1
491	путешествие в	1	1
492	разговора с	1	1
493	времени и	4	1
494	было в	1	1
495	в контексте	1	1
496	каждого из	1	1
497	как источник	1	1
498	здесь нет	1	1
499	которые он	1	1
500	о связи	1	1
501	речь как	1	1
502	вспомним с	1	1
503	дворца в	3	1
504	восходящих к	1	1
505	введенные в	1	1
506	по сравнению	1	1
507	разного рода	1	1
508	обвинение в	2	1
509	в эпоху	1	1
510	в содержании	2	1
511	выводу что	1	1
512	можно найти	1	1
513	а также	2	1
514	достаточное количество	1	1
515	зрения на	1	1
516	внимание на	4	1
517	второй половине	1	1
518	никак не	2	1
519	с театром	1	1
520	была найдена	1	1
521	одного из	1	1
522	молодой женщины	3	1
523	был сделан	1	1
524	этих двух	1	1
525	на отношения	1	1
526	но столь	1	1
527	материал для	3	1
528	в которую	2	1
529	лет спустя	1	1
530	от них	1	1
531	хотя у	1	1
532	главы евгения	1	1
533	но молодой	1	1
534	сцену из	1	1
535	но нет	1	1
536	нуждается в	1	1
537	что же	1	1
538	о н	1	1
539	сцену в	2	1
540	впрочем не	1	1
541	оказался в	1	1
542	не зная	1	1
543	к которому	1	1
544	еще несколько	1	1
545	у своего	1	1
546	как например	2	1
547	обстановку в	1	1
548	речи о	1	1
549	трагедии и	1	1
550	очень много	1	1
551	был тот	1	1
552	по мнению	1	1
553	в могилу	1	1
554	если принять	2	1
555	по этому	2	1
556	место из	2	1
557	стечению обстоятельств	1	1
558	сцене с	1	1
559	далеко от	2	1
560	внимание что	1	1
561	конечно не	1	1
562	только на	1	1
563	то и	1	1
564	отношений к	1	1
565	ни одного	3	1
566	больше не	1	1
567	действующего лица	2	1
568	их речи	1	1
569	от других	1	1
570	речь в	1	1
571	мне кажется	3	1
572	недаром в	1	1
573	не так	1	1
574	для него	4	1
575	не находит	1	1
576	в известной	1	1
577	могло бы	1	1
578	г была	2	1
579	среди которых	1	1
580	не о	1	1
581	как его	1	1
582	на меня	2	1
583	как раз	8	1
584	в дружеских	1	1
585	он почти	1	1
586	о которых	2	1
587	в очень	1	1
588	к самому	1	1
589	лет до	2	1
590	на стороне	1	1
591	были бы	1	1
592	не укладывается	1	1
593	действующим лицам	1	1
594	и даже	3	1
595	тем у	2	1
596	был способен	1	1
597	однако что	1	1
598	уже при	1	1
599	не знали	5	1
600	на чем	1	1
601	основанный на	1	1
602	а с	3	1
603	легенде о	1	1
604	говорит о	2	1
605	действующими лицами	1	1
606	такую же	1	1
607	до г	1	1
608	у нас	3	1
609	до конца	3	1
610	и самый	2	1
611	не на	2	1
612	который с	1	1
613	а не	5	1
614	другой стороны	3	1
615	спустя три	1	1
616	одну из	1	1
617	ни о	1	1
618	там где	2	1
619	самого начала	3	1
620	осенью г	2	1
621	жизнь в	1	1
622	несмотря на	2	1
623	по заказу	1	1
624	свою очередь	1	1
625	связь с	2	1
626	в творчестве	1	1
627	сделать его	1	1
628	отрывок из	2	1
629	приводит в	1	1
630	то обстоятельство	4	1
631	над ним	1	1
632	к своему	2	1
633	взаимоотношения между	2	1
634	ли ты	1	1
635	этих словах	2	1
636	такого рода	2	1
637	именно в	4	1
638	по существу	2	1
639	его появления	1	1
640	быть не	1	1
641	xix в	1	1
642	больше внимания	1	1
643	еще раз	1	1
644	переселиться в	1	1
645	судить о	1	1
646	а то	1	1
647	автор этого	1	1
648	которые были	1	1
649	о мире	2	1
650	в более	1	1
651	может служить	1	1
652	было еще	1	1
653	не похож	1	1
654	ли в	1	1
655	этого рода	1	1
656	к будущему	1	1
657	показателен для	1	1
658	в результате	2	1
659	в от	1	1
660	поэтому она	1	1
661	когда он	1	1
662	не с	1	1
663	внимания заслуживает	1	1
664	они говорят	2	1
665	не должен	2	1
666	и как	2	1
667	против того	1	1
668	будто бы	1	1
669	том чтобы	1	1
670	находим в	2	1
671	в стихах	1	1
672	а н	1	1
673	между ними	1	1
674	сказать что	2	1
675	была бы	5	1
676	в свою	1	1
677	при его	1	1
678	о себе	1	1
679	впечатлении которое	1	1
680	в последнем	1	1
681	т е	10	1
682	бы его	1	1
683	занимает в	1	1
684	около г	1	1
685	точно так	1	1
686	не дал	1	1
687	в северной	1	1
688	так же	3	1
689	как на	9	1
690	все что	1	1
691	как следствие	2	1
