N	3gram	Propp_Russ_1	Myshleni
1	с точки зрения	3	21
2	в этом случае	5	14
3	в том что	15	13
4	так же как	1	7
5	к тому что	4	6
6	по отношению к	1	5
7	в данном случае	1	5
8	вместе с тем	6	4
9	о том что	4	4
10	на то что	1	4
11	только потому что	1	3
12	состоит в том	8	3
13	в этом отношении	1	3
14	в собственном смысле	1	3
15	мы не можем	3	3
16	тем не менее	3	3
17	можно сказать что	1	3
18	по этому поводу	2	3
19	как и в	1	3
20	как мы видели	1	3
21	том что в	6	2
22	потому что он	1	2
23	на самом деле	1	2
24	в отличие от	1	2
25	в большинстве случаев	2	2
26	точно так же	1	2
27	что в этом	2	2
28	же как и	1	2
29	сделать вывод что	1	2
30	в то время	1	2
31	приводит к тому	1	2
32	не до конца	1	2
33	в свою очередь	2	2
34	к выводу что	2	2
35	друг с другом	1	2
36	приводит нас к	1	2
37	встал на путь	1	1
38	к этому же	2	1
39	ни о каких	1	1
40	что иное как	2	1
41	а следовательно и	1	1
42	сказать что в	1	1
43	в настоящей работе	1	1
44	так как в	1	1
45	подобно тому как	1	1
46	никак не может	1	1
47	как это имеет	2	1
48	самом же деле	1	1
49	том что это	1	1
50	только по отношению	1	1
51	ни одно из	2	1
52	как мы увидим	5	1
53	и по форме	1	1
54	с той только	1	1
55	можно было бы	1	1
56	верят что они	1	1
57	как мы уже	1	1
58	прямо и непосредственно	1	1
59	одном и том	1	1
60	и для них	1	1
61	только разницей что	1	1
62	и что ему	1	1
63	не только в	1	1
64	она не имеет	1	1
65	и том же	1	1
66	даже если бы	1	1
67	и в этом	1	1
68	сомнений в том	1	1
69	во всех этих	1	1
70	не только для	1	1
71	но вместе с	1	1
72	что они были	1	1
73	и состоит в	1	1
74	во всяком случае	1	1
75	только о том	1	1
76	сомнения в том	1	1
77	потому что они	1	1
78	привело к тому	2	1
79	не оставляют сомнения	1	1
80	на самом же	1	1
81	друг к другу	2	1
82	это имеет место	2	1
83	одно из этих	2	1
84	так например в	1	1
85	имеет место на	1	1
86	мы увидим ниже	2	1
87	так как этот	1	1
88	оставляют сомнения в	1	1
89	той только разницей	1	1
90	этом случае он	1	1
91	заставляет думать что	1	1
92	после того как	2	1
93	не что иное	2	1
94	но все же	2	1
95	этого слова с	1	1
96	что и в	1	1
97	же деле это	1	1
98	только тогда когда	1	1
