N	2gram	Propp_Isto_6	Vvedenie
1	и т	10	42
2	т д	8	36
3	т е	22	35
4	и в	26	32
5	в том	12	31
6	в этом	12	30
7	том что	10	26
8	может быть	11	26
9	не только	10	22
10	для того	1	21
11	того чтобы	1	20
12	таким образом	12	19
13	также и	1	18
14	то что	6	16
15	потому что	13	15
16	так как	18	15
17	не может	6	14
18	в нем	8	13
19	о том	7	13
20	со стороны	3	13
21	представляет собой	2	12
22	в его	5	12
23	того что	2	12
24	только в	5	12
25	и не	10	12
26	как на	3	12
27	как мы	4	11
28	в ее	1	11
29	ясно что	1	11
30	в данном	3	11
31	что в	12	10
32	то же	5	9
33	в истории	1	9
34	и как	2	9
35	но в	7	9
36	между тем	1	9
37	это не	4	8
38	не в	3	8
39	тем не	1	8
40	не менее	1	8
41	с другой	10	8
42	именно в	1	8
43	вопрос о	3	7
44	но не	2	7
45	все же	8	7
46	к выводу	1	7
47	было бы	2	7
48	точки зрения	1	7
49	уже и	1	7
50	можно было	2	7
51	выводу что	1	7
52	дело с	1	7
53	как нечто	1	7
54	прежде всего	4	7
55	смысле этого	1	7
56	о котором	2	7
57	и это	8	6
58	из этих	4	6
59	как он	6	6
60	его в	5	6
61	с тем	4	6
62	как и	5	6
63	вовсе не	2	6
64	в то	5	6
65	в качестве	3	6
66	тем что	5	6
67	не могут	1	6
68	о природе	1	6
69	один из	3	6
70	этот вопрос	1	6
71	и его	7	6
72	в руки	2	6
73	и даже	1	6
74	до сих	4	6
75	но и	9	6
76	а именно	9	6
77	сих пор	4	6
78	все это	1	6
79	одним из	1	5
80	мере в	1	5
81	а как	1	5
82	в целом	1	5
83	иное как	1	5
84	или вообще	2	5
85	так например	3	5
86	об этом	1	5
87	и тем	4	5
88	данном случае	3	5
89	в них	3	5
90	но если	1	5
91	в которых	2	5
92	сказать что	3	5
93	могут быть	3	5
94	д но	1	5
95	так что	3	5
96	уже в	1	5
97	не есть	2	5
98	что не	2	5
99	на этот	1	5
100	а не	2	5
101	как бы	4	5
102	другой стороны	8	5
103	есть и	4	5
104	вместе с	8	5
105	связана с	3	4
106	и то	3	4
107	как это	5	4
108	мы имеем	14	4
109	что иное	2	4
110	по отношению	2	4
111	не просто	1	4
112	независимо от	3	4
113	как уже	1	4
114	от этого	3	4
115	уже не	7	4
116	так или	1	4
117	в себе	3	4
118	этот процесс	1	4
119	в своей	3	4
120	в котором	1	4
121	как о	1	4
122	не имеет	2	4
123	только с	1	4
124	здесь нет	2	4
125	это только	1	4
126	на вопрос	1	4
127	и что	5	4
128	как она	1	4
129	еще не	9	4
130	что он	9	4
131	и ее	3	4
132	с одной	7	4
133	в виде	6	4
134	одно из	1	4
135	всяком случае	2	4
136	в особенности	1	4
137	одной стороны	7	4
138	или иначе	1	4
139	по мере	1	4
140	еще и	1	4
141	е в	2	4
142	о чем	2	4
143	видит в	1	4
144	с этой	2	4
145	этом случае	6	4
146	и для	1	4
147	только что	2	4
148	а в	3	4
149	не что	1	4
150	отношению к	2	4
151	во всяком	2	4
152	и есть	1	3
153	не вполне	2	3
154	то это	5	3
155	и на	12	3
156	своего рода	2	3
157	стороны и	2	3
158	однако не	1	3
159	хотя и	1	3
160	и к	1	3
161	за собой	5	3
162	что это	2	3
163	все эти	8	3
164	в этой	2	3
165	что она	3	3
166	при этом	3	3
167	если бы	3	3
168	не как	1	3
169	вообще не	3	3
170	свое время	1	3
171	на этом	1	3
172	на этой	2	3
173	в свое	2	3
174	в прямом	1	3
175	мы видели	11	3
176	чем в	1	3
177	в этих	2	3
178	и вот	3	3
179	есть еще	2	3
180	однако в	2	3
181	как будто	3	3
182	в области	1	3
183	но все	2	3
184	себе что	1	3
185	должен быть	1	3
186	в ней	5	3
187	на том	8	3
188	прямом смысле	1	3
189	вот почему	3	3
190	язык и	1	3
191	можно сказать	2	3
192	а также	4	3
193	что с	1	3
194	или как	2	3
195	к нему	1	3
196	одной из	1	3
197	что даже	1	3
198	может оказаться	1	3
199	при помощи	3	3
200	и других	3	3
201	в одном	3	3
202	что и	4	3
203	отношение к	1	3
204	может служить	1	3
205	но что	1	3
206	в очень	4	3
207	именно как	1	3
208	зависит от	4	3
209	так называемых	1	3
210	так же	2	3
211	что же	2	3
212	в своем	2	3
213	но с	1	3
214	к тому	2	3
215	греции и	1	3
216	к этому	3	3
217	в частности	3	3
218	вряд ли	1	2
219	как говорят	1	2
220	же как	3	2
