N	4gram	Propp_Isto_6	Myshleni
1	в то время как	3	5
2	и в меньшей мере	1	2
3	в том смысле что	1	2
4	есть не что иное	1	1
5	в том числе и	1	1
6	точно так же как	1	1
7	состоят в том что	1	1
8	не что иное как	1	1
9	и не может быть	1	1
10	образом мы можем установить	1	1
11	с этой точки зрения	1	1
12	мы можем установить что	2	1
13	это не значит что	1	1
14	но вместе с тем	1	1
15	до сих пор мы	2	1
16	таким образом мы можем	1	1
17	на первый план выдвигается	1	1
18	так же как и	1	1
19	иначе обстоит дело с	1	1
