1	не может быть	3	4
2	что иное как	2	2
3	не что иное	2	2
4	но так как	1	2
5	в том что	18	2
6	с одной стороны	2	2
7	в данном случае	6	2
8	с другой стороны	1	2
9	и в некоторых	2	1
10	то что в	1	1
11	в одном ряду	1	1
12	все то что	1	1
13	и связанных с	1	1
14	в виду что	1	1
15	в отличие от	3	1
16	входит в нашу	1	1
17	тем не менее	2	1
18	может быть и	1	1
19	в тех случаях	1	1
20	том что в	1	1
21	не входит в	1	1
22	можно было бы	1	1
23	на эту связь	1	1
24	для того чтобы	6	1
25	в течение всего	1	1
26	в этом отношении	1	1
27	состоит в том	13	1
28	в другом месте	1	1
29	более или менее	1	1
30	эта связь с	1	1
31	ничего общего не	1	1
32	но далеко не	1	1
33	может быть не	1	1
34	так же как	4	1
35	в нашу задачу	1	1
36	подобно тому как	3	1
37	с одним из	1	1
38	мы не можем	2	1
39	общего не имеет	1	1
40	на то что	1	1
41	между тем как	1	1
42	как и в	1	1
43	не только на	1	1
44	иметь в виду	1	1
45	тех случаях когда	1	1
46	но может быть	1	1
