N	3gram	Losev_Vlad_1	Problemy
1	в этом смысле	4	10
2	то же время	4	9
3	в то же	4	9
4	в том что	7	6
5	и в этом	1	5
6	в одной плоскости	1	5
7	но в то	1	5
8	в конце концов	3	5
9	том что он	2	4
10	не может быть	3	4
11	как раз и	2	3
12	потому что она	1	3
13	одной плоскости с	1	3
14	в этом отношении	1	3
15	во всяком случае	2	3
16	с другой стороны	3	3
17	в самом деле	1	2
18	и не может	1	2
19	и в то	2	2
20	бы то ни	1	2
21	только то что	1	2
22	но это не	1	2
23	не только в	2	2
24	которая как раз	1	1
25	необходимо заметить что	1	1
26	а следовательно и	1	1
27	не для самого	1	1
28	дело в том	4	1
29	в свою очередь	1	1
30	так как в	1	1
31	же время и	1	1
32	нам кажется что	1	1
33	что же касается	4	1
34	в нем мы	1	1
35	но он не	1	1
36	несмотря на свою	1	1
37	как мы уже	3	1
38	кроме того и	1	1
39	от нее в	1	1
40	раз и навсегда	1	1
41	так и в	1	1
42	но у него	1	1
43	и в частности	2	1
44	в результате такого	1	1
45	уже не было	1	1
46	то время как	1	1
47	для своего времени	2	1
48	и что в	1	1
49	то что для	1	1
50	в этом не	1	1
51	не потому что	1	1
52	то ни было	1	1
53	в обычном смысле	1	1
54	притом не только	1	1
55	что он сам	1	1
56	другом месте и	1	1
57	но только в	1	1
58	до настоящего времени	1	1
59	для него только	1	1
60	о нем в	1	1
61	не в одном	1	1
62	о том что	7	1
63	а в том	1	1
64	у него уже	1	1
65	более или менее	3	1
66	заключается в том	1	1
67	в то время	2	1
68	это и есть	1	1
69	этом смысле его	1	1
70	у него есть	1	1
71	здесь мы должны	1	1
72	и никогда не	1	1
73	не только не	1	1
74	у него в	1	1
75	можно сказать что	2	1
76	в настоящее время	1	1
77	как и сам	1	1
78	в конце своей	1	1
79	уже не только	1	1
80	к тому что	1	1
81	он в конце	1	1
82	для того чтобы	2	1
83	которую он и	1	1
84	что и в	2	1
85	он не только	2	1
86	и только в	1	1
87	и т д	2	1
