N	2gram	Potebnia_M_4	KulturaY
1	и т	7	39
2	потому что	33	25
3	т п	4	24
4	и в	23	23
5	не только	10	20
6	в том	23	19
7	в этом	23	18
8	и не	18	16
9	было бы	8	15
10	так как	14	15
11	может быть	26	15
12	ни к	2	15
13	т д	3	14
14	точки зрения	4	14
15	все эти	3	12
16	если бы	13	12
17	у нас	2	12
18	в самом	3	12
19	но в	8	11
20	том что	12	11
21	того чтобы	4	11
22	в области	2	11
23	по себе	11	10
24	в языке	16	10
25	а не	12	10
26	что в	17	10
27	самом деле	3	9
28	вопрос о	2	9
29	в сущности	2	9
30	хотя бы	4	9
31	то что	29	9
32	можно было	2	9
33	вовсе не	7	9
34	для того	6	9
35	не может	11	9
36	только потому	4	8
37	с точки	3	8
38	не в	11	8
39	языка и	3	8
40	и что	7	8
41	в качестве	1	8
42	уже не	3	8
43	прежде всего	1	8
44	с другой	2	8
45	что это	7	7
46	все же	1	7
47	в нашем	2	7
48	в силу	7	7
49	и с	4	7
50	не менее	5	7
51	но и	11	7
52	другой стороны	1	7
53	то же	14	6
54	и на	3	6
55	но не	1	6
56	в этой	1	6
57	слово это	1	6
58	да и	4	6
59	это не	7	6
60	тем не	4	6
61	по крайней	5	6
62	ту же	3	6
63	между тем	9	6
64	крайней мере	5	6
65	этот вопрос	3	6
66	слова в	3	6
67	что не	6	6
68	что мы	10	6
69	в речи	3	6
70	и то	5	5
71	мы имеем	4	5
72	я не	2	5
73	зависимости от	1	5
74	еще не	3	5
75	не следует	2	5
76	должна быть	1	5
77	что все	4	5
78	об этом	2	5
79	лишь в	3	5
80	и тем	4	5
81	и здесь	2	5
82	не могут	2	5
83	ясно что	1	5
84	в его	5	5
85	один из	2	5
86	тот же	2	5
87	что он	4	5
88	только в	15	5
89	всяком случае	3	5
90	само по	5	5
91	там где	3	5
92	вместе с	6	5
93	как это	1	5
94	что же	5	5
95	этого слова	7	5
96	слова и	5	5
97	все это	5	5
98	таким образом	24	5
99	во всяком	5	5
100	вряд ли	1	4
101	говорить о	5	4
102	что я	11	4
103	в данном	4	4
104	со стороны	3	4
105	однако не	1	4
106	перед нами	1	4
107	хотя и	5	4
108	бы и	5	4
109	если мы	2	4
110	на то	7	4
111	в нем	7	4
112	так и	6	4
113	но все	1	4
114	должно быть	5	4
115	свою речь	1	4
116	своего рода	1	4
117	в то	4	4
118	на себе	3	4
119	не имеет	5	4
120	ничего не	1	4
121	что на	2	4
122	к тому	3	4
123	и о	4	4
124	в пределах	1	4
125	от того	4	4
126	или в	1	4
127	могут быть	7	4
128	можно сказать	4	4
129	это слово	4	4
130	для нас	14	4
131	в нашей	1	4
132	в них	3	4
133	в каком	4	4
134	не было	12	4
135	в связи	1	4
136	как бы	5	4
137	сказать что	8	4
138	была бы	1	4
139	так же	4	4
140	в сфере	1	3
141	того же	1	3
142	что слово	10	3
143	в первый	2	3
144	что можно	1	3
145	как не	1	3
146	меньшей степени	1	3
147	не все	1	3
148	как в	7	3
149	с этим	7	3
150	так в	3	3
151	то и	4	3
152	главным образом	1	3
153	он не	2	3
154	и по	3	3
155	на этом	1	3
156	что она	2	3
157	еще одно	1	3
158	чем в	2	3
159	если и	2	3
160	что такое	7	3
161	в которые	1	3
162	то для	1	3
163	в таких	2	3
164	в процессе	3	3
165	слова не	3	3
166	казалось бы	1	3
167	слова как	1	3
168	же время	3	3
169	и его	2	3
170	связи с	3	3
171	следует что	1	3
172	языка в	2	3
173	как мы	2	3
174	в виду	3	3
175	в ней	2	3
176	а в	5	3
177	те же	3	3
178	а также	1	3
179	что и	7	3
180	в форме	1	3
181	того что	14	3
182	есть в	5	3
183	уже в	5	3
184	стороны говорящего	1	3
185	же в	1	3
186	у него	1	3
187	тем что	10	3
188	указание на	1	3
189	или иначе	2	3
190	именно в	3	3
191	а главное	1	3
192	из которых	2	3
