N	3gram	Voloshinov_1	Myslijsy
1	во всяком случае	3	7
2	в том что	1	7
3	и того же	1	6
4	одного и того	1	6
5	по крайней мере	3	5
6	подобно тому как	1	4
7	до сих пор	3	4
8	в том смысле	1	4
9	с одной стороны	1	3
10	не могут быть	2	3
11	мы не можем	1	3
12	и может быть	2	2
13	на самом деле	4	2
14	есть прежде всего	1	2
15	нам кажется что	2	2
16	если б не	1	2
17	для того чтобы	1	2
18	в сознание и	2	2
19	так и в	1	2
20	не может быть	3	2
21	с самого начала	4	2
22	в этом смысле	3	2
23	если бы он	1	1
24	и связанные с	1	1
25	без всякого участия	1	1
26	прежде всего на	1	1
27	дело в том	1	1
28	но даже и	1	1
29	должен искать в	1	1
30	что если б	1	1
31	может быть только	1	1
32	на две группы	2	1
33	ни в ком	1	1
34	с теми которые	1	1
35	друг на друга	2	1
36	бы то ни	1	1
37	и др и	1	1
38	в сознание или	1	1
39	со всех сторон	1	1
40	с этой точки	1	1
41	вместе с тем	1	1
42	только для того	1	1
43	во время сна	1	1
44	то ни было	1	1
45	что есть в	1	1
46	все что есть	1	1
47	рождается вместе с	1	1
48	только в одном	1	1
49	в применении к	1	1
50	по сравнению с	3	1
51	не имеет места	1	1
52	в связи с	1	1
53	мы считаем нужным	1	1
54	на вопрос о	1	1
55	то что я	1	1
56	в переводе на	2	1
57	который до сих	1	1
58	о том что	2	1
59	мы можем сказать	2	1
60	мы знаем что	1	1
61	в большинстве случаев	3	1
62	только как часть	1	1
63	во многих случаях	1	1
64	и в этом	2	1
65	в душе человека	1	1
66	обратим внимание на	1	1
