N	2gram	Bakhtin_Fr_1	Tvorches
1	и в	65	20
2	в году	6	16
3	в романе	2	15
4	не только	10	13
5	никогда не	6	11
6	как бы	22	11
7	в то	1	10
8	в его	9	10
9	и его	10	9
10	и не	22	9
11	при этом	6	8
12	и с	3	8
13	в том	16	8
14	может быть	6	8
15	в этом	15	8
16	прежде всего	11	8
17	но и	10	8
18	то же	1	7
19	это не	3	7
20	представление о	1	7
21	же время	1	7
22	наряду с	2	7
23	потому что	5	7
24	не может	3	7
25	xix века	5	7
26	что в	3	7
27	в целом	2	6
28	как и	5	6
29	в своей	5	6
30	что он	3	6
31	так и	10	6
32	в конце	1	6
33	у него	1	6
34	именно в	1	6
35	а не	1	6
36	в основном	2	6
37	все это	9	6
38	например в	2	5
39	еще не	6	5
40	и на	11	5
41	но не	2	5
42	все же	6	5
43	в этой	4	5
44	и сам	1	5
45	то есть	45	5
46	о том	2	5
47	и даже	8	5
48	но это	3	5
49	мы не	1	4
50	все эти	10	4
51	как в	5	4
52	хотя и	2	4
53	но в	14	4
54	не в	4	4
55	в дальнейшем	8	4
56	на его	2	4
57	об этом	1	4
58	на стороне	1	4
59	тем самым	1	4
60	ничего не	3	4
61	по нашему	1	4
62	в духе	8	4
63	в известной	3	4
64	в чем	2	4
65	мы видим	2	4
66	нашему мнению	1	4
67	и потому	10	4
68	и от	2	4
69	том что	6	4
70	но у	2	4
71	одним из	2	3
72	человека и	1	3
73	по отношению	1	3
74	это был	1	3
75	это определение	2	3
76	в письмах	1	3
77	отношению к	1	3
78	в себе	3	3
79	в нем	13	3
80	он не	2	3
81	так например	2	3
82	человека в	1	3
83	а затем	2	3
84	традиции и	1	3
85	его в	7	3
86	но уже	1	3
87	в самом	4	3
88	в их	4	3
89	место в	1	3
90	в которых	1	3
91	своего рода	1	3
92	тем что	1	3
93	одна из	1	3
94	и это	2	3
95	с ним	3	3
96	до сих	4	3
97	между тем	5	3
98	этот вопрос	2	3
99	уже не	3	3
100	в начале	1	3
101	для него	5	3
102	в современном	1	3
103	так как	6	3
104	то что	3	3
105	и др	24	3
106	что не	2	3
107	превращается в	5	3
108	в свете	2	3
109	xx века	1	3
110	характера и	1	3
111	в область	1	3
112	сих пор	4	3
113	нет ничего	3	3
114	один из	1	3
115	ранних стадиях	1	3
