N	3gram	Voloshinov_1	FransuaR
1	то же время	3	9
2	в то же	3	9
3	прежде всего в	1	4
4	в том числе	2	4
5	как мы видели	1	4
6	в конце концов	3	4
7	в свою очередь	2	3
8	как мы видим	1	3
9	с точки зрения	20	3
10	но в то	2	3
11	так и в	1	3
12	в том что	3	3
13	а следовательно и	1	2
14	по отношению к	2	2
15	более или менее	1	2
16	в этом отношении	3	2
17	в большинстве случаев	3	2
18	том числе и	2	2
19	можно было бы	2	2
20	почти ничего не	1	2
21	в значительной степени	1	2
22	таким образом и	1	2
23	в его целом	1	2
24	оно ни было	2	2
25	того как он	1	2
26	и в сущности	1	1
27	до наших дней	1	1
28	в той форме	1	1
29	в чем же	2	1
30	в этой главе	1	1
31	и для самого	1	1
32	на самом деле	1	1
33	есть прежде всего	1	1
34	то же самое	3	1
35	с этим не	1	1
36	мы уже знаем	1	1
37	на первый план	2	1
38	является одним из	2	1
39	но и в	1	1
40	рядом с ней	1	1
41	на самом же	2	1
42	он может стать	1	1
43	по аналогии с	1	1
44	с тем что	1	1
45	именно в его	1	1
46	на этот вопрос	3	1
47	со всех сторон	2	1
48	нет места для	1	1
49	в применении к	1	1
50	как мы сказали	1	1
51	не только в	1	1
52	нужно прибавить что	1	1
53	и во всяком	1	1
54	мы говорили о	2	1
55	в связи с	7	1
56	хлеб и вино	1	1
57	все эти формы	1	1
58	по ту сторону	1	1
59	в достаточной степени	2	1
60	таким образом в	1	1
61	а не наоборот	2	1
62	во всяком случае	2	1
63	как и все	2	1
64	это и есть	2	1
65	в первом случае	3	1
66	и т.п в	3	1
67	рядом с этим	1	1
68	но в одном	1	1
69	ничего общего с	2	1
70	яркое выражение в	1	1
71	как и во	1	1
72	с самого начала	4	1
73	и в самом	1	1
74	как мы уже	1	1
75	выходит за пределы	1	1
76	и прежде всего	2	1
77	самом же деле	2	1
78	находит свое выражение	1	1
79	друг от друга	1	1
80	что в каждом	1	1
81	в этом смысле	2	1
82	в другом случае	1	1
83	друг за другом	1	1
84	тем что в	1	1
85	в последнем счете	1	1
86	и в другом	1	1
