N	2gram	Medvedev_V_1	Dialekti
1	т е	18	48
2	и не	19	27
3	а не	7	26
4	точки зрения	3	25
5	и т	23	24
6	и в	26	24
7	значит что	2	24
8	это значит	1	24
9	не только	25	23
10	т д	14	23
11	что такое	2	21
12	по себе	2	20
13	не может	17	19
14	и есть	5	16
15	и что	1	15
16	что все	3	14
17	то что	6	14
18	в таком	1	14
19	таким образом	31	13
20	что он	4	13
21	вовсе не	3	13
22	может быть	22	13
23	и даже	2	13
24	того что	3	12
25	есть и	1	12
26	не менее	2	11
27	не имеет	1	11
28	таком случае	1	10
29	отнюдь не	3	10
30	только не	2	10
31	то это	2	9
32	что она	2	9
33	ни в	1	9
34	но и	10	9
35	нет ничего	1	9
36	в этом	26	8
37	и как	3	8
38	отличается от	2	8
39	в виде	1	8
40	прежде всего	13	8
41	что мы	2	8
42	том что	8	8
43	если же	1	8
44	это и	6	7
45	в самом	4	7
46	как и	7	7
47	нет никакого	1	7
48	никогда не	4	7
49	как раз	3	7
50	потому что	1	7
51	что оно	3	7
52	в виду	4	7
53	только на	1	7
54	но что	1	7
55	даже и	3	7
56	в особенности	2	7
57	что в	10	7
58	самом деле	1	6
59	то же	10	6
60	об этом	9	6
61	утверждать что	4	6
62	если бы	3	6
63	что и	3	6
64	о том	10	6
65	даже не	2	6
66	и все	1	6
67	все это	10	6
68	кроме того	1	6
69	от всего	1	6
70	есть то	1	6
71	сам по	1	5
72	вопрос о	1	5
73	что его	2	5
74	хотя и	2	5
75	и к	3	5
76	сущности и	1	5
77	он не	2	5
78	по крайней	2	5
79	одно и	1	5
80	так и	5	5
81	было бы	7	5
82	в них	4	5
83	в том	15	5
84	можно ли	2	5
85	в то	6	5
86	тогда когда	2	5
87	и его	6	5
88	только в	7	5
89	уже не	1	5
90	крайней мере	2	5
91	как же	1	5
92	что не	3	5
93	что для	3	5
94	как это	12	5
95	с этой	1	5
96	но это	1	5
97	не отличается	1	5
98	личности и	1	5
99	жизни и	3	5
100	как на	3	5
101	и то	1	4
102	время как	1	4
