N	2gram	Vinokur_Ku_1	Vladivir
1	вл соловьева	1	152
2	и в	24	30
3	в году	1	24
4	в этом	14	20
5	то что	9	20
6	и не	12	18
7	в том	30	18
8	и с	5	14
9	соловьева к	1	14
10	же с	1	13
11	что он	6	13
12	в конце	1	13
13	не только	10	12
14	том что	21	12
15	что в	17	12
16	как мы	1	11
17	в его	12	11
18	а в	5	11
19	сказать что	1	11
20	а также	1	10
21	не было	3	10
22	и даже	3	10
23	все же	12	9
24	кроме того	1	9
25	было бы	15	9
26	не в	11	9
27	в то	2	9
28	не может	7	9
29	для него	1	9
30	потому что	23	9
31	в своем	3	8
32	но в	2	8
33	что же	6	8
34	не мог	2	8
35	связи с	7	8
36	в письме	1	8
37	но и	6	8
38	в связи	3	8
39	вместе с	7	8
40	до конца	2	7
41	ни в	2	7
42	точки зрения	14	7
43	никогда не	2	7
44	не менее	7	7
45	т i	1	7
46	в эти	1	7
47	может быть	13	7
48	а не	8	7
49	как это	3	7
50	между прочим	2	7
51	для нас	2	7
52	и все	2	7
53	также и	2	6
54	хотя и	3	6
55	в себе	3	6
56	об этом	1	6
57	в москве	2	6
58	тем не	4	6
59	и его	5	6
60	у нас	10	6
61	только в	11	6
62	всяком случае	5	6
63	а именно	2	6
64	еще и	5	6
65	прежде всего	9	6
66	о чем	2	6
67	к этому	1	6
68	жизни и	1	6
69	во всяком	5	6
70	того же	4	5
71	и то	3	5
72	с этим	4	5
73	все эти	6	5
74	при этом	6	5
75	же касается	4	5
76	как и	2	5
77	в своей	2	5
78	в котором	3	5
79	по себе	2	5
80	так как	9	5
81	для себя	1	5
82	в дальнейшем	1	5
83	так и	7	5
84	с ним	5	5
85	и что	5	5
86	того что	9	5
87	тот же	2	5
88	так что	4	5
89	но что	1	5
90	как бы	7	5
91	в основном	1	5
92	о его	1	5
93	все это	6	5
94	в результате	5	5
95	то же	8	4
96	той же	3	4
97	я не	2	4
98	то это	3	4
99	и он	3	4
100	в ней	6	4
101	и на	4	4
102	время в	1	4
103	что его	2	4
104	с его	4	4
105	совсем не	1	4
106	отношение к	1	4
107	в которой	6	4
108	что это	5	4
109	в целом	4	4
110	в этой	3	4
111	и если	3	4
112	на его	3	4
113	в нем	4	4
114	он не	2	4
115	его в	1	4
116	это было	2	4
117	и мы	2	4
118	несмотря на	3	4
119	мы с	1	4
120	в этих	4	4
121	разного рода	1	4
122	по крайней	5	4
123	вот что	1	4
124	не есть	4	4
125	здесь не	3	4
126	можно сказать	3	4
127	о том	9	4
128	с которыми	1	4
129	конечно не	2	4
130	вовсе не	10	4
131	крайней мере	5	4
132	со стороны	4	4
133	именно в	6	4
134	после смерти	1	4
135	так же	4	4
136	в это	2	4
137	с этой	2	4
138	но это	1	4
139	в начале	1	4
140	письме к	1	4
141	на этот	2	4
142	это время	1	4
143	можно говорить	2	3
144	поездка в	1	3
145	и больше	1	3
146	говоря о	1	3
147	едва ли	1	3
148	и вот	1	3
149	именно к	1	3
150	что можно	2	3
151	быть в	2	3
152	во всех	1	3
153	но не	5	3
154	не то	1	3
155	отличие от	1	3
156	как в	4	3
157	что касается	2	3
158	и как	2	3
159	более или	3	3
160	так или	2	3
161	из этих	4	3
162	учение о	4	3
163	всех этих	1	3
164	таким образом	12	3
165	в них	7	3
166	должно быть	3	3
167	или менее	3	3
168	в следующем	1	3
169	с точки	9	3
170	не столько	2	3
171	в отличие	1	3
172	что я	2	3
173	но он	1	3
174	в россии	1	3
175	том же	2	3
176	а а	3	3
177	к такому	1	3
178	только и	3	3
179	же время	2	3
180	учения о	1	3
181	в области	7	3
182	он называет	1	3
183	когда мы	2	3
184	где он	1	3
185	вот и	1	3
186	никак не	2	3
187	что и	4	3
188	уже не	8	3
189	я в	1	3
190	уже в	3	3
191	а это	3	3
192	на этих	1	3
193	этот раз	1	3
194	даже и	3	3
195	или иначе	2	3
196	дело в	1	3
197	не говоря	2	3
198	под влиянием	3	3
199	нет ничего	1	3
200	вышла в	1	3
201	в данном	4	3
202	духовного развития	1	3
203	да и	1	3
204	по существу	4	3
205	своей жизни	1	3
206	и для	2	3
207	уже на	2	3
208	еще более	1	3
209	тем более	2	3
210	хотя бы	10	3
211	но вот	2	3
212	в свою	3	3
213	в таком	3	3
214	точно так	1	3
215	я и	1	2
216	также что	1	2
217	увидим ниже	1	2
218	не имел	1	2
219	но тем	1	2
220	и есть	2	2
221	очень много	2	2
222	из его	1	2
223	что эти	4	2
224	его не	1	2
225	жизни по	1	2
226	что если	2	2
227	есть нечто	1	2
228	который был	1	2
229	как я	2	2
230	языке в	1	2
231	не был	1	2
232	по своему	1	2
233	только тогда	3	2
234	в общем	3	2
235	себе и	2	2
236	как к	1	2
237	году но	1	2
238	но кроме	1	2
239	из письма	2	2
240	в самом	10	2
241	еще один	2	2
242	во многих	2	2
243	как он	1	2
244	на то	4	2
245	мысли и	1	2
246	же это	1	2
247	том чтобы	8	2
248	и сам	1	2
249	и по	1	2
250	на этом	1	2
251	но дело	1	2
252	но все	2	2
253	это значит	1	2
254	и может	3	2
255	на все	1	2
256	заключается в	2	2
257	отчет в	1	2
258	это не	7	2
259	и представить	1	2
260	этого не	2	2
261	с тем	5	2
262	мы видели	1	2
263	нисколько не	3	2
264	народа и	1	2
265	на первый	1	2
266	и при	2	2
267	в их	3	2
268	к той	1	2
269	однако в	1	2
270	даже в	3	2
271	а вот	1	2
272	раз и	1	2
273	иной раз	2	2
274	некоторого рода	1	2
275	не имеет	2	2
276	тогда когда	6	2
277	правда в	1	2
278	того как	4	2
279	и притом	1	2
280	в самых	1	2
281	само по	1	2
282	того чтобы	17	2
283	казалось бы	3	2
284	всего на	1	2
285	в русском	4	2
286	меня и	3	2
287	уже и	3	2
288	как будто	1	2
289	которое в	2	2
290	относиться к	1	2
291	ему все	1	2
292	к тому	5	2
293	будто бы	1	2
294	в настоящее	1	2
295	вы не	1	2
296	можно и	1	2
297	в виду	5	2
298	свою очередь	3	2
299	говоря уже	1	2
300	без всякого	1	2
301	письмо вл	1	2
302	разумеется что	2	2
303	ничего не	2	2
304	со своей	1	2
305	о нем	2	2
306	настоящее время	1	2
307	после того	1	2
308	в чем	1	2
309	в сущности	3	2
310	и во	1	2
311	нас в	1	2
312	и всякая	1	2
313	в теории	1	2
314	в каких	1	2
315	нужно понимать	1	2
316	себя в	1	2
317	терминологии в	1	2
318	а то	2	2
319	его и	1	2
320	себе в	3	2
321	в новом	1	2
322	мы находим	1	2
323	но уже	5	2
324	для того	16	2
325	себе представить	1	2
326	здесь в	1	2
327	во второй	1	2
328	что не	5	2
329	что для	1	2
330	был в	2	2
331	не на	4	2
332	на эту	2	2
333	своем месте	1	2
334	если не	3	2
335	в частности	4	2
336	здесь можно	1	2
337	эта идея	1	2
338	к его	1	2
339	и потому	4	2
340	наряду с	1	2
341	в той	5	2
342	мы сказали	1	2
343	является как	1	2
344	можно было	6	2
345	я очень	1	2
346	в более	2	2
347	и от	1	2
348	в двух	1	2
349	собственно говоря	1	2
350	у достоевского	1	2
351	я хотел	1	2
352	чувствовал себя	1	2
353	же в	4	2
354	жизни в	1	2
355	сколько угодно	1	2
356	есть и	1	2
357	же и	2	2
358	в своих	1	2
359	гораздо более	3	2
360	также было	1	1
361	общих и	1	1
362	смысле слова	1	1
363	если б	2	1
364	и т	33	1
365	надеюсь вы	1	1
366	одним из	2	1
367	например в	5	1
368	в тех	4	1
369	а из	1	1
370	тех же	1	1
371	мере в	6	1
372	своей первой	1	1
373	отношений в	1	1
374	по преимуществу	2	1
375	грехах и	1	1
376	собственном смысле	1	1
377	действительности и	1	1
378	с таким	1	1
379	поэзии и	1	1
380	есть не	1	1
381	народного просвещения	1	1
382	как единство	1	1
383	ответить на	1	1
384	из своих	1	1
385	представлением о	1	1
386	говорить о	1	1
387	что иное	1	1
388	представление о	3	1
389	но даже	1	1
390	думаю что	2	1
391	в которых	6	1
392	критически к	1	1
393	иное как	2	1
394	ответа на	1	1
395	а м	1	1
396	истории в	1	1
397	чуть ли	2	1
398	за него	1	1
399	заключается не	1	1
400	самом деле	9	1
401	все больше	1	1
402	но тогда	1	1
403	то он	1	1
404	но как	1	1
405	а только	8	1
406	нельзя понимать	1	1
407	не все	2	1
408	если в	2	1
409	менее всего	1	1
410	а через	1	1
411	что так	3	1
412	не просто	5	1
413	такая фраза	1	1
414	бы что	1	1
415	до наших	1	1
416	что они	4	1
417	меньше всего	2	1
418	как говорит	1	1
419	всего от	1	1
420	общего с	1	1
421	что именно	1	1
422	так называемая	2	1
423	только об	1	1
424	в среду	1	1
425	что нет	1	1
426	когда он	3	1
427	целый ряд	5	1
