N	2gram	Nazirov_Tv_1	Vladivir
1	и в	21	30
2	в году	7	24
3	в этом	6	20
4	то что	8	20
5	у него	7	19
6	и не	7	18
7	в том	7	18
8	и с	3	14
9	же с	2	13
10	что он	6	13
11	в конце	1	13
12	не только	7	12
13	том что	11	12
14	там же	3	12
15	что в	12	12
16	в его	13	11
17	а в	6	11
18	сказать что	2	11
19	не было	1	10
20	в с	2	10
21	и даже	3	10
22	все же	5	9
23	кроме того	1	9
24	было бы	1	9
25	не в	2	9
26	в то	15	9
27	не может	4	9
28	для него	6	9
29	м с	5	9
30	потому что	5	9
31	в своем	4	8
32	но в	7	8
33	что же	1	8
34	н в	1	8
35	не мог	2	8
36	связи с	1	8
37	но и	3	8
38	в связи	1	8
39	вместе с	2	8
40	до конца	2	7
41	то есть	12	7
42	ни в	1	7
43	никогда не	3	7
44	не менее	6	7
45	в л	1	7
46	в эти	1	7
47	может быть	5	7
48	а не	5	7
49	как это	1	7
50	между прочим	1	7
51	и все	6	7
52	также и	1	6
53	он был	1	6
54	хотя и	3	6
55	и к	1	6
56	в себе	2	6
57	об этом	2	6
58	тем не	2	6
59	и его	6	6
60	у нас	1	6
61	только в	5	6
62	прежде всего	4	6
63	о чем	1	6
64	к этому	2	6
65	жизни и	3	6
66	того же	2	5
67	№ с	2	5
68	и я	1	5
69	с этим	1	5
70	то в	2	5
71	все эти	1	5
72	при этом	7	5
73	же касается	1	5
74	как и	12	5
75	в своей	4	5
76	в котором	6	5
77	по себе	1	5
78	так как	3	5
79	в дальнейшем	3	5
80	это мы	1	5
81	так и	2	5
82	с ним	3	5
83	и что	1	5
84	того что	3	5
85	тот же	2	5
86	так что	2	5
87	но что	1	5
88	как бы	17	5
89	в основном	4	5
90	о его	1	5
91	все это	10	5
92	то же	13	4
93	той же	3	4
94	я не	3	4
95	то это	1	4
96	и он	2	4
97	в ней	2	4
98	и на	7	4
99	время в	3	4
100	что его	2	4
101	с его	11	4
102	совсем не	1	4
103	в которой	3	4
104	что это	1	4
105	в целом	4	4
106	в этой	5	4
107	и если	1	4
108	на его	3	4
109	в нем	3	4
110	он не	8	4
111	его в	1	4
112	это было	1	4
113	эти годы	1	4
114	мы знаем	1	4
115	в этих	2	4
116	по крайней	2	4
117	мы должны	1	4
118	в москву	1	4
119	вот что	1	4
120	не есть	1	4
121	и о	1	4
122	м м	11	4
123	можно сказать	2	4
124	о том	6	4
125	вовсе не	5	4
126	крайней мере	2	4
127	именно в	2	4
128	так же	3	4
129	с этой	1	4
130	но это	5	4
131	и наконец	2	4
132	на этот	1	4
133	ко всему	1	4
134	него в	1	4
135	это время	2	4
136	нам кажется	1	3
137	был и	1	3
138	и вот	1	3
139	что можно	1	3
140	во всех	1	3
141	но не	3	3
142	не то	2	3
143	отличие от	2	3
144	как в	8	3
145	и как	4	3
146	поскольку в	1	3
147	учение о	1	3
148	им в	1	3
149	всех этих	1	3
150	таким образом	5	3
151	должен был	1	3
152	в них	1	3
153	в отношении	1	3
154	не столько	2	3
155	в отличие	2	3
156	что я	3	3
157	т ii	2	3
158	но он	2	3
159	в россии	3	3
160	том же	1	3
161	вплоть до	1	3
162	же время	12	3
163	учения о	1	3
164	к ней	2	3
165	в области	1	3
166	он и	1	3
167	сравнительно с	1	3
168	где он	2	3
169	и это	1	3
170	никак не	1	3
171	что и	2	3
172	уже не	3	3
173	я в	1	3
174	уже в	3	3
175	в виде	3	3
176	а это	1	3
177	на этих	1	3
178	здесь мы	2	3
179	само собой	1	3
180	даже и	1	3
181	дело в	3	3
182	наконец в	1	3
183	конце концов	1	3
184	вышла в	1	3
185	в данном	2	3
186	да и	1	3
187	уже на	1	3
188	еще более	2	3
189	тем более	1	3
190	хотя бы	5	3
191	в свою	7	3
192	в таком	1	3
193	точно так	2	3
194	это в	3	3
195	я и	3	2
196	всем и	1	2
197	но тем	1	2
198	и есть	1	2
199	года к	1	2
200	очень много	1	2
201	и до	1	2
202	вернулся к	1	2
203	приходит к	3	2
204	мы уже	1	2
205	его не	1	2
206	г в	1	2
207	на первом	2	2
208	что если	1	2
209	единство и	1	2
210	время как	1	2
211	не вполне	1	2
212	не был	3	2
213	опубликовано в	1	2
214	по своему	1	2
215	как к	2	2
216	это тоже	1	2
217	он на	1	2
218	в самом	3	2
219	еще один	1	2
220	но его	2	2
221	как он	1	2
222	человек не	1	2
223	три года	1	2
224	в статье	1	2
225	мысли и	4	2
226	же это	1	2
227	и сам	1	2
228	на земле	3	2
229	и по	3	2
230	на этом	1	2
231	есть единство	1	2
232	но все	1	2
233	это значит	1	2
234	на все	1	2
235	заключается в	1	2
236	это не	4	2
237	начала и	1	2
238	кажется что	1	2
239	он же	1	2
240	с тем	1	2
241	эту тему	1	2
242	еще в	2	2
243	на первый	1	2
244	в их	3	2
245	духовной жизнью	1	2
246	жизни с	2	2
247	однако в	2	2
248	даже в	3	2
249	а вот	1	2
250	она не	1	2
251	меня не	1	2
252	не имеет	1	2
253	и притом	2	2
254	к этим	1	2
255	казалось бы	1	2
256	всего на	1	2
257	в русском	1	2
258	всей жизни	1	2
259	как будто	5	2
260	уже о	1	2
261	начиная с	1	2
262	относиться к	1	2
263	и часто	1	2
264	этой книги	3	2
265	к тому	2	2
266	а что	2	2
267	в настоящее	1	2
268	но по	1	2
269	в виду	2	2
270	свою очередь	1	2
271	меня в	1	2
272	людей в	2	2
273	не могу	2	2
274	данном случае	2	2
275	не мир	1	2
276	со своей	1	2
277	вот это	1	2
278	о нем	1	2
279	нам представляется	1	2
280	настоящее время	2	2
281	прямо и	1	2
282	в чем	2	2
283	в сущности	1	2
284	нас в	1	2
285	к нему	1	2
286	в петербурге	4	2
287	себя в	1	2
288	он сам	6	2
289	него и	1	2
290	его и	1	2
291	котором все	1	2
292	мы находим	2	2
293	любил и	1	2
294	у которого	1	2
295	и из	1	2
296	как у	1	2
297	во второй	2	2
298	что не	2	2
299	что для	2	2
300	стремится к	3	2
301	не на	1	2
302	с которым	2	2
303	на эту	4	2
304	в частности	2	2
305	эта идея	1	2
306	к его	1	2
307	указывал на	1	2
308	было написано	1	2
309	наряду с	1	2
310	бы его	1	2
311	является как	1	2
312	в более	1	2
313	и от	4	2
314	в двух	2	2
315	у достоевского	28	2
316	к этой	1	2
317	вопросы философии	2	2
318	же в	1	2
319	жизни в	6	2
320	же и	2	2
321	в своих	5	2
322	во сне	1	2
323	гораздо более	2	2
324	как известно	1	1
325	от этой	1	1
326	и т	3	1
327	одним из	4	1
328	этом она	1	1
329	в этот	1	1
330	уже все	1	1
331	после появления	1	1
332	придал ей	1	1
333	основан на	1	1
334	на историю	1	1
