N	3gram	Bakhtin_Pr_3	EvropaiE
1	с точки зрения	4	16
2	в то же	12	15
3	то же время	12	14
4	в отношении к	7	12
5	и в то	5	8
6	в том что	1	6
7	как нам кажется	1	5
8	для того чтобы	1	5
9	бы то ни	4	4
10	то ни было	4	4
11	и в этом	2	4
12	той или иной	2	4
13	в той или	2	3
14	в этом смысле	4	3
15	хотя бы и	2	3
16	в этом отношении	1	3
17	друг с другом	2	3
18	во всяком случае	5	3
19	как бы ни	1	3
20	и прежде всего	4	3
21	можно сказать что	1	3
22	заключает в себе	1	3
23	или хотя бы	1	2
24	прежде всего в	1	2
25	то что в	1	2
26	к тому чтобы	2	2
27	рано или поздно	1	2
28	в данном случае	1	2
29	дело идет о	1	2
30	но в то	3	2
31	и только в	1	2
32	так и в	2	2
33	с другой стороны	3	2
34	не может быть	6	2
35	в свою очередь	1	2
36	мы можем сказать	1	2
37	на то что	1	2
38	в большинстве случаев	2	2
39	как мы видели	2	2
40	и того же	1	1
41	как и его	1	1
42	хотя и не	1	1
43	еще далеко не	2	1
44	о выборе между	1	1
45	его мысль о	1	1
46	и отчасти к	1	1
47	большей или меньшей	1	1
48	кажется что в	1	1
49	по другую сторону	1	1
50	в том же	1	1
51	что же касается	1	1
52	несмотря на то	1	1
53	он мог бы	1	1
54	слова т е	1	1
55	в нем и	1	1
56	и не было	1	1
57	отметить что эти	1	1
58	и не в	3	1
59	в отличие от	2	1
60	мы увидим что	2	1
61	или иной степени	1	1
62	почти никогда не	1	1
63	кто иной как	1	1
64	может быть и	1	1
65	почти на всем	1	1
66	на этот раз	1	1
67	и тот же	1	1
68	смысле этого слова	2	1
69	в значительной степени	1	1
70	и в отношении	1	1
71	в большей или	1	1
72	или меньшей степени	1	1
73	но как бы	1	1
74	так и для	1	1
75	друг к другу	1	1
76	же время не	2	1
77	мы видели что	1	1
78	это потому что	1	1
79	каждого из них	1	1
80	один и тот	1	1
81	мы бы сказали	1	1
82	не кто иной	1	1
83	все так же	1	1
84	но и для	1	1
85	можем сказать что	1	1
86	слова и в	1	1
87	выходит за пределы	2	1
88	именно потому что	2	1
89	одного и того	1	1
90	например в том	1	1
91	к тому что	1	1
92	к тому же	2	1
93	и т д	2	1
94	в пределах одного	2	1
