N	2gram	Tiupa_Narr_1	Problema
1	то что	9	42
2	то есть	9	33
3	и в	11	32
4	и не	23	31
5	не просто	1	23
6	в этом	12	19
7	не менее	3	19
8	тем не	3	18
9	не только	31	17
10	потому что	5	16
11	в себе	6	15
12	по себе	4	15
13	а не	13	15
14	но в	7	14
15	у нас	3	14
16	указывает на	1	14
17	может быть	15	14
18	как бы	6	14
19	что мы	2	13
20	в нем	4	13
21	и тем	4	13
22	как раз	6	13
23	сказать что	2	13
24	том что	7	12
25	что в	3	12
26	так и	5	12
27	а именно	1	12
28	и т	1	11
29	также и	3	11
30	так как	1	11
31	о том	4	11
32	и даже	2	11
33	то же	8	10
34	отнюдь не	2	10
35	в этой	6	10
36	т д	1	10
37	об этом	6	10
38	ничего не	2	10
39	прежде всего	4	10
40	еще не	4	9
41	но не	4	9
42	раз и	1	9
43	того чтобы	4	9
44	же самое	2	9
45	но и	27	9
46	по своему	2	9
47	в данном	11	9
48	в том	8	9
49	так же	1	9
50	в таком	2	9
51	и о	3	8
52	и ее	3	8
53	и на	5	8
54	есть знак	1	8
55	на то	2	8
56	для того	3	8
57	он и	2	8
58	в своей	5	8
59	данном случае	8	8
60	не может	8	8
61	но это	1	8
62	сам по	1	7
63	во всех	1	7
64	тоже не	1	7
65	содержит в	1	7
66	и является	2	7
67	как мы	2	7
68	здесь не	2	7
69	никогда не	4	7
70	того что	4	7
71	что он	3	7
72	только в	12	7
73	тем что	1	7
74	такого рода	10	7
75	все это	1	7
76	и все	3	7
77	во всяком	2	7
78	и то	3	6
79	самом деле	3	6
80	на самом	1	6
81	и есть	1	6
82	но как	3	6
83	и как	3	6
84	в самом	6	6
85	при этом	19	6
86	его в	1	6
87	это не	3	6
88	в то	4	6
89	таким образом	1	6
90	в виду	1	6
91	и здесь	1	6
92	в его	6	6
93	то и	1	6
94	в конце	2	6
95	о чем	4	6
96	как это	3	6
97	не существует	3	6
98	хотя и	4	6
99	совершенно не	1	6
100	мы уже	1	5
101	а только	1	5
102	она есть	1	5
103	в своем	3	5
104	перед нами	5	5
105	то в	4	5
106	что она	1	5
107	но уже	1	5
108	все равно	2	5
109	далеко не	1	5
110	с тем	1	5
111	в котором	1	5
112	можно ли	1	5
113	текста и	1	5
114	связи с	2	5
115	в сознании	4	5
116	ни о	2	5
117	той или	5	5
118	можно сказать	5	5
119	для нас	1	5
120	или иной	4	5
121	еще и	1	5
122	не является	3	5
123	тем более	1	5
124	в их	1	4
125	мы и	1	4
126	этого термина	1	4
127	с которыми	1	4
128	как в	4	4
129	как он	1	4
130	их в	3	4
131	входит в	2	4
132	он есть	1	4
133	не в	6	4
134	тому что	1	4
135	тем самым	5	4
136	и притом	2	4
137	казалось бы	2	4
138	а в	13	4
139	точно так	1	4
140	только то	1	4
141	на том	1	4
142	не говоря	1	4
143	если бы	7	4
144	никак не	2	4
145	а также	6	4
146	и только	2	4
147	в литературе	4	4
148	один из	6	4
149	даже если	1	4
150	только на	2	4
151	мы можем	2	4
152	указание на	1	4
153	именно в	3	4
154	не было	3	4
155	если не	2	4
156	и вообще	1	4
157	для обозначения	2	4
158	и для	2	4
159	в связи	2	4
160	или в	6	4
161	же в	2	4
162	по поводу	1	4
163	только потому	1	3
164	того же	1	3
165	в чем	2	3
166	без которого	1	3
167	сказать и	1	3
168	в ее	1	3
169	которые не	1	3
170	с этим	1	3
171	более или	1	3
172	в действительности	1	3
173	что это	1	3
174	сливаются в	2	3
175	но ведь	1	3
176	в случае	2	3
177	да и	2	3
178	но именно	3	3
179	он не	3	3
180	и еще	2	3
181	его от	1	3
182	но все	1	3
183	чего он	1	3
184	в жизни	3	3
185	как и	13	3
186	и уже	1	3
187	на этот	1	3
188	нисколько не	1	3
189	или менее	1	3
190	в этих	2	3
191	точки зрения	5	3
192	с точки	1	3
193	в которых	1	3
194	вовсе еще	1	3
195	для которого	1	3
196	дело в	2	3
197	того как	1	3
198	и его	10	3
199	как будто	3	3
200	и делает	1	3
201	однако это	1	3
202	знак который	3	3
203	к тому	6	3
204	говорит и	1	3
205	определенным образом	1	3
206	ясно что	1	3
207	для этого	1	3
208	не на	1	3
209	о нем	3	3
210	к нему	4	3
211	тем или	2	3
212	оно и	1	3
213	мы увидим	1	3
214	уже не	8	3
215	уже в	1	3
216	свидетельствует о	1	3
217	из них	4	3
218	говорит о	1	3
219	всяком случае	2	3
220	сами по	2	3
221	случае не	1	3
222	до сих	2	3
223	с другой	2	3
224	не обязательно	1	3
225	оно не	2	3
226	что не	2	3
227	однако и	4	3
228	этих случаях	1	3
229	быть и	2	3
230	сих пор	2	3
231	но для	3	3
232	необходимо чтобы	1	3
233	пока еще	1	3
234	хотя бы	2	3
235	с ним	2	3
236	или не	4	3
237	другой стороны	2	3
238	себе но	1	3
239	в искусстве	1	3
240	он стоит	1	2
241	например в	1	2
242	же как	1	2
243	к нашему	1	2
244	и потому	1	2
245	в первом	4	2
246	и до	1	2
247	едва ли	3	2
248	по его	1	2
249	мы имеем	3	2
250	мы не	3	2
251	в сущности	2	2
252	что иное	1	2
253	на себя	4	2
254	значит и	1	2
255	он сам	3	2
256	иное как	1	2
257	у чехова	6	2
258	с его	4	2
259	мы будем	1	2
