N	2gram	Bakhtin_Pr_5	slovoVRo
1	и в	35	41
2	в нем	16	30
3	то есть	16	26
4	в романе	1	21
5	в роман	2	19
6	во всех	3	17
7	не только	10	16
8	и не	27	16
9	точки зрения	7	16
10	но и	14	16
11	а не	4	15
12	то же	15	14
13	и на	6	14
14	в то	11	14
15	и его	14	14
16	в пределах	11	14
17	может быть	14	14
18	не может	18	14
19	слова и	11	13
20	в сущности	14	13
21	в его	21	13
22	в этом	14	12
23	до конца	4	12
24	же время	10	12
25	как бы	31	12
26	так и	8	11
27	в большинстве	2	10
28	в той	4	10
29	слово в	2	10
30	себя в	2	9
31	все эти	3	9
32	таким образом	7	9
33	той или	4	9
34	иной степени	2	9
35	или иной	4	9
36	чужим словом	1	9
37	как в	5	8
38	но в	19	8
39	на его	4	8
40	с точки	2	8
41	как мы	8	8
42	в особенности	1	8
43	или в	2	8
44	с чужим	2	8
45	слова в	6	8
46	прежде всего	12	8
47	отношение к	6	7
48	все же	8	7
49	стиля и	1	7
50	чужих слов	1	7
51	в слове	6	7
52	в своей	4	7
53	не в	10	7
54	вовсе не	7	7
55	с ним	7	7
56	зрения на	1	7
57	всех его	1	7
58	на фоне	1	7
59	во всяком	4	7
60	того же	1	6
61	при этом	2	6
62	в плане	6	6
63	это не	3	6
64	в них	4	6
65	к своему	5	6
66	в отношении	9	6
67	слова как	1	6
68	оно не	1	6
69	только в	6	6
70	большинстве случаев	2	6
71	и даже	5	6
72	по своим	1	6
73	к чужому	4	6
74	а в	7	6
75	отношении к	7	6
76	на слушателя	2	5
77	в каждый	1	5
78	и к	12	5
79	в самом	6	5
80	он в	4	5
81	слушателя и	1	5
82	так сказать	2	5
83	с другими	2	5
84	далеко не	1	5
85	всяком случае	4	5
86	в кавычки	1	5
87	все это	14	5
88	в основе	1	5
89	со своим	2	5
90	идеологического слова	1	5
91	не на	1	5
92	и мир	2	5
93	к нему	13	5
94	слово как	1	5
95	как его	3	5
96	точек зрения	2	5
97	с другой	4	5
98	еще более	1	5
99	ту же	1	4
100	одним из	1	4
101	по преимуществу	1	4
102	на мир	1	4
103	в ней	2	4
104	меньшей степени	1	4
105	еще не	7	4
106	с его	7	4
107	за пределы	3	4
108	словом в	1	4
109	перед нами	1	4
110	и наконец	7	4
111	в которой	2	4
112	но именно	2	4
113	всех этих	2	4
114	не как	3	4
115	в каждом	6	4
116	и с	12	4
117	лишь в	7	4
118	входит в	1	4
119	как и	18	4
120	в их	1	4
121	речи в	2	4
122	том же	1	4
123	в процессе	1	4
124	и для	8	4
125	лежит в	2	4
126	с ее	3	4
127	ничего не	3	4
128	оценок и	1	4
129	о нем	2	4
130	прямо и	1	4
131	все его	4	4
132	большей или	1	4
133	один из	1	4
134	с одной	1	4
135	рядом с	4	4
136	или меньшей	1	4
137	чужому слову	1	4
138	и все	15	4
139	там где	7	4
140	и потому	1	4
141	мы сказали	1	4
142	у стерна	1	4
143	и от	3	4
144	кроме того	1	4
145	здесь в	2	4
146	и часто	1	4
147	быть и	2	4
148	другой стороны	3	4
149	каждое слово	3	4
150	в первом	2	3
151	его же	2	3
152	зависимости от	1	3
153	же слово	1	3
154	данном случае	1	3
155	в своем	2	3
156	бы и	2	3
157	момент его	2	3
158	является лишь	1	3
159	в себе	5	3
160	его но	1	3
161	внутренней речи	5	3
162	вообще не	2	3
163	ни были	1	3
164	и сам	7	3
165	конца и	1	3
166	и может	1	3
167	и почти	1	3
168	его в	4	3
169	было бы	3	3
170	рассказчика и	5	3
171	он не	13	3
172	и ее	1	3
173	которые в	1	3
174	на всю	2	3
175	она не	1	3
176	слово оно	1	3
177	никогда не	4	3
178	не могут	1	3
179	в других	1	3
180	к тому	6	3
181	авторское слово	2	3
182	в тонах	2	3
183	образом в	1	3
184	но здесь	1	3
185	о том	2	3
186	не выходит	1	3
187	и во	3	3
188	переходит в	2	3
189	нем и	1	3
190	все время	4	3
191	в него	3	3
192	того что	3	3
193	в том	5	3
194	словом и	3	3
195	бы ни	1	3
196	в качестве	1	3
197	конечно не	2	3
198	и других	1	3
199	из них	3	3
200	его и	3	3
201	для него	14	3
202	так как	4	3
203	друг друга	2	3
204	у него	4	3
205	в свою	1	3
206	но оно	1	3
207	не были	1	3
208	с этим	3	3
209	в данном	1	3
210	в чужих	2	3
211	и следует	1	3
212	есть как	1	3
213	с этой	2	3
214	вне себя	2	3
215	в основном	1	3
216	при всем	1	3
217	в результате	1	3
218	лишь как	1	3
219	в большей	1	3
220	хотя бы	2	3
221	одной из	2	3
222	с ними	5	3
223	пародийная стилизация	1	3
224	из этого	2	3
225	в свое	1	3
226	но эти	2	3
227	а между	3	2
228	например в	2	2
229	на самом	9	2
230	то в	2	2
231	них как	1	2
232	в котором	3	2
233	слово у	1	2
234	мы уже	8	2
235	той же	2	2
236	а как	2	2
237	мы не	1	2
238	стиля в	2	2
239	время как	2	2
240	они были	1	2
241	свой предмет	2	2
242	конечно и	1	2
243	и заставляет	1	2
244	одного синтаксического	1	2
245	синтаксического целого	1	2
246	слово не	2	2
247	свою очередь	1	2
248	и то	5	2
249	столь же	2	2
250	о друге	1	2
251	по своему	4	2
252	в ее	3	2
253	он может	1	2
254	но не	6	2
255	литературная пародия	1	2
256	между словом	1	2
257	что они	6	2
258	сих пор	1	2
259	без другого	1	2
260	чужого слова	6	2
261	как к	5	2
262	своему предмету	7	2
263	хотя и	2	2
264	от этой	1	2
265	именно эта	1	2
266	сливается с	4	2
267	в целом	3	2
268	или во	1	2
269	у каждого	1	2
270	нами в	1	2
271	не могла	1	2
272	а вовсе	1	2
273	одному из	1	2
274	как увидим	1	2
275	свои собственные	2	2
276	том и	1	2
277	и по	2	2
278	на этом	2	2
279	одно и	3	2
280	те же	2	2
281	слов о	1	2
282	на все	1	2
283	слова все	1	2
284	его слово	4	2
285	глазами другого	1	2
286	этот стиль	2	2
287	действительно не	1	2
288	его слова	2	2
289	нисколько не	1	2
290	том что	3	2
291	в эту	4	2
292	в этих	2	2
293	может лишь	1	2
294	монологическом высказывании	1	2
295	определяется прежде	1	2
296	но он	4	2
297	друг другу	4	2
298	и эти	1	2
299	без всяких	1	2
300	войти в	2	2
301	в районе	1	2
302	даже в	5	2
303	заставляет его	1	2
304	тому что	2	2
305	из него	1	2
306	такая же	2	2
307	друг о	1	2
308	голосов и	2	2
309	на протяжении	5	2
310	оно может	1	2
311	и самое	2	2
312	но по	1	2
313	два голоса	3	2
314	то время	1	2
315	так в	2	2
316	роль в	1	2
317	можно было	2	2
318	и вообще	2	2
319	в построении	2	2
320	в монологическом	1	2
321	в другом	12	2
322	голоса в	2	2
323	свое произведение	1	2
324	можно сказать	1	2
325	нас в	1	2
326	или напротив	1	2
327	наконец в	4	2
328	слова по	1	2
329	слов и	3	2
330	речи героя	2	2
331	оставаясь в	1	2
332	здесь не	1	2
333	среди других	2	2
334	между тем	4	2
335	с которыми	2	2
336	где они	1	2
337	так что	5	2
338	же и	4	2
339	укладывается в	1	2
340	связи с	1	2
341	уже не	3	2
342	и у	4	2
343	или рассказчика	1	2
344	только на	4	2
345	в виде	7	2
346	или даже	1	2
347	характерно что	1	2
348	в одном	6	2
349	для того	1	2
350	не укладывается	1	2
351	в другой	1	2
352	именно как	1	2
353	район действия	1	2
354	до сих	1	2
355	чем он	1	2
356	с другом	4	2
357	а с	3	2
358	на которые	1	2
359	пародии на	1	2
360	романа но	1	2
361	с которым	4	2
362	жизнь в	1	2
363	между этими	1	2
364	что все	2	2
365	эти слова	3	2
366	своего слова	3	2
367	так же	7	2
368	в речах	6	2
369	диалогически как	1	2
370	в романах	5	2
371	и идеологической	1	2
372	со всею	1	2
373	друг с	4	2
374	рассказ в	3	2
375	должно быть	3	2
376	в различные	1	2
377	этом случае	1	2
378	того или	1	2
379	и слово	8	2
380	характерные для	1	2
381	как раз	4	2
382	ибо он	1	2
383	не является	1	2
384	одна из	1	2
385	всего произведения	1	2
386	и другим	1	2
387	художественная проза	1	2
388	потому что	8	2
389	ни было	3	2
390	между ними	1	2
391	с ней	1	2
392	сказать что	3	2
393	бы его	3	2
394	и эта	1	2
395	к этому	1	2
396	и стилей	2	1
397	себя как	3	1
398	сделать его	2	1
399	в обычном	2	1
400	и через	1	1
401	жил в	1	1
402	тех же	1	1
403	своей основной	1	1
404	звучат по-разному	1	1
405	такого слова	1	1
406	и до	1	1
407	из его	2	1
408	органически и	1	1
409	ведь и	4	1
410	конечно в	2	1
411	с таким	2	1
412	входящих в	1	1
413	самом рассказе	1	1
414	которыми он	1	1
415	со всех	1	1
416	героя на	2	1
417	или наоборот	1	1
418	свои акценты	1	1
419	ему ни	1	1
420	и ничего	1	1
421	и свой	3	1
422	что уже	1	1
423	образованного человека	1	1
424	приводят к	1	1
425	и фактически	1	1
426	но она	1	1
427	на чужое	2	1
428	но даже	1	1
429	и со	3	1
430	над самим	1	1
431	своему смыслу	2	1
432	диалога который	1	1
433	как впрочем	1	1
434	начала в	1	1
435	случае в	1	1
436	и он	2	1
437	почти на	3	1
438	всех сторон	1	1
439	на другом	1	1
440	собой в	1	1
441	он был	1	1
442	свое слово	4	1
443	бы то	3	1
444	оглядки на	1	1
445	без всякого	2	1
446	его так	1	1
447	и главное	1	1
448	его стиля	1	1
449	но как	4	1
450	силы и	1	1
451	в сторону	2	1
452	не входит	1	1
453	и нуждается	1	1
454	со всеми	3	1
455	не все	1	1
456	к слову	2	1
457	диалог не	2	1
458	и чужой	1	1
459	в общем	3	1
460	менее всего	1	1
461	отличие от	2	1
462	и место	1	1
463	можно прямо	1	1
464	определения и	1	1
465	характер и	2	1
466	своим словом	1	1
467	в одной	3	1
468	его стиль	1	1
469	преломления в	1	1
470	есть они	1	1
471	из уст	1	1
472	в значительной	1	1
473	выражение этого	1	1
474	по которому	2	1
475	очень трудно	1	1
476	самим предметом	1	1
477	в одних	1	1
478	и слова	2	1
479	в очень	1	1
480	могли бы	1	1
481	что по	1	1
482	его к	3	1
483	всего как	1	1
484	слова он	1	1
485	них он	2	1
486	в этот	2	1
487	в себя	1	1
488	в письмах	1	1
489	себе как	1	1
490	к другому	16	1
491	автор в	2	1
492	свой голос	2	1
493	бы не	2	1
494	еще далеко	1	1
495	близости к	1	1
496	в этой	1	1
497	чужое слово	6	1
498	говорит не	1	1
499	мы чувствуем	1	1
500	голоса героя	2	1
501	вследствие этого	1	1
502	начинает звучать	2	1
503	очень велико	1	1
504	и если	1	1
505	только себя	1	1
506	к миру	1	1
507	что же?	1	1
508	речи то	1	1
509	он должен	1	1
510	чем у	1	1
511	пределах одного	5	1
512	к одному	3	1
513	слова которое	3	1
514	оно должно	2	1
515	полемики с	1	1
516	есть еще	1	1
517	и было	1	1
518	в диалогах	4	1
519	в нее	1	1
520	не бывает	1	1
521	именно это	1	1
522	с такими	1	1
523	ни был	2	1
524	человека в	1	1
525	у жан-поля	1	1
526	значительной степени	1	1
527	бы они	2	1
528	взаимоориентации с	1	1
529	то ни	3	1
530	совпадают с	1	1
531	а затем	2	1
532	есть все	1	1
533	сознание и	2	1
534	бы быть	1	1
535	них не	1	1
536	косвенной речи	1	1
537	здесь как	1	1
538	есть не	1	1
539	особенно в	2	1
540	может стать	1	1
541	которая в	1	1
542	слову слово	1	1
543	в жизни	2	1
544	в ином	1	1
545	только одно	1	1
546	ни в	2	1
547	но уже	2	1
548	ни одной	1	1
549	гл iv	1	1
550	этого не	3	1
551	и тон	3	1
552	мы видели	2	1
553	звучать как	1	1
554	на этот	2	1
555	и некоторые	1	1
556	как таковой	1	1
557	в один	1	1
558	и того	2	1
559	места в	2	1
560	во взаимодействии	1	1
561	таким же	1	1
562	как все	2	1
563	и без	4	1
564	здесь существенно	1	1
565	самого слова	1	1
566	с исключительною	1	1
567	мы говорили	2	1
568	ведь не	1	1
569	двух голосов	4	1
570	в отличие	2	1
571	что говорит	1	1
572	в которых	2	1
573	он тоже	1	1
574	из области	1	1
575	в диалоге	3	1
576	нем он	1	1
577	на стиль	1	1
578	тонах и	1	1
579	всякому слову	1	1
580	тем не	1	1
581	по крайней	1	1
582	рассказа мы	1	1
583	и более	1	1
584	однако в	2	1
585	в устах	1	1
586	свой второй	1	1
587	время был	1	1
588	мир он	1	1
589	весь в	1	1
590	такого диалога	1	1
591	в тесной	1	1
592	лежит для	1	1
593	не менее	2	1
594	слово должно	1	1
595	слова довлеющего	2	1
596	литературной условности	2	1
597	с теми	1	1
598	свое время	1	1
599	самого начала	8	1
600	слово без	4	1
601	правда в	1	1
602	его внутренняя	2	1
603	к изучению	1	1
604	которого он	3	1
605	героев и	1	1
606	остановимся еще	1	1
607	языком и	1	1
608	во всякой	1	1
609	к такому	1	1
610	но только	3	1
611	того чтобы	1	1
612	только не	1	1
613	на котором	1	1
614	стиля его	1	1
615	эти голоса	1	1
616	дело в	1	1
617	в самой	1	1
618	его новыми	1	1
619	и лишь	2	1
620	его отношение	4	1
621	слову и	1	1
622	это чужое	1	1
623	к концу	3	1
624	его можно	1	1
625	по своей	2	1
626	на себе	1	1
627	во всем	4	1
628	придаточным предложением	1	1
629	вот что	1	1
630	же он	1	1
631	его он	1	1
632	чужие слова	1	1
633	входят в	1	1
634	и позволяет	1	1
635	этом отношении	1	1
636	без исключения	2	1
637	остаются вне	1	1
638	к той	1	1
639	в стиле	4	1
640	среди них	1	1
641	стиль и	4	1
642	очень часто	2	1
643	героев из	1	1
644	есть только	2	1
645	поэтом и	1	1
646	его за	4	1
647	отличается от	1	1
648	всего в	1	1
649	этого и	2	1
650	его с	5	1
651	с одними	1	1
652	не дано	1	1
653	и свое	1	1
654	время он	1	1
655	произведение должно	1	1
656	и это	5	1
657	в виду	3	1
658	же не	4	1
659	внутренняя речь	3	1
660	для всего	1	1
661	они ни	1	1
662	словом к	1	1
663	с самого	8	1
664	приводит к	2	1
665	на свой	1	1
666	дано в	1	1
667	и совершенно	1	1
668	диалоге слово	1	1
669	слово о	7	1
670	что может	1	1
671	внутреннюю речь	4	1
672	в нескольких	1	1
673	почти каждый	1	1
674	остаться в	1	1
675	но у	1	1
676	жизнь и	2	1
677	является в	1	1
678	в диалог	1	1
679	даны в	1	1
680	был не	1	1
681	если бы	1	1
682	идеологическое слово	2	1
683	для этого	2	1
684	громадное значение	1	1
685	смысле и	1	1
686	находится в	1	1
687	тона и	3	1
688	все дело	1	1
689	сводится к	3	1
690	именно потому	2	1
691	только так	2	1
692	вне кругозора	2	1
693	и что	6	1
694	находятся в	1	1
695	или на	1	1
696	романа мы	1	1
697	там в	3	1
698	стилизация высокого	1	1
699	это было	2	1
700	это может	1	1
701	заложенные в	1	1
702	во втором	1	1
703	нуждается в	3	1
704	на одном	1	1
705	что и	3	1
706	ибо и	2	1
707	и только	1	1
708	крайней мере	1	1
709	а его	1	1
710	ними и	1	1
711	и она	1	1
712	такой человек	1	1
713	рассказом и	1	1
714	и тонов	1	1
715	ибо в	3	1
716	в двух	1	1
717	конечно еще	1	1
718	тот же	4	1
719	которым он	4	1
720	те которые	1	1
721	реагирует на	1	1
722	в стороне	1	1
723	и так	4	1
724	а лишь	1	1
725	всею ясностью	1	1
726	никаких новых	2	1
727	его слову	1	1
728	в эти	2	1
729	своего собственного	3	1
