N	3gram	Losev_Prob_3	Istorich
1	и т д	13	15
2	в этих случаях	1	7
3	с другой стороны	5	7
4	в этом случае	5	5
5	до сих пор	2	5
6	в том что	9	5
7	тем не менее	10	5
8	как мы видели	2	5
9	что иное как	4	3
10	в данном случае	7	3
11	в связи с	7	3
12	мы уже видели	1	3
13	не что иное	4	3
14	точно так же	3	2
15	что и в	3	2
16	таким образом и	1	2
17	с одной стороны	1	2
18	то время как	4	2
19	и то что	7	2
20	во всяком случае	6	2
21	только в связи	1	2
22	в то время	4	2
23	о том что	3	2
24	не только не	1	2
25	как и в	1	2
26	к тому же	1	2
27	быть и очень	1	1
28	то что и	1	1
29	он состоит из	1	1
30	хотя и не	2	1
31	что в этом	1	1
32	же реально как	1	1
33	в чем же	1	1
34	имеется и в	1	1
35	так же реально	1	1
36	будет сказать что	1	1
37	отличаются друг от	2	1
38	уже не в	1	1
39	с этой точки	1	1
40	с ним же	5	1
41	с точки зрения	2	1
42	не имеют ничего	1	1
43	что здесь мы	1	1
44	мы не будем	2	1
45	сами по себе	6	1
46	но и в	2	1
47	на самом же	4	1
48	только то что	2	1
49	из того что	1	1
50	то же в	1	1
51	с тем что	1	1
52	что в нем	1	1
53	в таком случае	4	1
54	можно было бы	3	1
55	это вовсе не	4	1
56	мы до сих	1	1
57	об этом мы	1	1
58	и не всегда	1	1
59	не просто в	1	1
60	и тем что	1	1
61	если это так	1	1
62	может быть и	3	1
63	в том смысле	3	1
64	можно сказать о	1	1
65	остается то что	1	1
66	не говорят о	1	1
67	не только в	2	1
68	мы находим и	1	1
69	всего мы должны	1	1
70	заключается в том	3	1
71	том что и	1	1
72	это так то	1	1
73	во многих местах	1	1
74	смысле этого слова	1	1
75	так как они	1	1
76	мы видели выше	1	1
77	связаны между собой	1	1
78	до того что	1	1
79	так или иначе	1	1
80	все же не	1	1
81	в один образ	1	1
82	так же как	1	1
83	но если бы	1	1
84	и от них	1	1
85	этой точки зрения	2	1
86	в целом но	1	1
87	однако это не	1	1
88	в тех случаях	1	1
89	есть не что	4	1
90	того что им	1	1
91	прежде всего мы	1	1
92	то обстоятельство что	1	1
93	которого она является	1	1
94	в определенном направлении	1	1
95	это и есть	1	1
96	на самом деле	2	1
97	ничего общего с	2	1
98	равно как и	1	1
99	не может быть	5	1
100	но в его	1	1
101	можно сказать что	2	1
102	у нас в	2	1
103	здесь можно было	1	1
104	на то что	1	1
105	друг от друга	2	1
106	тех случаях когда	1	1
107	что дело здесь	1	1
108	было у него	1	1
109	не только то	1	1
110	самом же деле	4	1
111	друг друга и	1	1
112	может быть в	1	1
113	т д в	1	1
114	здесь не только	1	1
115	на этот вопрос	1	1
116	имеют ничего общего	1	1
