N	2gram	Vinokur_Vv_1	Analitik
1	в тексте	4	24
2	тогда как	2	19
3	в этом	34	18
4	не только	21	16
5	и в	27	16
6	в частности	3	16
7	так и	1	15
8	как и	5	14
9	своего рода	3	12
10	но и	5	12
11	и не	13	12
12	том что	26	12
13	в том	31	12
14	иначе говоря	1	11
15	в качестве	7	11
16	при этом	3	10
17	могут быть	4	10
18	а не	3	10
19	как бы	5	10
20	в этой	3	9
21	лишь в	1	9
22	ничего не	2	9
23	и даже	5	9
24	в целом	5	8
25	представляет собой	12	8
26	состоит в	2	8
27	в данном	11	8
28	и т.п	1	8
29	к тому	4	7
30	а также	3	7
31	о том	15	7
32	в себе	4	7
33	то что	17	7
34	в самом	12	6
35	и на	3	6
36	но в	10	6
37	говорить о	3	6
38	может быть	24	6
39	с другой	8	6
40	как это	5	6
41	в сторону	1	5
42	и к	1	5
43	данном случае	5	5
44	с одной	4	5
45	говорит о	3	5
46	того же	3	4
47	в сущности	3	4
48	но не	7	4
49	по отношению	4	4
50	как в	1	4
51	в своем	3	4
52	хотя и	3	4
53	в себя	1	4
54	тому же	1	4
55	нашего времени	2	4
56	на этом	3	4
57	то же	8	4
58	не с	2	4
59	и тем	5	4
60	для него	1	4
61	точки зрения	7	4
62	в ходе	1	4
63	не в	8	4
64	в конце	3	4
65	и является	1	4
66	не менее	8	4
67	во второй	3	4
68	можно сказать	3	4
69	времени в	3	4
70	во всех	2	4
71	только в	13	4
72	и его	5	4
73	уже не	5	4
74	у него	1	4
75	как раз	4	4
76	одной стороны	4	4
77	не может	13	4
78	и особенно	1	4
79	этом случае	6	4
80	все это	6	4
81	отношению к	4	4
82	я и	1	3
83	и то	5	3
84	на две	1	3
85	в их	11	3
86	в конечном	1	3
87	мы имеем	3	3
88	ответ на	3	3
89	в центре	4	3
90	как уже	2	3
91	судьбы не	1	3
92	на его	1	3
93	и сам	2	3
94	его от	1	3
95	подобно тому	1	3
96	несмотря на	2	3
97	к а	1	3
98	автора и	1	3
99	не мог	2	3
100	в эту	1	3
101	не столько	2	3
102	тем не	8	3
103	по крайней	4	3
104	как о	4	3
105	никогда не	3	3
106	казалось бы	2	3
107	имеем дело	1	3
108	тем что	6	3
109	как будто	3	3
110	этом отношении	3	3
111	что на	1	3
112	той или	1	3
113	как мы	9	3
114	можно было	7	3
115	в результате	3	3
116	если бы	2	3
117	и т.д	4	3
118	одного из	1	3
119	того или	1	3
120	что и	3	3
121	крайней мере	4	3
122	и все	1	3
123	одной из	3	3
124	с ними	1	3
125	так что	5	3
126	есть в	1	3
127	из них	3	3
128	при всей	1	3
129	только на	3	3
130	со стороны	12	3
131	или иной	1	3
132	таков что	1	3
133	именно в	8	3
134	было бы	5	3
135	текста это	1	3
136	литературное произведение	2	3
137	и за	1	3
138	или иного	1	3
139	тому как	1	3
140	в первой	1	3
141	этого слова	2	3
142	или в	1	3
143	бы в	1	3
144	прежде всего	8	3
145	а в	5	3
146	в действительности	1	3
147	по поводу	1	3
148	речь идет	2	2
149	отношения к	1	2
150	и до	2	2
151	из его	2	2
152	ведь и	1	2
153	включая и	1	2
154	той же	4	2
155	а как	3	2
156	собой в	2	2
157	еще не	4	2
158	он был	1	2
159	иного рода	1	2
160	в общем	12	2
161	отличие от	3	2
162	и я	1	2
163	в значительной	2	2
164	о жизни	1	2
165	себе не	1	2
166	с их	5	2
167	на то	1	2
168	вследствие этого	1	2
169	вообще не	3	2
170	не следует	2	2
171	что она	3	2
172	таким образом	19	2
173	значительной степени	1	2
174	а затем	1	2
175	что все	1	2
176	них не	1	2
177	на этой	3	2
178	это было	1	2
179	обоих случаях	1	2
180	на протяжении	2	2
181	этом смысле	11	2
182	по себе	9	2
183	соответствии с	2	2
184	он и	2	2
185	еще в	1	2
186	в этих	3	2
187	в своей	4	2
188	в котором	4	2
189	с точки	2	2
190	к предмету	1	2
191	в отличие	3	2
192	и наоборот	2	2
193	для нее	1	2
194	в таких	1	2
195	что с	3	2
196	в обоих	2	2
197	в то	5	2
198	дело не	3	2
199	не имеет	4	2
200	на котором	2	2
201	текста и	3	2
202	же время	5	2
203	которые и	1	2
204	явным образом	1	2
205	так например	6	2
206	особого рода	4	2
207	в текст	1	2
208	или иных	3	2
209	всего в	1	2
210	для читателя	1	2
211	языка и	12	2
212	это только	4	2
213	с ним	1	2
214	что в	11	2
215	никак не	1	2
216	его в	6	2
217	том или	1	2
218	между тем	8	2
219	в его	10	2
220	вообще и	3	2
221	другими в	1	2
222	того что	12	2
223	с той	1	2
224	один из	6	2
225	целого и	2	2
226	все той	1	2
227	времени как	1	2
228	себя в	2	2
229	этой системе	1	2
230	не есть	4	2
231	как писал	1	2
232	ни с	2	2
233	одно из	5	2
234	или даже	1	2
235	ведь это	1	2
236	в одном	4	2
237	вовсе не	6	2
238	уже и	7	2
239	или ином	1	2
240	представляют собой	6	2
241	здесь в	1	2
242	своего собственного	1	2
243	в соответствии	2	2
244	превращается в	1	2
245	может ли	1	2
246	на этот	4	2
247	одну из	1	2
248	о чем	4	2
