N	2gram	Vinokur_Ku_3	Dialekti
1	т е	32	46
2	не есть	3	40
3	и не	10	30
4	и есть	5	19
5	а не	11	18
6	и т	54	17
7	ничего не	6	17
8	может быть	14	17
9	то что	4	16
10	т д	8	15
11	и в	23	15
12	как бы	5	14
13	точки зрения	23	14
14	не имеет	3	14
15	так как	9	14
16	что это	3	13
17	по себе	6	13
18	это есть	1	13
19	того что	11	13
20	это не	3	12
21	в этом	16	11
22	и вот	3	11
23	говорить о	6	11
24	ясно что	4	11
25	в том	22	11
26	прежде всего	9	11
27	не может	6	11
28	том что	11	10
29	в основе	1	10
30	потому что	12	10
31	она есть	2	10
32	это и	3	9
33	то же	6	9
34	мы не	3	9
35	было бы	16	9
36	с точки	16	9
37	в виду	8	9
38	и что	7	9
39	уже не	8	9
40	и пр	3	9
41	все это	2	9
42	в чем	5	8
43	не в	5	8
44	в себе	1	8
45	не только	17	8
46	ни в	3	8
47	и о	4	8
48	и ее	1	8
49	должна быть	3	7
50	не просто	2	7
51	что именно	3	7
52	и мы	1	7
53	он есть	1	7
54	как и	5	7
55	по крайней	1	7
56	ровно ничего	1	7
57	и его	1	7
58	только в	6	7
59	крайней мере	1	7
60	что мы	2	7
61	что он	6	7
62	что в	13	7
63	перед нами	1	6
64	хотя и	5	6
65	и тем	6	6
66	если бы	8	6
67	в то	3	6
68	же время	1	6
69	что и	6	6
70	вовсе не	5	6
71	а именно	3	6
72	в результате	3	6
73	тем более	5	6
74	сказать что	7	6
75	ни на	2	6
76	в сфере	1	5
77	той же	3	5
78	мы имеем	2	5
79	в сущности	4	5
80	и на	1	5
81	быть в	2	5
82	только тогда	4	5
83	сама по	2	5
84	в своем	4	5
85	то в	3	5
86	учение о	2	5
87	что она	5	5
88	есть не	3	5
89	что такое	4	5
90	же это	2	5
91	что я	1	5
92	в ней	3	5
93	на себе	1	5
94	но что	1	5
95	но только	1	5
96	того чтобы	11	5
97	тогда когда	4	5
98	как таковой	2	5
99	я не	5	5
100	в каком	3	5
101	таким образом	9	5
102	о том	6	5
103	так и	6	5
104	можно сказать	2	5
105	именно в	3	5
106	в свете	2	5
107	если мы	7	5
108	не говорит	1	5
109	для того	12	5
110	как же	3	5
111	знания и	1	5
112	в смысле	1	5
113	и для	1	5
114	но если	3	5
115	также и	5	4
116	хотя бы	9	4
117	что они	2	4
118	и как	2	4
119	не как	2	4
120	в силу	6	4
121	то ни	1	4
122	и с	3	4
123	этом смысле	1	4
124	с тем	6	4
125	и уже	1	4
126	мир и	1	4
127	на другую	1	4
128	она не	3	4
129	так то	2	4
130	уже о	2	4
131	той или	5	4
132	что все	2	4
133	еще не	9	4
134	в его	11	4
135	оказывается что	1	4
136	мы должны	3	4
137	мы видим	1	4
138	с ними	1	4
139	в одном	2	4
140	не о	2	4
141	само по	1	4
142	как раз	4	4
143	отнюдь не	3	4
144	так же	2	4
145	в особенности	2	4
146	тому как	2	4
147	но это	5	4
148	один из	4	4
149	тех или	1	4
150	лишь как	1	4
151	именно о	1	4
152	но и	3	4
153	должны быть	1	4
154	то на	1	3
155	отношения к	1	3
156	и то	1	3
157	что если	2	3
158	так чтобы	1	3
159	же что	1	3
160	то мы	3	3
161	а если	1	3
162	со стороны	1	3
163	как в	4	3
164	с этим	1	3
165	когда он	2	3
166	но в	2	3
167	бы и	3	3
168	все эти	7	3
169	и если	2	3
170	одной и	1	3
171	на этом	2	3
172	в одну	1	3
173	известно что	1	3
174	не всегда	1	3
175	в данном	7	3
176	смысл и	2	3
177	можно только	1	3
178	в своей	4	3
179	в их	6	3
180	она в	1	3
181	и той	1	3
182	в предыдущем	1	3
183	только для	2	3
184	есть прежде	1	3
185	как формы	1	3
186	могут быть	6	3
187	есть вообще	1	3
188	лежит в	1	3
189	думает что	1	3
190	говоря уже	2	3
191	в собственном	1	3
192	то или	2	3
193	к жизни	1	3
194	слово есть	3	3
195	без знания	1	3
196	имеется в	1	3
197	в словах	1	3
198	вот почему	1	3
199	и об	2	3
200	быть и	1	3
201	д и	1	3
202	в виде	1	3
203	при помощи	1	3
204	это будет	1	3
205	или иное	2	3
206	в области	14	3
207	за пределы	2	3
208	что не	4	3
209	смысла и	1	3
210	у нас	10	3
211	ни о	1	3
212	и потому	1	3
213	из которых	1	3
214	поэтический образ	1	3
215	что здесь	1	3
216	же есть	1	3
217	е о	1	3
218	от него	1	3
219	или нет	1	3
220	в свою	1	3
221	не говоря	2	3
222	совершенно не	5	3
223	есть и	1	3
224	только о	2	3
225	только не	1	3
226	это понятие	1	3
227	тем самым	4	3
228	к этому	1	3
229	одних и	1	2
230	можно говорить	10	2
231	и без	2	2
232	тех же	4	2
233	очень много	2	2
234	мы говорим	4	2
235	говорю о	1	2
236	и ничего	1	2
237	бы видеть	1	2
238	вопрос о	11	2
239	сам по	3	2
240	думаю что	1	2
241	может дать	1	2
242	не нужно	1	2
243	как смысл	1	2
244	только после	3	2
245	бы не	3	2
246	коем случае	1	2
247	мы будем	1	2
248	но как	3	2
249	и будет	1	2
250	нет и	1	2
251	чем же	2	2
252	е она	1	2
253	все же	5	2
254	кроме того	2	2
255	и механизм	1	2
256	или иную	1	2
257	в самом	13	2
258	в которой	1	2
259	это утверждение	1	2
260	ни один	1	2
261	мы получаем	1	2
262	из этих	5	2
263	думать что	1	2
264	что даже	1	2
265	при этом	6	2
266	тем не	9	2
267	собственном смысле	2	2
268	быть без	1	2
269	собственно говоря	1	2
270	с этой	3	2
271	но все	2	2
272	не будет	1	2
273	лишь в	8	2
274	заключается в	4	2
275	есть также	2	2
276	все равно	1	2
277	показывает что	1	2
278	во внимание	5	2
279	становится и	2	2
280	должно быть	7	2
281	наука но	1	2
282	имеет ничего	1	2
283	в котором	2	2
284	представление о	1	2
285	мы теперь	1	2
286	не понимает	3	2
287	есть еще	1	2
288	однако в	2	2
289	для нее	1	2
290	что с	1	2
291	что есть	2	2
292	в отношении	3	2
293	не менее	12	2
294	или что	1	2
295	как о	3	2
296	того как	7	2
297	и именно	3	2
298	никогда не	1	2
299	она должна	1	2
300	во всем	1	2
301	как не	1	2
302	не по	3	2
303	как будто	1	2
304	что на	3	2
305	не могут	5	2
306	а что	2	2
307	можно и	1	2
308	свою очередь	1	2
309	без всякого	1	2
310	в ее	4	2
311	совершенно ясно	2	2
312	представим себе	1	2
313	не значит	5	2
314	мог бы	2	2
315	для этого	6	2
316	это возможно	1	2
317	в коем	1	2
318	о нем	1	2
319	и возможно	1	2
320	но мы	2	2
321	никак не	2	2
322	это должно	1	2
323	в пользу	1	2
324	тем или	1	2
325	говорить об	1	2
326	эти два	2	2
327	и только	3	2
328	выше в	1	2
329	интеллигенции и	2	2
330	одной из	1	2
331	и так	1	2
332	образа в	1	2
333	в качестве	2	2
334	же и	1	2
335	конечно не	2	2
336	да еще	1	2
337	то и	2	2
338	своим собственным	1	2
339	в нашей	4	2
340	не дает	2	2
341	ту или	1	2
342	был бы	3	2
343	и их	1	2
344	никто не	1	2
345	мы находим	3	2
346	для меня	2	2
347	отличие от	2	2
348	тем что	5	2
349	в совершенстве	1	2
350	от того	5	2
351	есть слово	2	2
352	в целях	1	2
353	не было	4	2
354	и тех	1	2
355	есть подлинная	1	2
356	другой стороны	3	2
357	именно так	2	2
358	е в	2	2
359	понятие о	2	2
360	когда же	1	2
361	только теперь	1	2
362	я говорю	1	2
363	в частности	2	2
364	вместе с	2	2
365	как это	7	2
366	что же	5	2
367	этой точки	1	2
368	где это	1	2
369	быть не	2	2
370	и слово	1	2
371	но для	3	2
372	не мог	1	2
373	и часто	1	2
374	сделать это	1	2
375	главным образом	2	2
376	только что	2	2
377	отношении к	1	2
378	еще ничего	1	2
379	возможно лишь	1	2
380	и при	2	2
381	равно как	2	2
382	и идеи	1	2
383	в свое	2	2
384	самое что	1	2
385	того или	3	2
386	в противоположность	1	2
387	во всяком	2	2
388	все что	1	2
389	второй из	1	1
390	равным образом	1	1
391	говорили о	1	1
392	смысле слова	2	1
393	скажет что	1	1
394	речь идет	3	1
395	говоря о	1	1
396	знает как	1	1
397	о каких	1	1
398	же как	1	1
399	чтобы не	2	1
400	и через	2	1
401	е как	3	1
402	самых разнообразных	1	1
403	но тогда	1	1
404	на самом	3	1
405	и должны	1	1
406	идет о	1	1
407	самый предмет	1	1
408	к другому	2	1
409	гораздо большим	1	1
410	дело не	2	1
411	все те	2	1
412	случае нельзя	1	1
413	в зависимости	7	1
414	чем именно	1	1
415	бы уже	2	1
416	память о	1	1
417	оба эти	1	1
418	такое положение	1	1
419	но она	1	1
420	достаточно привести	1	1
421	которые известны	1	1
422	в изложении	1	1
423	от друга	1	1
424	из того	2	1
425	видели уже	1	1
426	то это	3	1
427	конечно и	1	1
428	поэзия и	3	1
429	собою и	1	1
430	к общему	1	1
431	и говорить	2	1
432	и спорить	1	1
433	же нужно	1	1
434	когда есть	1	1
435	может не	1	1
436	он сам	1	1
437	утверждения что	1	1
438	то слово	1	1
439	или во	1	1
440	подходить к	1	1
441	заключается не	2	1
442	легко может	1	1
443	не то	2	1
444	всего некое	1	1
445	значение и	1	1
446	к слову	1	1
447	в общем	6	1
448	очевидно что	3	1
449	отношение к	3	1
450	тут же	1	1
451	знание без	1	1
452	друг от	1	1
453	и я	2	1
454	в одной	1	1
455	на завтра	1	1
456	зрения чисто	1	1
457	как к	2	1
458	на минуту	2	1
459	помнить что	1	1
460	и отдельно	1	1
461	целый ряд	4	1
462	тот же	6	1
463	имеет в	2	1
464	этой цели	1	1
465	жизни есть	1	1
466	не можем	1	1
467	зависит и	1	1
468	с какой	1	1
469	в нашем	7	1
470	когда будет	1	1
471	самое это	2	1
472	и тот	2	1
473	ибо если	1	1
