N	3gram	Nazirov_Tv_1	Problema
1	тем не менее	2	10
2	в том что	6	8
3	это значит что	1	7
4	то же самое	1	6
5	по крайней мере	2	6
6	с другой стороны	1	6
7	в данном случае	2	5
8	не только в	2	4
9	то есть не	2	3
10	имеем в виду	1	3
11	на самом деле	2	3
12	то и другое	1	3
13	точно так же	2	3
14	вместе с тем	1	3
15	и тем не	1	3
16	в связи с	1	3
17	о том что	5	3
18	и т д	1	3
19	хотя и не	1	2
20	что иное как	1	2
21	и в других	1	2
22	хотя бы и	1	2
23	сами по себе	1	2
24	же самое время	1	2
25	не только для	1	2
26	мы все время	1	2
27	самом же деле	1	2
28	на самом же	1	2
29	не что иное	1	2
30	заключается в том	1	2
31	в то же	13	2
32	дело не в	1	2
33	к тому же	1	2
34	хотя на самом	1	1
35	чем отличается от	1	1
36	не так ли	1	1
37	еще далеко не	1	1
38	в медном всаднике	1	1
39	дело в том	3	1
40	мы имеем в	1	1
41	равно как и	1	1
42	приходит к мысли	1	1
43	значит что он	1	1
44	нам кажется что	1	1
45	что же касается	1	1
46	пространства и времени	1	1
47	униженных и оскорбленных	4	1
48	но все это	1	1
49	и в то	2	1
50	преступлении и наказании	3	1
51	что он не	1	1
52	бы то ни	1	1
53	отличается и от	1	1
54	прошлого настоящего и	1	1
55	в первую очередь	1	1
56	только то что	1	1
57	униженные и оскорбленные	2	1
58	за то что	1	1
59	в мировой литературе	1	1
60	на первом плане	2	1
61	которые вовсе не	1	1
62	до сих пор	1	1
63	не то что	1	1
64	как и его	1	1
65	ту или иную	1	1
66	и его образность	1	1
67	войне и мире	1	1
68	мало чем отличается	1	1
69	о времени и	1	1
70	не значит что	1	1
71	исторического процесса в	1	1
72	он как будто	1	1
73	то ни было	1	1
74	с одной стороны	1	1
75	на первый взгляд	1	1
76	в конце концов	1	1
77	говорить о том	1	1
78	каких бы то	1	1
79	это тот самый	1	1
80	у достоевского не	1	1
81	и как бы	1	1
82	на аршине пространства	1	1
83	это не значит	1	1
84	во главе с	2	1
85	романах достоевского в	1	1
86	в преступлении и	4	1
87	резко отличается и	1	1
88	бросается в глаза	1	1
89	в известном смысле	1	1
90	а вместе с	1	1
91	то что в	1	1
92	по себе а	1	1
93	в войне и	1	1
94	в белых ночах	5	1
95	в свою очередь	1	1
96	том или другом	1	1
97	и т п	2	1
98	он верит в	1	1
99	настоящего и будущего	1	1
100	с самого начала	3	1
101	в романах достоевского	13	1
102	в настоящее время	1	1
103	а может быть	1	1
104	у достоевского нет	1	1
105	к мысли о	1	1
106	то что его	1	1
107	к тому что	1	1
108	это вовсе не	1	1
109	в этой области	1	1
110	как и в	1	1
111	а если мы	1	1
112	добра и зла	2	1
