N	2gram	Losev_Vlad_2	KFilosof
1	может быть	7	43
2	в его	11	39
3	в нем	4	31
4	не может	9	27
5	в бытии	2	26
6	и не	18	26
7	и в	30	22
8	в себе	6	21
9	в котором	5	21
10	для меня	4	20
11	не есть	4	19
12	и его	6	17
13	а не	7	17
14	только в	6	16
15	в этом	20	13
16	точки зрения	7	13
17	и это	3	12
18	но не	3	12
19	ни в	7	12
20	для него	9	12
21	все эти	5	11
22	в своей	5	11
23	не в	9	11
24	к нему	2	11
25	во всех	3	10
26	в своем	8	10
27	это не	2	10
28	с точки	3	10
29	все это	5	10
30	из себя	1	10
31	и есть	2	9
32	в их	2	9
33	в целом	4	9
34	для нее	1	9
35	бытия и	2	9
36	но и	8	9
37	как бы	5	9
38	и для	3	9
39	и все	7	9
40	лишь в	1	8
41	было бы	9	8
42	если бы	1	8
43	единого и	1	8
44	со стороны	4	8
45	не было	10	8
46	жизни и	6	8
47	я должен	2	7
48	то что	20	7
49	во всем	1	7
50	в себя	1	7
51	и здесь	1	7
52	что и	3	7
53	себя в	2	7
54	конечно не	4	7
55	вовсе не	4	7
56	я не	4	6
57	менее всего	1	6
58	отношение к	4	6
59	и я	5	6
60	он не	4	6
61	мир как	1	6
62	но лишь	1	6
63	уже не	3	6
64	и их	1	6
65	но это	4	6
66	в смысле	1	6
67	в действительном	1	6
68	в том	18	6
69	мы имеем	1	5
70	жизни как	1	5
71	но как	1	5
72	все же	9	5
73	но в	8	5
74	не только	12	5
75	то же	4	5
76	но все	2	5
77	его в	4	5
78	как и	5	5
79	должно быть	3	5
80	со своего	1	5
81	что я	3	5
82	но эта	1	5
83	не имеет	2	5
84	никогда не	7	5
85	бытия как	1	5
86	для себя	5	5
87	с ним	5	5
88	именно в	4	5
89	бытия в	2	5
90	его как	1	5
91	хотя бы	3	5
92	жизни в	2	5
93	ко всему	4	5
94	быть в	3	4
95	в чем	2	4
96	при этом	5	4
97	время и	1	4
98	здесь мы	3	4
99	место в	1	4
100	к ним	1	4
101	о нем	2	4
102	в каком	1	4
103	времени и	1	4
104	мира и	1	4
105	нисколько не	2	4
106	в одном	1	4
107	том что	12	4
108	для нас	7	4
109	а в	11	4
110	только как	1	4
111	со мной	1	4
112	что в	12	4
113	в своих	2	4
114	бытия а	1	3
115	самом деле	1	3
116	из его	2	3
117	и этот	1	3
118	мы не	2	3
119	что это	4	3
120	в ней	4	3
121	еще не	1	3
122	и на	4	3
123	не могу	2	3
124	себе и	2	3
125	нет и	1	3
126	независимо от	1	3
127	ясно и	1	3
128	к чему	1	3
129	бы и	1	3
130	всех этих	3	3
131	для того	2	3
132	и совершенно	1	3
133	всех своих	1	3
134	этом смысле	1	3
135	рядом с	1	3
136	что этот	1	3
137	не менее	7	3
138	тогда когда	2	3
139	меня не	2	3
140	где он	3	3
141	ничего не	2	3
142	меня и	2	3
143	меня в	2	3
144	здесь не	4	3
145	ясно что	1	3
146	здесь нет	1	3
147	в виду	2	3
148	о том	4	3
149	и весь	1	3
150	не имеем	1	3
151	ним и	1	3
152	того что	5	3
153	в современной	1	3
154	быть и	1	3
155	и тем	1	3
156	с моей	1	3
157	тем что	1	3
158	от того	1	3
159	а эта	1	3
160	что не	2	3
161	до конца	7	3
162	и жизни	2	3
163	по своему	2	3
164	котором он	1	3
165	от него	1	3
166	и ни	1	3
167	только с	1	3
168	в свою	3	3
169	в то	9	3
170	мы здесь	1	2
171	и то	5	2
172	я и	2	2
173	едва ли	3	2
174	а как	1	2
175	на первом	2	2
176	нас важно	1	2
177	а для	1	2
178	это единственное	1	2
179	ему в	2	2
180	за свое	1	2
181	с его	4	2
182	совсем не	4	2
183	в данном	3	2
184	к которой	1	2
185	же с	13	2
186	как в	3	2
187	как к	2	2
188	и как	3	2
189	себе как	1	2
190	та же	1	2
191	думать что	1	2
192	в этой	4	2
193	человек не	2	2
194	из меня	1	2
195	в виде	3	2
196	и единство	1	2
197	так и	5	2
198	то ни	1	2
199	не будет	1	2
200	и может	2	2
201	а по	1	2
202	и мы	4	2
203	он ни	1	2
204	в жизни	1	2
205	кажется что	2	2
206	из нее	1	2
207	с тем	2	2
208	и того	1	2
209	но я	1	2
210	что значит	1	2
211	бытии и	1	2
212	я его	3	2
213	есть его	2	2
214	тем не	6	2
215	и под	1	2
216	по себе	5	2
217	мне до	1	2
218	случае мы	1	2
219	раз и	2	2
220	дело не	1	2
221	дело в	3	2
222	того чтобы	2	2
223	же время	3	2
224	в сознании	1	2
225	в области	3	2
226	бытия не	1	2
227	чтобы стать	1	2
228	отказаться от	1	2
229	ничего общего	1	2
230	можно и	2	2
231	о едином	1	2
232	чтобы быть	1	2
233	всей своей	1	2
234	говорить о	1	2
235	чему не	1	2
236	сводится к	1	2
237	может не	1	2
238	и та	1	2
239	его жизни	6	2
240	бы то	1	2
241	все во	1	2
242	или как	2	2
243	и она	2	2
244	в него	1	2
245	что только	1	2
246	тот же	5	2
247	дело с	1	2
248	что он	13	2
249	всех его	1	2
250	со всеми	1	2
251	в качестве	1	2
252	него и	2	2
253	а это	3	2
254	и других	1	2
255	его и	2	2
256	и навсегда	1	2
257	содержание и	1	2
258	не о	2	2
259	для этого	1	2
260	было и	1	2
261	прежде всего	6	2
262	смысла и	1	2
263	своем месте	2	2
264	он и	3	2
265	если не	2	2
266	и потому	2	2
267	его на	3	2
268	бытию в	1	2
269	это есть	1	2
