N	2gram	Medvedev_F_1	EvropaiE
1	и в	24	37
2	в отношении	3	32
3	в пределах	6	25
4	точки зрения	16	23
5	что в	4	21
6	не только	7	18
7	с точки	13	17
8	в то	9	16
9	то же	10	15
10	хотя бы	5	15
11	отношении к	2	15
12	в своем	11	14
13	но в	5	14
14	же время	8	14
15	но и	7	14
16	и не	20	14
17	в этом	15	12
18	в их	11	11
19	в области	3	11
20	в том	6	11
21	так и	18	10
22	отнюдь не	6	9
23	в себе	3	9
24	только в	2	9
25	прежде всего	22	9
26	все более	2	9
27	не может	16	9
28	так же	4	9
29	т е	34	9
30	в смысле	1	9
31	в ее	8	8
32	думать что	3	8
33	было бы	6	8
34	в своей	11	8
35	к тому	3	8
36	между тем	2	8
37	с одной	4	8
38	одной стороны	4	8
39	также и	1	7
40	нам кажется	1	7
41	в областях	1	7
42	а также	1	7
43	того что	5	7
44	так как	1	7
45	с другой	5	7
46	как и	11	7
47	по своему	1	7
48	между прочим	1	7
49	может быть	14	6
50	и на	8	6
51	во всех	5	6
52	стороны и	4	6
53	на то	1	6
54	том что	1	6
55	того чтобы	1	6
56	вслед за	1	6
57	вовсе не	10	6
58	и даже	3	6
59	как бы	6	6
60	с этой	4	6
61	то что	8	6
62	в экономическом	1	6
63	же как	2	5
64	которую мы	1	5
65	но не	3	5
66	не в	8	5
67	в россии	3	5
68	и по	1	5
69	тем самым	3	5
70	как мы	5	5
71	одной из	2	5
72	в виде	1	5
73	со стороны	5	5
74	от этого	2	5
75	в частности	4	5
76	и потому	9	5
77	в той	1	5
78	как нам	1	5
79	этой точки	1	5
80	то в	1	4
81	мы не	3	4
82	вопрос о	2	4
83	но даже	1	4
84	в ней	10	4
85	независимо от	4	4
86	в самом	5	4
87	то ни	3	4
88	того или	2	4
89	несмотря на	1	4
90	как совокупность	1	4
91	не имеет	1	4
92	и притом	1	4
93	в процессе	9	4
94	к ней	2	4
95	техники и	2	4
96	бы то	3	4
97	по себе	5	4
98	можно сказать	1	4
99	тем более	1	4
100	именно в	8	4
101	ни было	2	4
102	или иной	1	4
103	не на	2	4
104	мира в	2	4
105	как это	6	4
106	для нас	1	4
107	сказать что	1	4
108	или иного	3	4
109	культуры в	1	4
110	в применении	2	3
111	идет о	2	3
112	бы и	1	3
113	на себя	1	3
114	и со	2	3
115	время в	3	3
116	в общем	3	3
117	как в	8	3
118	когда он	3	3
119	и к	4	3
120	себе не	1	3
121	вообще не	1	3
122	не дает	2	3
123	большинстве случаев	2	3
124	этом смысле	1	3
125	и тем	1	3
126	в них	3	3
127	с тем	2	3
128	мы видели	2	3
129	во второй	1	3
130	их отношении	1	3
131	никогда не	4	3
132	потому что	1	3
133	уже и	1	3
134	во все	1	3
135	бы ни	5	3
136	от них	1	3
137	место в	7	3
138	что и	2	3
139	в стороне	1	3
140	всяком случае	4	3
141	не из	4	3
142	в данной	1	3
143	из них	1	3
144	себе в	1	3
145	этом отношении	1	3
146	в свою	8	3
147	связано с	1	3
148	там где	1	3
149	ни на	3	3
150	в данном	1	3
151	применении к	2	3
152	не является	1	3
153	и для	1	3
154	и от	7	3
155	в результате	2	3
156	мира и	1	3
157	обстоит дело	1	3
158	жизни в	2	3
159	на своем	2	3
160	ее в	1	3
161	как на	4	3
162	во всяком	4	3
163	для этих	1	2
164	и отчасти	3	2
165	мира не	1	2
166	по преимуществу	1	2
167	должна быть	7	2
168	и этот	1	2
169	что если	1	2
170	как совокупности	1	2
171	не чуждо	1	2
172	между собой	1	2
173	совершенно прав	1	2
174	точка зрения	2	2
175	в сторону	1	2
176	друг от	2	2
177	и чем	3	2
178	как их	2	2
179	в истории	4	2
180	его на	1	2
181	с этим	2	2
