N	2gram	Savitsky_E_1	Myslijsy
1	потому что	3	49
2	для нас	4	31
3	то есть	6	30
4	и в	37	24
5	может быть	6	23
6	в сознании	1	23
7	то что	6	20
8	и не	14	19
9	в том	11	18
10	а не	2	18
11	что в	21	16
12	не только	18	15
13	по себе	4	15
14	того же	3	14
15	при этом	1	13
16	не в	5	13
17	было бы	8	13
18	то же	15	12
19	но не	5	12
20	мы можем	3	12
21	не может	9	12
22	мы не	4	11
23	таким образом	2	11
24	вместе с	2	11
25	если бы	2	11
26	что и	3	11
27	что мы	1	11
28	только в	9	11
29	тогда как	1	10
30	как в	3	10
31	в себе	9	10
32	для него	1	10
33	тогда когда	2	10
34	так как	7	10
35	независимо от	4	9
36	в нем	1	9
37	вовсе не	6	9
38	то и	1	9
39	но и	14	9
40	как бы	6	9
41	и на	6	8
42	в этом	12	8
43	более или	1	8
44	том что	6	8
45	или менее	1	8
46	могут быть	2	8
47	а в	2	8
48	во всех	6	7
49	с этим	2	7
50	мысль о	1	7
51	как и	7	7
52	всяком случае	3	7
53	или же	1	7
54	не могут	2	7
55	быть может	1	7
56	прежде всего	9	7
57	тем что	3	7
58	того что	7	7
59	во всяком	3	7
60	и т	1	6
61	что если	2	6
62	и как	2	6
63	в состоянии	1	6
64	и того	2	6
65	одного и	1	6
66	в то	16	6
67	не имеет	4	6
68	связи с	1	6
69	есть только	1	6
70	свою очередь	2	6
71	между тем	8	6
72	и только	3	6
73	не можем	2	6
74	в одном	2	6
75	заметить что	2	6
76	с другой	7	6
77	не было	1	6
78	этого слова	1	6
79	не есть	2	6
80	в свою	3	6
81	столь же	5	5
82	все остальные	1	5
83	все же	1	5
84	уже в	1	5
85	на то	6	5
86	есть не	2	5
87	не менее	1	5
88	и наоборот	1	5
89	с ним	1	5
90	так и	10	5
91	о том	3	5
92	с другими	2	5
93	тот же	1	5
94	бы ни	3	5
95	из них	3	5
96	от того	1	5
97	в них	3	5
98	для того	6	5
99	что не	1	5
100	и их	1	5
101	же в	2	5
102	нам кажется	7	4
103	в самом	4	4
104	время как	1	4
105	но в	14	4
106	уже не	1	4
107	главным образом	2	4
108	и если	2	4
109	заключает в	3	4
110	с тем	3	4
111	такой же	2	4
112	в котором	2	4
113	место в	3	4
114	том смысле	1	4
115	одном из	2	4
116	между прочим	7	4
117	тем самым	5	4
118	и другое	1	4
119	одна из	1	4
120	должны быть	1	4
121	и сами	1	4
122	в некоторых	2	4
123	то время	1	4
124	никогда не	3	4
125	и что	2	4
126	с одной	8	4
127	как кажется	1	4
128	в других	2	4
129	влияние на	2	4
130	там где	3	4
131	если не	1	4
132	с а	2	4
133	что оно	1	4
134	себе не	3	4
135	в таком	3	4
136	например в	1	3
137	и то	2	3
138	но тем	1	3
139	с таким	1	3
140	той же	1	3
141	есть нечто	1	3
142	но даже	4	3
143	то это	1	3
144	что его	1	3
145	только тогда	1	3
146	если в	2	3
147	очевидно что	3	3
148	со стороны	5	3
149	относится к	1	3
150	которые не	1	3
151	помнить что	2	3
152	хотя и	2	3
153	что это	2	3
154	думать что	8	3
155	во многих	4	3
156	имеет для	1	3
157	т д	1	3
158	не как	1	3
159	отношений между	2	3
160	и тем	3	3
161	кажется что	2	3
162	о которых	1	3
163	рядом с	1	3
164	далеко не	2	3
165	в эту	2	3
166	в этих	2	3
167	себе в	3	3
168	ни было	4	3
169	в ней	4	3
170	и притом	4	3
171	которых мы	1	3
172	в каком	4	3
173	оно не	1	3
174	если мы	1	3
175	как не	2	3
176	что само	1	3
177	те же	1	3
178	мог бы	2	3
179	и вообще	1	3
180	на вопрос	1	3
181	от них	3	3
182	которые мы	1	3
183	и во	2	3
184	вслед за	6	3
185	которое мы	1	3
186	одно из	1	3
187	что на	2	3
188	что для	1	3
189	одной стороны	8	3
190	в самой	1	3
191	смысле этого	1	3
192	слова и	1	3
193	но это	1	3
194	и для	3	3
195	и от	3	3
196	то не	2	3
197	и все	2	3
198	с ними	1	3
199	все что	1	3
200	как на	3	3
201	также что	1	2
202	с в	2	2
203	вопрос о	4	2
204	изменение в	1	2
205	с его	1	2
206	тем как	1	2
207	то мы	1	2
208	что за	1	2
209	значение и	1	2
210	с которыми	1	2
211	по отношению	1	2
212	в общем	3	2
213	за пределы	1	2
214	показать в	1	2
215	что во	1	2
216	его на	2	2
217	могли бы	1	2
218	все эти	1	2
219	в нашем	1	2
220	и тот	1	2
221	было связано	1	2
222	но на	3	2
223	как оно	2	2
224	кажется не	1	2
225	всех этих	1	2
226	состоит в	1	2
227	кажется нам	1	2
228	и по	5	2
229	на этом	1	2
230	но все	1	2
231	например с	2	2
232	и служат	1	2
233	в жизни	1	2
234	мы знаем	1	2
235	должно быть	1	2
236	это что	1	2
237	как совокупность	4	2
238	от себя	1	2
239	на такие	1	2
240	мы находим	1	2
241	для нее	1	2
242	тому что	1	2
243	если и	1	2
244	некоторых случаях	1	2
245	и его	1	2
246	что с	1	2
247	с теми	1	2
248	сказать что	4	2
249	того чтобы	6	2
250	же время	14	2
251	к ней	4	2
252	во всем	1	2
253	мы бы	1	2
254	у нас	1	2
255	когда мы	1	2
256	во все	3	2
257	можно думать	3	2
258	существует только	1	2
259	и это	1	2
260	оно может	1	2
261	что все	2	2
262	что может	1	2
263	может в	1	2
264	и поэтому	2	2
265	внимание на	1	2
266	нас в	1	2
267	не заключает	1	2
268	существования в	3	2
269	связь между	1	2
270	и следовательно	1	2
271	эти последние	2	2
272	этом смысле	3	2
273	в формах	1	2
274	один из	1	2
275	мы видим	2	2
276	в какой	2	2
277	случаи когда	1	2
278	есть в	2	2
279	мы принуждены	1	2
280	не дает	3	2
281	и других	2	2
282	само по	4	2
283	связано с	3	2
284	к которому	1	2
285	и затем	1	2
286	между ними	2	2
287	света и	1	2
288	не на	4	2
289	зависит от	1	2
290	в связи	1	2
291	так же	9	2
292	ко всем	1	2
293	и потому	5	2
294	как это	4	2
295	или по	2	2
296	не сразу	1	2
297	не дают	2	2
298	она есть	1	2
299	некоторое время	1	2
300	из себя	1	2
301	в его	2	2
302	или в	2	2
303	что нет	1	2
304	о котором	1	2
305	а к	1	2
306	бы в	2	2
307	мы должны	2	2
308	хотя бы	15	2
309	отношении к	15	2
310	даже при	2	2
311	но если	5	2
312	другой стороны	2	2
313	имеет место	2	2
314	можно назвать	1	2
315	ту же	1	1
316	чтобы не	1	1
317	тех же	1	1
318	не показывает	1	1
319	выражении не	1	1
320	и до	1	1
321	должна быть	2	1
322	и связанное	1	1
323	из всех	3	1
324	смотреть на	1	1
325	же следует	1	1
326	что между	1	1
327	которую мы	5	1
328	изменений в	1	1
329	только это	1	1
330	и другая	2	1
331	от друга	2	1
332	из того	2	1
333	которое не	1	1
334	существенное значение	1	1
335	в отличие	1	1
336	быть в	1	1
337	большего или	1	1
338	бы то	4	1
339	если так	1	1
