N	2gram	Voloshinov_1	Psycholo
1	и в	15	38
2	то что	10	35
3	все время	4	30
4	в том	4	25
5	в самом	6	25
6	самом деле	7	21
7	что в	6	20
8	может быть	13	19
9	и что	3	18
10	на то	1	16
11	что она	2	16
12	точки зрения	13	16
13	в ней	5	15
14	то есть	1	15
15	и т	1	14
16	том что	5	14
17	если бы	3	14
18	как бы	11	14
19	потому что	4	14
20	в этом	13	13
21	в этой	5	13
22	совершенно ясно	1	13
23	не только	5	12
24	таким образом	21	12
25	было бы	6	12
26	не в	4	12
27	мы видим	1	12
28	мы увидим	4	12
29	что он	8	11
30	то же	7	10
31	что это	3	10
32	и не	16	10
33	и все	4	10
34	увидим что	4	9
35	о которых	1	9
36	с точки	10	9
37	того чтобы	2	9
38	в двух	1	9
39	и то	2	8
40	с этим	6	8
41	все же	5	8
42	и как	1	8
43	как и	6	8
44	в одном	3	8
45	и это	1	8
46	вовсе не	2	8
47	как раз	2	8
48	для того	1	8
49	перед нами	1	8
50	из этого	2	8
51	мы уже	5	7
52	с другой	1	7
53	заключается в	1	7
54	мы можем	12	7
55	не может	13	7
56	все то	2	7
57	как мы	10	7
58	в ее	4	7
59	между тем	2	7
60	а не	2	7
61	а в	6	7
62	и на	3	6
63	как это	1	6
64	он не	4	6
65	бы совершенно	1	6
66	мы видели	5	6
67	в котором	1	6
68	тому что	3	6
69	она не	2	6
70	самого начала	5	6
71	уже из	1	6
72	и его	15	6
73	к тому	4	6
74	с самого	7	6
75	ясно что	1	6
76	и здесь	1	6
77	о том	1	6
78	один из	4	6
79	с одной	1	6
80	если мы	5	6
81	из них	1	6
82	так как	9	6
83	до сих	3	6
84	должна быть	1	5
85	мы не	4	5
86	я не	3	5
87	время в	2	5
88	в своем	2	5
89	в которой	1	5
90	так сказать	3	5
91	на этом	5	5
92	в другом	1	5
93	в своей	9	5
94	и когда	1	5
95	в его	9	5
96	в какой	1	5
97	но и	4	5
98	одной стороны	1	5
99	вместе с	4	5
100	сих пор	3	5
101	или в	1	5
102	совершенно не	2	5
103	которую мы	1	4
104	время как	1	4
105	во всех	8	4
106	не то	1	4
107	что они	1	4
108	как в	3	4
109	когда он	1	4
110	в целом	2	4
111	все эти	9	4
112	в себе	4	4
113	если он	5	4
114	в нем	4	4
115	при этом	7	4
116	т д	1	4
117	здесь мы	1	4
118	смысл и	1	4
119	но если	2	4
120	что этот	1	4
121	что с	1	4
122	одна из	3	4
123	в нас	2	4
124	из него	2	4
125	никогда не	7	4
126	как будто	1	4
127	мы все	1	4
128	и совершенно	1	4
129	в виду	1	4
130	согласиться с	1	4
131	что и	2	4
132	у всех	1	4
133	только в	6	4
134	конечно не	3	4
135	не можем	3	4
136	при помощи	1	4
137	у него	3	4
138	плана в	1	4
139	и даже	2	4
140	и между	1	4
141	по своему	1	4
142	в течение	2	4
143	того что	2	4
144	и для	2	4
145	в свою	2	4
146	сказать что	6	4
147	который не	1	4
148	ее в	2	4
149	в своих	4	4
150	должен быть	2	3
151	того же	1	3
152	и этот	1	3
153	полагает что	1	3
154	и значение	1	3
155	и заставляет	1	3
156	совсем не	5	3
157	что как	1	3
158	что по	1	3
159	и к	7	3
160	но в	9	3
161	та же	1	3
162	из этих	4	3
163	чем сильнее	1	3
164	не к	1	3
165	одно и	1	3
166	что все	5	3
167	конечно в	2	3
168	бы в	2	3
169	его в	8	3
170	и тем	1	3
171	ни в	6	3
172	далеко не	4	3
173	в один	1	3
174	в такой	1	3
175	мы говорили	1	3
176	из области	1	3
177	бы не	1	3
178	в то	6	3
179	в основе	3	3
180	на это	1	3
181	и о	3	3
182	каждого из	1	3
183	он был	3	3
184	из одного	1	3
185	под маской	1	3
186	этот второй	1	3
187	и только	4	3
188	тот же	5	3
189	не так	1	3
190	тем что	1	3
191	такое же	1	3
192	то и	1	3
193	так называемой	1	3
194	это только	2	3
195	он приводит	1	3
196	но это	2	3
197	все это	5	3
198	больше и	1	3
199	главным образом	4	3
200	в угол	1	3
201	одном плане	1	3
202	к этому	7	3
203	как на	3	3
204	в таком	3	3
205	отношения к	2	2
206	например в	1	2
207	на самом	2	2
208	бы для	1	2
209	что когда	1	2
210	все те	4	2
211	и больше	1	2
212	той же	2	2
213	нам в	2	2
214	оно есть	1	2
215	степени не	1	2
216	между собой	4	2
217	всего этого	1	2
218	что его	1	2
219	одним словом	1	2
220	все больше	1	2
221	видели что	1	2
222	но как	1	2
223	в общем	1	2
224	и чем	1	2
225	отнюдь не	2	2
226	в истории	3	2
227	материалом для	1	2
228	в одной	2	2
229	это был	1	2
230	и наконец	10	2
231	он в	1	2
232	думать что	2	2
233	остановиться на	1	2
234	всех этих	5	2
235	до самого	1	2
236	и вот	6	2
237	одной и	1	2
238	и по	5	2
239	в нее	1	2
240	на всю	1	2
241	и может	4	2
242	в совершенно	2	2
243	по смыслу	1	2
244	он действительно	1	2
245	и уже	1	2
246	в эту	2	2
247	и ее	3	2
248	и той	1	2
249	образом и	1	2
250	друг другу	1	2
251	и эти	1	2
252	есть именно	1	2
253	их в	2	2
254	в этих	2	2
255	можем сказать	2	2
256	и очень	2	2
257	нет никакого	2	2
258	в русской	1	2
259	он хочет	1	2
260	вытекает из	1	2
261	ничего не	2	2
262	находятся в	1	2
263	к ней	2	2
264	своей задачей	1	2
265	то это	1	2
266	животных и	1	2
267	ли это	1	2
268	у нас	3	2
269	можем мы	1	2
270	не могут	3	2
271	когда мы	1	2
272	что оно	2	2
273	и которая	1	2
274	из всего	1	2
275	с ее	3	2
276	свою очередь	1	2
277	данном случае	3	2
278	только то	3	2
279	действия и	1	2
280	то время	1	2
281	в глаза	1	2
282	одного из	1	2
283	мы в	1	2
284	для этого	4	2
285	со стороны	2	2
286	с ним	12	2
287	определенного характера	1	2
288	но мы	2	2
289	и во	1	2
290	в которую	1	2
291	а у	1	2
292	у них	1	2
293	самого конца	1	2
294	слов и	1	2
295	и следовательно	1	2
296	им так	1	2
297	и часто	2	2
298	должен был	1	2
299	наше время	1	2
300	по мнению	6	2
301	все они	2	2
302	со всеми	3	2
303	в качестве	2	2
304	для всех	2	2
305	уже не	5	2
306	или не	1	2
307	чтобы он	1	2
308	по выражению	1	2
309	к своим	1	2
310	который как	1	2
311	одно из	3	2
312	для него	5	2
313	всяком случае	3	2
314	заметить что	1	2
315	таком виде	1	2
316	без всякой	1	2
317	на примере	1	2
318	здесь в	1	2
319	как же	1	2
320	а с	1	2
321	говорит о	1	2
322	до конца	5	2
323	однако и	2	2
324	на возможность	1	2
325	на время	1	2
326	к его	1	2
327	к себе	3	2
328	хотя бы	7	2
329	к своему	1	2
330	в данном	3	2
331	есть только	1	2
332	это есть	1	2
333	что же	4	2
334	в первой	1	2
335	чувства и	1	2
336	по существу	1	2
337	быть не	1	2
338	благодаря этому	1	2
339	так ли	1	2
340	в наше	1	2
341	мы найдем	1	2
342	не знаем	1	2
343	при таком	1	2
344	и другими	1	2
345	к смерти	4	2
346	развития и	1	2
347	не более	1	2
348	так же	1	2
349	его к	1	2
350	была бы	1	2
351	можем не	1	2
352	к этой	1	2
353	и другие	2	2
354	они не	2	2
355	во всяком	4	2
356	этом совершенно	2	1
357	а между	1	1
358	же как	1	1
359	в движение	1	1
360	относится и	1	1
361	чтобы не	2	1
362	его основной	1	1
363	и грубой	1	1
364	и потому	8	1
365	силы и	1	1
366	это и	1	1
367	он хотел	3	1
368	и есть	2	1
369	нам кажется	1	1
370	этой теории	1	1
371	в первом	2	1
372	и до	3	1
373	на две	3	1
374	уже указывали	3	1
375	от которых	1	1
376	высшей степени	2	1
377	в зависимости	2	1
378	в прежних	1	1
379	что мы	2	1
380	их и	1	1
381	в несколько	1	1
382	мы имеем	1	1
383	большую роль	2	1
384	из своих	1	1
385	что самый	1	1
386	это означает	1	1
387	на себя	2	1
388	в сновидении	2	1
389	что можно	1	1
390	предметов есть	1	1
391	не остается	3	1
392	еще не	7	1
393	внимание и	1	1
394	можно не	1	1
395	в чем	4	1
396	с его	8	1
397	там и	1	1
398	природы и	1	1
399	то мы	1	1
400	но конечно	1	1
401	но не	5	1
402	на основе	1	1
403	мы будем	1	1
404	именно на	1	1
405	не все	1	1
406	часто он	1	1
407	с собою	1	1
408	отношение к	7	1
409	отличие от	1	1
410	мы сейчас	1	1
411	нет и	1	1
412	из важнейших	2	1
413	в свои	1	1
414	определяется не	1	1
415	один и	2	1
416	относится к	1	1
417	которые не	1	1
418	подчинился этому	1	1
419	как говорит	1	1
420	вызывает в	1	1
421	независимо от	1	1
422	то чем	1	1
423	хотя и	1	1
424	то в	1	1
425	в себя	5	1
426	образом дать	1	1
427	под ним	1	1
428	очень много	1	1
429	ни один	2	1
430	положен в	1	1
431	оно превращается	1	1
432	или во	1	1
433	деле этот	1	1
434	переходит на	1	1
435	и тот	2	1
436	зависимости от	2	1
437	теории и	1	1
438	не следует	2	1
439	с нашим	1	1
440	вы видите	1	1
441	не как	1	1
442	в корне	1	1
443	новым содержанием	1	1
444	него было	1	1
445	все с	1	1
446	но все	2	1
447	всех отношениях	1	1
448	других видов	1	1
449	как они	1	1
450	а затем	1	1
451	вывести из	2	1
452	значение в	3	1
453	она оказывается	1	1
454	только не	1	1
455	и с	7	1
456	на этой	2	1
457	которое с	1	1
458	с другими	5	1
459	как особый	1	1
460	для нее	1	1
461	это не	2	1
462	свою противоположность	1	1
463	этого нового	1	1
464	в жизни	5	1
465	кажется что	1	1
466	для них	3	1
467	но уже	1	1
468	чаще всего	1	1
469	жизни от	1	1
470	в высшей	2	1
471	нас к	1	1
472	на основании	2	1
473	он и	2	1
474	перейдем к	1	1
475	двух направлениях	1	1
476	рода и	1	1
477	мы с	1	1
478	и было	2	1
479	должно быть	2	1
480	и тогда	1	1
481	путем и	1	1
482	и становится	2	1
483	и при	3	1
484	по применению	1	1
485	что такое	3	1
486	таким же	1	1
487	со всяким	1	1
488	самой первой	1	1
489	в следующем	1	1
490	это делает	1	1
491	почти не	1	1
492	что вся	1	1
493	оказывается что	1	1
494	мысли и	4	1
495	ненужными и	1	1
496	но эта	1	1
497	это утверждение	1	1
498	однако в	1	1
499	тому чтобы	3	1
500	таких случаев	1	1
501	и почти	1	1
