N	2gram	Bakhtin_Fr_7	Problema
1	то что	8	42
2	вовсе не	7	35
3	то есть	20	33
4	и в	41	32
5	и не	7	31
6	не есть	2	29
7	не просто	2	23
8	в этом	15	19
9	не только	5	17
10	потому что	5	16
11	в себе	11	15
12	по себе	1	15
13	в виде	1	15
14	а не	2	15
15	но в	8	14
16	у нас	1	14
17	указывает на	1	14
18	может быть	4	14
19	как бы	7	14
20	в нем	7	13
21	и тем	1	13
22	при помощи	1	13
23	сказать что	1	13
24	том что	4	12
25	что в	9	12
26	так и	10	12
27	также и	2	11
28	есть нечто	1	11
29	так как	3	11
30	о том	6	11
31	и даже	1	11
32	если мы	1	11
33	ничего общего	1	11
34	то же	13	10
35	в этой	13	10
36	об этом	1	10
37	ничего не	4	10
38	прежде всего	11	10
39	нет ничего	1	10
40	еще не	2	9
41	но не	1	9
42	же самое	1	9
43	и это	5	9
44	и что	1	9
45	но и	9	9
46	по своему	2	9
47	в данном	2	9
48	в том	11	9
49	так же	5	9
50	в таком	1	9
51	и о	1	8
52	и ее	2	8
53	и на	4	8
54	общего с	1	8
55	все эти	13	8
56	было бы	4	8
57	он и	1	8
58	в своей	3	8
59	есть только	1	8
60	данном случае	1	8
61	как нечто	2	8
62	даже и	1	8
63	не может	3	8
64	но это	3	8
65	сам по	1	7
66	во всех	3	7
67	содержит в	1	7
68	ни в	6	7
69	в них	7	7
70	как мы	11	7
71	здесь не	1	7
72	никогда не	2	7
73	того что	2	7
74	что он	3	7
75	только в	6	7
76	тем что	3	7
77	такого рода	1	7
78	все это	10	7
79	и все	14	7
80	во всяком	2	7
81	и то	2	6
82	самом деле	1	6
83	на самом	2	6
84	и есть	3	6
85	есть не	2	6
86	за пределы	1	6
87	и как	2	6
88	в самом	1	6
89	при этом	3	6
90	его в	3	6
91	это не	6	6
92	в то	10	6
93	таким образом	19	6
94	в виду	4	6
95	и здесь	4	6
96	в его	12	6
97	этом смысле	1	6
98	так что	1	6
99	в конце	8	6
100	о чем	1	6
101	как это	1	6
102	хотя и	4	6
103	мы уже	12	5
104	а только	2	5
105	в своем	9	5
106	перед нами	2	5
107	не являются	1	5
