N	3gram	Medvedev_F_2	Psycholo
1	для того чтобы	3	19
2	в том что	2	14
3	с одной стороны	1	12
4	в зависимости от	3	6
5	к тому что	2	6
6	в самом деле	5	5
7	до сих пор	1	5
8	с другой стороны	3	5
9	по этому поводу	1	4
10	иметь в виду	1	3
11	сам по себе	3	3
12	вместе с тем	4	3
13	из того что	1	3
14	с тем что	5	3
15	на этот вопрос	1	3
16	то что он	1	3
17	в учении о	1	3
18	с самого начала	2	3
19	и т п	9	3
20	и т д	5	3
21	в этом отношении	7	3
22	что иное как	1	2
23	сводится к тому	1	2
24	то о чем	1	2
25	в этом случае	1	2
26	может быть и	3	2
27	с точки зрения	7	2
28	на первый план	2	2
29	в отличие от	2	2
30	бы сказать что	1	2
31	в данном случае	1	2
32	сами по себе	2	2
33	в том чтобы	1	2
34	таким образом мы	1	2
35	в конце концов	2	2
36	именно в том	1	2
37	не может быть	10	2
38	не что иное	1	2
39	мы знаем что	1	2
40	совершенно очевидно что	1	2
41	на самом деле	3	2
42	а в их	1	1
43	в чем не	1	1
44	трудно не заметить	1	1
45	что в основе	1	1
46	по этому вопросу	1	1
47	прежде всего на	1	1
48	чуть ли не	1	1
49	не в их	1	1
50	мы имеем в	1	1
51	что в самом	1	1
52	более или менее	1	1
53	равно как и	1	1
54	в этом смысле	2	1
55	влечет за собой	1	1
56	эта теория является	1	1
57	нам кажется что	1	1
58	чтобы показать что	1	1
59	и в этом	5	1
60	в одной из	1	1
61	элементов художественного произведения	1	1
62	это становится особенно	1	1
63	до известной степени	3	1
64	что он не	1	1
65	только то что	1	1
66	усиление одного за	1	1
67	но он не	1	1
68	что в нем	2	1
69	к тому чтобы	2	1
70	на деле и	1	1
71	том или ином	1	1
72	по крайней мере	1	1
73	и не в	2	1
74	то или иное	1	1
75	так сказать в	1	1
76	в том случае	2	1
77	семейной жизни и	1	1
78	остановимся прежде всего	1	1
79	если же мы	1	1
80	в применении к	2	1
81	мы не можем	1	1
82	в том или	1	1
83	он был бы	1	1
84	в литературном произведении	1	1
85	том смысле в	1	1
86	одного за счет	1	1
87	каждый из этих	1	1
88	в художественном произведении	1	1
89	лежит в основе	1	1
90	и только из	1	1
91	и в его	1	1
92	содержание и форму	1	1
93	и тот же	1	1
94	на задний план	1	1
95	смысле этого слова	1	1
96	так как они	2	1
97	как один из	1	1
98	не могут быть	4	1
99	и в этой	2	1
100	слов и в	1	1
101	расподобления плавных звуков	1	1
102	все же не	1	1
103	а не как	1	1
104	именно в этом	1	1
105	у нас не	1	1
106	один и тот	1	1
107	мы убедимся что	1	1
108	того или иного	4	1
109	ни в чем	2	1
110	вовсе не обязательно	1	1
111	вполне совпадает с	1	1
112	поэтического произведения с	1	1
113	в свою очередь	1	1
114	в собственном смысле	1	1
115	рядом с этим	1	1
116	ничего общего с	1	1
117	то чем является	1	1
118	в поэтическом языке	5	1
119	что он просто	1	1
120	отдельного слова в	1	1
121	тот же прием	1	1
122	это приводит к	2	1
123	в том смысле	3	1
124	и мы получим	1	1
125	художественное произведение не	1	1
126	тем что он	1	1
127	к действительности но	1	1
128	за счет другого	1	1
129	таким образом с	1	1
130	из этих элементов	1	1
