N	3gram	Tiupa_Narr_1	Tvorches
1	и т д	1	11
2	то же время	4	7
3	в то же	4	7
4	в соответствии с	4	4
5	по отношению к	3	3
6	до сих пор	2	3
7	по сути дела	1	3
8	не может быть	4	3
9	никогда не было	1	2
10	в самом деле	2	2
11	и не может	1	2
12	и в то	1	2
13	в отличие от	2	2
14	по крайней мере	1	2
15	именно в этом	1	2
16	едва ли не	1	2
17	во всяком случае	2	2
18	с другой стороны	1	2
19	о том что	2	2
20	в том что	5	2
21	ничего не говорит	1	1
22	потому что в	1	1
23	дело в том	2	1
24	не только с	1	1
25	преступление и наказание	1	1
26	и потому что	1	1
27	в том числе	1	1
28	сих пор еще	1	1
29	же как и	1	1
30	перед мысленным взором	1	1
31	сами по себе	2	1
32	за собой лишь	1	1
33	в случае с	1	1
34	точно так же	1	1
35	о жизни как	1	1
36	об этом не	1	1
37	не то что	1	1
38	только потому что	1	1
39	в этой связи	1	1
40	только то что	1	1
41	войне и мире	2	1
42	в первый раз	1	1
43	не сводится к	2	1
44	но при этом	1	1
45	в известном смысле	2	1
46	а с другой	1	1
47	так и не	2	1
48	в свою очередь	2	1
49	той или иной	4	1
50	в связи с	2	1
51	к тому же	5	1
52	что у него	1	1
53	в стороне от	1	1
54	жизни то есть	1	1
55	мы не можем	1	1
56	то что не	1	1
57	при этом что	1	1
58	в конечном счете	1	1
59	в частности в	1	1
60	в русской литературе	1	1
61	том числе и	1	1
62	и на другой	1	1
63	содержит в себе	1	1
64	а во второй	1	1
65	как и у	1	1
66	не о том	1	1
67	в поле зрения	1	1
68	в холодную ночь	1	1
69	как и в	1	1
70	на другой день	3	1
71	называет себя в	1	1
