N	3gram	Berdyaev_M_1	StatiiOP
1	в том что	1	17
2	о том что	1	11
3	для того чтобы	2	10
4	и т п	1	9
5	можно было бы	1	8
6	до сих пор	2	7
7	во всяком случае	1	6
8	в самом деле	1	5
9	не может быть	17	5
10	не только в	2	4
11	но также и	1	4
12	что и в	1	4
13	нужно сказать что	1	4
14	по отношению к	2	3
15	это не значит	2	3
16	и в самом	3	3
17	не значит что	1	3
18	и в том	1	2
19	хотя бы и	2	2
20	в иных случаях	1	2
21	но и в	4	2
22	может быть и	1	2
23	а иногда и	1	2
24	это прежде всего	1	2
25	в то время	2	2
26	не в том	1	2
27	тем что в	1	2
28	вообще не существует	1	2
29	в том смысле	2	2
30	всякий раз когда	1	1
31	на том что	1	1
32	потому что он	1	1
33	не может не	2	1
34	никогда не было	1	1
35	а не в	4	1
36	в которых он	1	1
37	это бы еще	1	1
38	для него не	1	1
39	выйти за пределы	1	1
40	если и можно	1	1
41	начале xix века	1	1
42	потому что не	1	1
43	в зависимости от	1	1
44	что он не	2	1
45	в наше время	1	1
46	вовсе не так	1	1
47	при котором не	1	1
48	что в то	1	1
49	в том случае	1	1
50	то время как	2	1
51	плоть от плоти	2	1
52	в его время	1	1
53	в начале xix	1	1
54	быть и речи	1	1
55	как будто бы	2	1
56	и не было	1	1
57	и по отношению	1	1
58	лишь те которые	1	1
59	во всех этих	1	1
60	трудно было бы	1	1
61	а вовсе не	1	1
62	он не знает	2	1
63	я хотел бы	2	1
64	в котором она	1	1
65	том смысле что	1	1
66	это тем более	1	1
67	не хочет знать	1	1
68	даже и в	1	1
69	с того что	1	1
70	и никогда не	1	1
71	и не может	2	1
72	потому что ведь	1	1
73	на протяжении всей	1	1
74	но не менее	1	1
75	в вопросе о	1	1
76	но это не	1	1
77	во многих отношениях	1	1
78	не знает и	1	1
79	в конце концов	2	1
80	он не только	2	1
81	как и всякая	1	1
