N	2gram	Propp_Isto_5	Tragedij
1	и в	25	18
2	в этом	10	9
3	не только	13	8
4	он сам	1	7
5	и с	3	7
6	и на	8	7
7	может быть	17	7
8	как бы	2	7
9	и не	11	7
10	но в	1	6
11	и его	9	6
12	в образе	5	6
13	же время	1	6
14	что он	22	6
15	у него	2	6
16	то же	4	5
17	все же	10	5
18	что это	5	5
19	это не	6	5
20	как и	7	5
21	несмотря на	2	5
22	в то	3	5
23	в дальнейшем	4	5
24	не может	6	5
25	а я	1	5
26	я не	1	4
27	еще не	8	4
28	в себе	1	4
29	в целом	3	4
30	в этой	3	4
31	в нем	7	4
32	об этом	2	4
33	том что	8	4
34	и что	8	4
35	но и	13	4
36	и даже	1	4
37	прежде всего	6	4
38	так же	5	4
39	но это	7	4
40	все это	4	4
41	что в	8	4
42	и все	3	4
43	то что	7	4
44	что образ	1	3
45	и он	6	3
46	отнюдь не	1	3
47	как в	6	3
48	в своем	1	3
49	и как	3	3
50	все эти	8	3
51	при этом	1	3
52	тем самым	1	3
53	что с	1	3
54	о чем	2	3
55	и сам	2	3
56	мог бы	1	3
57	с ним	4	3
58	к нему	3	3
59	в его	12	3
60	один из	2	3
61	уже в	2	3
62	для него	1	3
63	никто не	3	3
64	в конце	1	3
65	как будто	1	3
66	как это	1	3
67	что за	2	3
68	в основном	4	3
69	вряд ли	1	2
70	она все	1	2
71	а как	2	2
72	никогда не	3	2
73	другим в	1	2
74	не был	1	2
75	отношение к	1	2
76	отличие от	1	2
77	так что	2	2
78	и я	1	2
79	как говорит	1	2
80	перед нами	2	2
81	боли и	1	2
82	говорит что	1	2
83	впечатление что	1	2
84	в самом	1	2
85	то и	1	2
86	он не	4	2
87	что она	1	2
88	но все	5	2
89	что все	4	2
90	его в	9	2
91	знает что	1	2
92	в это	2	2
93	нет в	1	2
94	с тем	8	2
95	в ходе	1	2
96	в отличие	1	2
97	вопрос о	2	2
98	не в	6	2
99	что этот	2	2
100	вместе со	1	2
101	но они	1	2
102	этими двумя	1	2
103	одна из	2	2
104	я буду	1	2
105	x эта	1	2
106	не имеет	1	2
107	в русском	1	2
108	его за	1	2
109	к тому	1	2
110	и это	4	2
111	в ее	4	2
112	данном случае	2	2
113	не за	1	2
114	еще в	2	2
115	как у	2	2
116	а что	1	2
117	ничего не	2	2
118	и здесь	7	2
119	о том	7	2
