N	2gram	Vygotskiy__7	VerxiiNi
1	и в	26	26
2	таким образом	23	22
3	с тем	5	18
4	в этом	29	15
5	вместе с	12	15
6	точки зрения	28	13
7	как бы	6	12
8	в том	18	11
9	из этих	3	10
10	не только	24	10
11	и с	5	10
12	может быть	7	10
13	связи с	4	9
14	в области	4	9
15	так как	14	9
16	но и	11	9
17	что в	12	9
18	но не	3	8
19	с другой	4	8
20	и не	18	8
21	как на	6	8
22	но в	4	7
23	но все	1	7
24	из них	1	7
25	том что	17	7
26	потому что	16	7
27	к нему	3	7
28	с одной	5	7
29	то что	24	7
30	а с	1	7
31	одной стороны	5	7
32	того же	1	6
33	представление о	7	6
34	все же	6	6
35	все эти	6	6
36	в себе	9	6
37	всяком случае	1	6
38	с точки	21	6
39	в отношении	2	6
40	к тому	7	6
41	так и	3	6
42	и т.д	1	6
43	о том	4	6
44	в конце	4	6
45	что и	3	6
46	несмотря на	2	6
47	и потому	3	6
48	все это	3	6
49	мы должны	6	6
50	во всяком	2	6
51	отношение к	2	5
52	сих пор	3	5
53	и к	7	5
54	тому же	1	5
55	в силу	5	5
56	лишь в	2	5
57	не имеет	2	5
58	того чтобы	19	5
59	никогда не	4	5
60	с другом	2	5
61	для того	18	5
62	образом в	2	5
63	в его	4	5
64	до сих	3	5
65	а не	6	5
66	друг с	2	5
67	и для	5	5
68	так же	14	5
69	одной из	4	5
70	том числе	1	5
71	в котором	4	4
72	то же	8	4
73	целый ряд	4	4
74	в самом	9	4
75	учение о	3	4
76	в этой	3	4
77	и по	3	4
78	что все	2	4
79	с другими	3	4
80	должен был	1	4
81	он не	3	4
82	и тогда	1	4
83	в которых	2	4
84	в то	3	4
85	в нем	2	4
86	а в	2	4
87	числе и	1	4
88	что оно	4	4
89	и что	6	4
90	и только	4	4
91	только в	8	4
92	и вместе	2	4
93	на этот	1	4
94	ничем не	1	4
95	не может	11	4
96	из которых	2	4
97	в смысле	6	4
98	и от	4	4
99	в этих	2	4
100	во время	2	4
101	что он	8	4
102	в виде	1	4
103	же как	8	3
104	из всех	5	3
105	если в	4	3
106	от связи	1	3
107	в своем	1	3
108	и как	1	3
109	за собой	1	3
110	в которой	11	3
111	что это	6	3
112	и те	1	3
113	при этом	1	3
114	и при	2	3
115	оказывается что	2	3
116	тем не	3	3
117	если бы	5	3
118	не менее	4	3
119	представляет собой	19	3
120	в других	1	3
121	и о	3	3
122	но по	1	3
123	уже с	1	3
124	с самого	7	3
125	ясно что	1	3
126	можно сказать	5	3
127	того что	14	3
128	но с	2	3
129	в качестве	5	3
130	так что	4	3
131	что эти	3	3
132	связывается с	1	3
133	для него	3	3
134	в одном	1	3
135	к ним	1	3
136	случае не	2	3
137	с ней	2	3
138	в связи	1	3
139	с этой	5	3
140	и таким	1	3
141	в результате	1	3
142	конце концов	1	3
143	отношению к	5	3
144	и другие	1	3
145	к этому	2	3
146	в таком	1	3
147	точно так	2	3
148	одним из	2	2
149	связана с	3	2
150	и это	1	2
151	и больше	2	2
