N	3gram	Losev_Dial_3	Marksizm
1	с точки зрения	14	20
2	не может быть	6	13
3	в самом деле	5	9
4	и не может	1	9
5	до сих пор	1	8
6	бы то ни	1	8
7	то ни было	1	8
8	в связи с	1	7
9	с другой стороны	2	5
10	то же самое	1	3
11	в этом отношении	1	3
12	и пр в	1	3
13	то же время	1	3
14	связи с этим	1	3
15	в то же	1	3
16	в том что	3	3
17	– все это	1	2
18	пр и пр	1	2
19	же как и	1	2
20	и той же	1	2
21	самом деле если	1	2
22	на первый план	4	2
23	как и все	2	2
24	в таком случае	10	2
25	сама по себе	4	2
26	не есть объект	1	2
27	– это и	1	2
28	и пр и	1	2
29	так же как	2	2
30	во всяком случае	2	2
31	не могут быть	2	2
32	одной и той	1	2
33	от того что	1	2
34	это и есть	2	2
35	и прежде всего	3	2
36	в этом вопросе	1	2
37	в нем нет	1	2
38	тем не менее	10	2
39	а следовательно и	1	1
40	в других областях	1	1
41	мы как раз	2	1
42	как только мы	1	1
43	и в таком	1	1
44	не есть вещь	1	1
45	в обычных условиях	1	1
46	хотя бы только	2	1
47	подобно тому как	4	1
48	во-первых с точки	1	1
49	и во всяком	1	1
50	тот или иной	2	1
51	сами по себе	3	1
52	природы в этом	1	1
53	не менее чем	1	1
54	материальная вещь но	1	1
55	это вовсе не	1	1
56	не как с	1	1
57	чем иным как	1	1
58	может быть только	1	1
59	с этой точки	2	1
60	но что такое	4	1
61	этих двух сфер	1	1
62	так или иначе	2	1
63	существует таким образом	2	1
64	не чем иным	1	1
65	с одной стороны	3	1
66	взятая сама по	1	1
67	мы скажем что	1	1
68	и следовательно не	1	1
69	а в слове	1	1
70	и как бы	1	1
71	в последнее время	1	1
72	мы не видим	2	1
73	это не значит	1	1
74	так и от	1	1
75	оно – не	1	1
76	и та же	1	1
77	одна и та	1	1
78	значит что в	1	1
79	более или менее	1	1
80	вовсе не в	1	1
81	само по себе	5	1
82	она не существует	1	1
83	данной эпохи и	1	1
84	вещь или процесс	2	1
85	этой точки зрения	2	1
86	точки зрения самого	1	1
87	это значит что	21	1
88	не только не	7	1
89	это – чисто	1	1
90	фактический материал и	1	1
91	в применении к	1	1
92	имеется в виду	3	1
93	у нас не	1	1
94	к тому что	2	1
95	на самом деле	1	1
96	и пр –	1	1
97	той или иной	2	1
98	и вопрос о	1	1
