N	2gram	Tiupa_Lite_1	Myshleni
1	то что	10	26
2	в этом	12	25
3	что он	5	25
4	потому что	3	21
5	таким образом	3	19
6	точки зрения	6	18
7	в том	16	18
8	не может	5	18
9	и развитие	1	17
10	не только	24	16
11	и в	8	16
12	того что	6	16
13	так как	1	16
14	что в	3	16
15	том что	14	15
16	и развитием	1	14
17	в сущности	2	13
18	сказать что	1	13
19	вопрос о	1	12
20	по отношению	3	12
21	в ходе	1	12
22	в области	3	12
23	и что	1	12
24	и не	12	12
25	отношению к	2	12
26	из того	2	11
27	отношение к	1	11
28	в его	7	11
29	но не	4	10
30	в силу	4	10
31	было бы	2	10
32	как мы	1	10
33	только в	8	10
34	а не	16	10
35	с точки	2	9
36	в отношении	1	9
37	может быть	13	9
38	то же	5	8
39	должно быть	1	8
40	как и	6	8
41	если бы	1	8
42	тем самым	5	8
43	в основе	3	8
44	о том	2	8
45	он не	1	8
46	как это	8	8
47	же как	1	7
48	того же	2	7
49	и есть	3	7
50	представляет собой	4	7
51	в нем	2	7
52	приводит к	3	7
53	так и	4	7
54	если мы	1	7
55	с другом	1	7
56	и на	1	6
57	могли бы	1	6
58	но в	3	6
59	в этой	4	6
60	как он	2	6
61	состоит в	11	6
62	в другом	2	6
63	не в	8	6
64	мы можем	1	6
65	у него	3	6
66	но и	17	6
67	в той	1	6
68	в какой	1	6
69	к тому	2	6
70	в сфере	3	5
71	должна быть	2	5
72	что они	1	5
73	как в	5	5
74	в своем	11	5
75	в которой	1	5
76	самого начала	1	5
77	в то	5	5
78	тогда когда	1	5
79	в деятельности	1	5
80	никогда не	4	5
81	этом отношении	2	5
82	с самого	1	5
83	можно было	2	5
84	на вопрос	1	5
85	можно сказать	1	5
86	тот же	1	5
87	хотя бы	2	5
88	для него	2	5
89	тем что	2	5
90	как бы	7	5
91	не является	2	5
92	только что	1	5
93	не знает	1	5
94	как известно	1	4
95	и то	2	4
96	той же	3	4
97	а только	2	4
98	за пределы	2	4
99	в самом	3	4
100	все эти	2	4
101	с их	3	4
102	при этом	19	4
103	подобно тому	2	4
104	и по	1	4
105	это не	4	4
106	такой же	1	4
107	лучшем случае	1	4
108	тому чтобы	1	4
109	мышления и	2	4
110	не имеет	1	4
111	казалось бы	5	4
112	могут быть	2	4
113	не есть	2	4
114	в пределах	3	4
115	еще не	4	4
116	другом месте	1	4
117	и т.д	1	4
118	в качестве	17	4
119	к мысли	1	4
120	это речь	1	4
121	с другой	3	4
122	именно в	1	4
123	вместе с	1	4
124	тому как	2	4
125	в состоянии	1	4
126	с этой	5	4
127	в целом	8	4
128	тем более	2	4
129	в свою	1	4
130	этой точки	3	4
131	самом деле	2	3
132	между двумя	1	3
133	отношения между	2	3
134	когда ребенок	1	3
135	мы не	1	3
136	говорить о	1	3
137	и чужого	1	3
138	как я	1	3
139	речь без	1	3
140	но как	1	3
141	ответ на	1	3
142	показать что	1	3
143	все же	4	3
144	сознания в	12	3
145	как уже	1	3
146	и как	1	3
147	в действительности	1	3
148	то в	1	3
149	он в	1	3
150	как с	1	3
151	на этом	2	3
152	не умеет	1	3
153	и тем	4	3
154	с тем	1	3
155	и того	2	3
156	как частный	1	3
157	в этих	1	3
158	в их	3	3
159	сих пор	1	3
160	и более	1	3
161	из которых	1	3
162	не менее	7	3
163	до конца	1	3
164	по своей	3	3
165	и является	2	3
166	и его	4	3
167	связи с	6	3
168	ничего общего	1	3
169	свою очередь	1	3
170	в себя	2	3
171	еще в	4	3
172	и с	1	3
173	они возникают	1	3
174	никак не	1	3
175	до сих	1	3
176	в чем	1	3
177	к нему	1	3
178	а потому	2	3
179	что и	1	3
180	в лучшем	1	3
181	одной из	1	3
182	между тем	2	3
183	с одной	2	3
184	мы знаем	1	3
185	в одном	1	3
186	а в	3	3
187	перейти к	1	3
188	еще и	3	3
189	один и	1	3
190	прежде всего	11	3
191	не на	2	3
192	в частности	15	3
193	речь не	1	3
194	к жизни	1	3
195	по существу	1	3
196	потому и	1	3
197	той мере	1	3
198	одного и	1	3
199	процесса в	1	3
200	одной стороны	2	3
201	я это	1	3
202	к этой	1	3
203	к этому	1	3
204	значение в	1	3
205	они не	1	3
206	ту же	2	2
207	одним из	5	2
208	путь от	1	2
209	исходит из	3	2
210	в зависимости	1	2
211	есть не	1	2
212	взаимоотношений между	1	2
213	на свою	1	2
214	я не	7	2
215	зависимости от	1	2
216	быть в	1	2
217	столь же	4	2
218	в различных	1	2
219	во всех	1	2
220	с каким	1	2
221	что я	2	2
222	очевидно что	1	2
223	отличие от	5	2
224	в центре	1	2
225	его на	1	2
226	общего с	2	2
227	то и	2	2
228	тому же	2	2
229	обнаруживает в	1	2
230	в случае	4	2
231	потребности в	1	2
232	к одному	1	2
233	но все	1	2
234	которая как	1	2
235	в жизни	6	2
236	в них	1	2
237	на основании	1	2
238	во второй	1	2
239	в своей	4	2
240	в котором	1	2
241	к предмету	1	2
242	как совокупность	3	2
243	в отличие	5	2
244	на всю	1	2
245	мы вынуждены	1	2
246	но только	1	2
247	то это	2	2
248	и здесь	1	2
249	в момент	1	2
250	и другим	1	2
251	знает что	1	2
252	уже на	1	2
253	в виду	3	2
254	но при	2	2
255	на основе	1	2
256	на нее	1	2
257	это мы	1	2
258	его в	3	2
259	вслед за	1	2
260	младенческого возраста	1	2
261	в первой	1	2
262	со всеми	1	2
263	только на	2	2
264	же в	5	2
265	из них	4	2
266	никто не	1	2
267	вовсе не	1	2
268	как будто	2	2
269	представляют собой	1	2
270	и даже	3	2
271	в осознании	1	2
272	а с	1	2
273	своего собственного	1	2
274	себя и	1	2
275	что для	2	2
276	ни на	1	2
277	оказывается не	2	2
278	эту мысль	1	2
279	и тому	1	2
280	и от	1	2
281	только для	1	2
282	совершается в	1	2
283	основе этой	1	2
284	и другими	1	2
285	сознания и	1	2
286	которая в	2	2
287	чем он	1	2
288	или не	1	2
289	другой стороны	1	2
290	совершенно не	1	2
291	имеет место	1	2
292	из этого	1	2
293	жизни и	3	2
294	в своих	4	2
295	по поводу	2	2
296	во всяком	3	2
297	все что	1	2
298	говоря о	1	1
299	также и	3	1
300	например в	3	1
301	деятельность сознания	1	1
302	переходит к	1	1
303	должно стать	2	1
304	на самом	1	1
305	только потому	1	1
306	но речь	1	1
307	к другому	1	1
308	из его	2	1
309	когда это	1	1
310	одним и	1	1
311	исследования эти	1	1
312	несколько иной	1	1
313	из ничего	1	1
314	еще на	1	1
315	для своего	2	1
316	мы имеем	1	1
317	же следует	1	1
318	с более	1	1
319	и о	1	1
320	и новые	1	1
321	почему мы	1	1
322	во внутреннем	1	1
323	на глазах	1	1
324	в решении	2	1
325	в полной	1	1
326	почти исключительно	1	1
327	более глубокий	1	1
328	собой в	1	1
329	он был	1	1
330	он сам	1	1
331	нам представляется	1	1
332	бы то	1	1
333	что его	3	1
334	с его	5	1
335	сознания а	2	1
336	как правило	2	1
337	в ее	1	1
338	чтобы сделаться	1	1
339	имеет здесь	1	1
340	в общем	1	1
341	в наиболее	1	1
342	и будет	1	1
343	более чем	3	1
344	как к	1	1
345	более и	1	1
346	как нам	1	1
347	к новому	1	1
348	перед нами	1	1
349	просто как	1	1
350	целый ряд	1	1
351	данного вида	1	1
352	неизмеримо более	1	1
353	следующим образом	2	1
354	в себе	7	1
355	этой цели	2	1
356	за собой	1	1
357	самое себя	1	1
358	в нашем	1	1
359	что к	1	1
360	на то	1	1
361	стадии и	1	1
362	так сказать	1	1
363	роли в	1	1
364	вовне в	1	1
365	оно было	1	1
366	от которого	1	1
367	характеризуется тем	1	1
368	которой не	1	1
369	но само	1	1
370	свою собственную	1	1
371	не как	4	1
372	ни были	1	1
373	в плане	1	1
374	или иных	1	1
375	значительной степени	1	1
376	этом последнем	1	1
377	в каждом	1	1
378	для всей	2	1
379	тем же	3	1
380	ходе исследования	1	1
381	полной мере	1	1
382	мыслится как	3	1
383	лишь в	4	1
384	и других	1	1
385	может стать	1	1
386	мог бы	1	1
387	для новой	1	1
388	в слове	2	1
389	эту тему	1	1
390	и уже	1	1
391	несмотря на	3	1
392	как сказано	2	1
393	ключ к	1	1
394	всегда стоит	1	1
395	со всей	1	1
396	на первый	1	1
397	места в	1	1
398	в понимании	1	1
399	этой связи	1	1
400	языка если	1	1
401	в следующем	1	1
402	же это	2	1
403	которого является	1	1
404	в советской	1	1
405	со своего	1	1
406	не столько	5	1
407	равной мере	1	1
408	как будет	1	1
409	для изучения	1	1
410	который всегда	1	1
411	тем не	2	1
412	однако в	2	1
413	том же	3	1
414	письма в	1	1
415	альфа и	1	1
416	она не	1	1
417	другом но	1	1
418	есть нечто	1	1
419	что ему	3	1
420	принципиально иной	1	1
421	дело не	2	1
422	он говорил	1	1
423	отличается от	1	1
424	только из	1	1
425	и сама	1	1
426	это всегда	1	1
427	когда они	1	1
428	иметь в	1	1
429	не могло	2	1
430	на котором	1	1
431	а во	1	1
432	предполагать что	1	1
433	относится к	2	1
434	и решения	1	1
435	в сознании	2	1
436	уже и	1	1
437	в каком	1	1
438	перед ним	1	1
439	вот в	1	1
440	чистом виде	1	1
441	мы узнаем	1	1
442	подтверждают эту	1	1
443	прошлого в	1	1
444	столько в	1	1
445	в одну	1	1
446	что при	1	1
447	и он	1	1
448	для себя	5	1
449	настолько что	1	1
450	возникают прежде	1	1
451	не делает	1	1
452	более не	2	1
453	но по	1	1
454	с ее	1	1
455	только при	1	1
456	мысль о	1	1
457	только то	2	1
458	вопрос что	1	1
459	не те	1	1
460	по аналогии	3	1
461	означает не	1	1
462	к тем	1	1
463	мы в	2	1
464	строго говоря	1	1
465	собой и	1	1
466	для этого	4	1
467	новых и	2	1
468	поздний и	1	1
469	из величайших	1	1
470	но может	1	1
471	сводится к	3	1
472	программы при	1	1
473	одного из	3	1
474	в пользу	1	1
475	аналогии с	3	1
476	и во	1	1
477	путь к	1	1
478	которых в	1	1
479	во втором	2	1
480	нуждается в	3	1
481	ничто в	1	1
482	своих собственных	1	1
483	и только	2	1
484	другого в	3	1
485	к словесной	1	1
486	в сферу	2	1
487	один из	3	1
488	поэтому для	1	1
489	русская классическая	2	1
490	языка на	1	1
491	что даже	1	1
492	могло быть	2	1
493	не идет	1	1
494	может оказаться	1	1
495	согласно которой	1	1
496	который в	1	1
497	всяком случае	2	1
498	ее от	1	1
499	между этими	1	1
500	их не	2	1
501	язык а	1	1
502	с самой	1	1
503	высшей стадии	1	1
504	сколько в	1	1
505	для всех	1	1
506	оказывается в	1	1
507	не можем	1	1
508	уже в	5	1
509	себя в	6	1
510	как например	1	1
511	оно в	1	1
512	в виде	1	1
513	в начале	1	1
514	что не	2	1
515	а то	1	1
516	за ним	1	1
517	утверждал что	2	1
518	общей для	2	1
519	не так	1	1
520	представить себе	1	1
521	тогда как	13	1
522	в конце	4	1
523	отношении к	1	1
524	это было	1	1
525	как раз	4	1
526	значение только	1	1
527	и омега	1	1
