N	4gram	Potebnia_M_4	Problemy
1	в то же время	3	5
2	одна и та же	1	2
3	но тем не менее	2	1
4	тем не менее в	1	1
5	до сих пор не	1	1
6	сам по себе он	1	1
7	и сам по себе	1	1
8	слова и мысли но	1	1
9	и не может быть	1	1
10	в том числе и	1	1
11	по отношению к нему	1	1
12	иметь в виду что	1	1
13	не в его прямом	1	1
14	уже после того как	1	1
15	и до сих пор	2	1
16	по мере того как	4	1
17	дело в том что	1	1
18	одну и ту же	1	1
19	никогда не может стать	1	1
20	если бы не было	2	1
21	сих пор не может	1	1
22	в большинстве случаев вовсе	1	1
23	большинстве случаев вовсе не	1	1
24	с точки зрения этого	1	1
25	а может быть и	1	1
