N	3gram	Nazirov_Vr_1	Hudozhes
1	о том что	1	9
2	то же время	4	8
3	в то же	4	8
4	в том что	2	6
5	с точки зрения	2	3
6	в этом отношении	1	3
7	но в то	2	3
8	в связи с	3	3
9	и в самом	1	3
10	тем не менее	1	3
11	в русской литературе	3	3
12	писал м м	1	3
13	о том как	1	2
14	до сих пор	1	2
15	как раз в	2	2
16	что у него	1	2
17	связи с этим	1	2
18	не может быть	2	2
19	и о том	2	2
20	м м бахтин	1	2
21	речь идет о	1	2
22	на то что	1	2
23	о себе знать	1	1
24	а между тем	1	1
25	он вспоминает о	1	1
26	то что я	1	1
27	но и от	1	1
28	но при этом	1	1
29	в этом смысле	1	1
30	и в этом	1	1
31	а тем более	1	1
32	и в то	1	1
33	а также в	1	1
34	по нашему убеждению	2	1
35	именно в связи	1	1
36	в письме к	2	1
37	каждый из них	1	1
38	и зададимся вопросом	1	1
39	в это время	1	1
40	и что в	2	1
41	и у чехова	1	1
42	в высшей степени	1	1
43	в конце концов	1	1
44	можно говорить об	1	1
45	по нашему мнению	1	1
46	что в жизни	1	1
47	в этот момент	2	1
48	во всяком случае	1	1
49	как бы в	1	1
50	уже на пороге	1	1
51	г а бялый	4	1
52	в свою очередь	1	1
53	не только не	1	1
54	но в этом	1	1
55	все же не	1	1
56	в ответ на	1	1
57	не только от	1	1
58	на первый взгляд	1	1
