N	3gram	Propp_Isto_5	FransuaR
1	то же время	1	9
2	в то же	1	9
3	для того чтобы	3	6
4	в том что	2	6
5	в связи с	4	5
6	так же как	3	4
7	на самом деле	1	4
8	в том числе	1	4
9	как мы видели	1	4
10	потому что он	2	3
11	до сих пор	2	3
12	он не только	1	2
13	с точки зрения	1	2
14	с представлением о	2	2
15	в отличие от	1	2
16	том числе и	1	2
17	совершенно так же	1	2
18	о том как	2	2
19	же как и	2	2
20	в данном случае	2	2
21	в то время	1	2
22	мы уже говорили	1	2
23	не может быть	3	2
24	можно сказать что	1	2
25	хотя бы в	1	2
26	мы видим что	4	2
27	друг с другом	2	2
28	здесь как и	1	2
29	не только для	1	2
30	когда во время	1	1
31	связи с проблемой	1	1
32	потому что в	1	1
33	по отношению к	2	1
34	в самом деле	1	1
35	и целый ряд	1	1
36	он это сделал	1	1
37	что он не	1	1
38	по своему содержанию	1	1
39	он не может	2	1
40	и в средневековой	1	1
41	но это не	2	1
42	даже в его	1	1
43	мы видели что	2	1
44	вместе с тем	6	1
45	только для того	1	1
46	в это время	2	1
47	не ясна и	1	1
48	две стороны одного	1	1
49	в ту же	1	1
50	что под нами?	1	1
51	что во время	1	1
52	его в себя	2	1
53	во всех этих	1	1
54	мы проследили только	1	1
55	в одном случае	1	1
56	но вместе с	3	1
57	целый ряд других	1	1
58	и таким образом	2	1
59	в особенности в	2	1
60	как и в	2	1
61	в свою очередь	1	1
62	о том что	4	1
63	не было ни	1	1
64	видим что в	1	1
65	выйти из нее	1	1
66	после того как	3	1
67	тем не менее	4	1
68	что и в	2	1
69	на другой день	1	1
70	только тогда когда	1	1
