N	3gram	Potebnia_M_4	Myshleni
1	в том что	7	31
2	заключается в том	1	14
3	с точки зрения	3	11
4	мы могли бы	2	9
5	с одной стороны	1	9
6	с другой стороны	1	8
7	то же самое	4	7
8	в этом отношении	1	7
9	и тот же	2	7
10	смысле этого слова	1	7
11	один и тот	2	7
12	тот же предмет	1	6
13	на каждом шагу	1	6
14	и того же	1	5
15	не только не	3	5
16	одного и того	1	5
17	для того чтобы	4	5
18	таким образом что	2	4
19	и той же	1	4
20	и то что	4	4
21	как уже сказано	1	4
22	одной и той	1	4
23	на то что	4	4
24	в этом случае	5	3
25	вместе с тем	3	3
26	между тем как	2	3
27	с тем что	4	3
28	точно так же	1	3
29	одним и тем	1	3
30	и тем же	1	3
31	во всяком случае	3	3
32	в связи с	1	3
33	о том что	5	3
34	речь идет о	1	3
35	тех и других	1	3
36	в том виде	1	2
37	к одной и	1	2
38	но так как	1	2
39	нельзя представить себе	1	2
40	в настоящее время	1	2
41	в том числе	1	2
42	и не только	1	2
43	таким образом получается	1	2
44	только в том	2	2
45	но и в	1	2
46	когда ребенок впервые	1	2
47	том числе и	1	2
48	тем что мы	1	2
49	в образовании понятия	1	2
50	в каждом языке	1	2
51	в данном случае	2	2
52	в процессе образования	1	2
53	в том чтобы	1	2
54	и в отношении	1	2
55	не могут быть	2	2
56	все более и	2	2
57	в свое время	1	2
58	с психологической стороны	1	2
59	и связь между	1	2
60	в свою очередь	1	2
61	более и более	2	2
62	подобно тому как	2	2
63	мы видели что	1	2
64	в том смысле	2	2
65	с которым оно	1	1
66	той связи которая	1	1
67	не в состоянии	2	1
68	что иное как	2	1
69	заметим только что	1	1
70	относятся к одному	1	1
71	все эти признаки	1	1
72	оставляет никакого сомнения	1	1
73	как и у	1	1
74	можем сказать что	2	1
75	потому что в	3	1
76	в одном слове	1	1
77	виде в каком	1	1
78	равно как и	2	1
79	на самом деле	3	1
80	он может быть	1	1
81	внимание на то	3	1
82	о том как	1	1
83	том виде в	1	1
84	так как оно	2	1
85	еще дальше и	1	1
86	и во многих	1	1
87	во многих других	1	1
88	что в нашем	1	1
89	не заключает в	1	1
90	том случае если	1	1
91	того что мы	1	1
92	в той же	1	1
93	таким образом как	1	1
94	что все эти	1	1
95	и та же	1	1
96	таким образом все	1	1
97	на который оно	1	1
98	никакого сомнения в	1	1
99	до сих пор	4	1
100	имеет в виду	1	1
101	заключает в себе	8	1
102	и здесь мы	1	1
103	и потому должно	1	1
104	слова то же	1	1
105	в разных языках	1	1
106	не подлежит сомнению	1	1
107	то и другое	2	1
108	имеет никакого значения	1	1
109	признак по которому	1	1
110	в том случае	3	1
111	которые могут быть	1	1
112	без влияния на	1	1
113	к тому что	1	1
114	которым оно связано	1	1
115	целым рядом других	1	1
116	не оставляет никакого	1	1
117	нечто такое что	1	1
118	здесь мы имеем	1	1
119	может быть не	1	1
120	то же название	1	1
121	слова что и	1	1
122	если бы мы	1	1
123	даже в том	1	1
124	слово указывает на	1	1
125	в различных языках	2	1
126	понятия и не	1	1
127	не заставляет нас	1	1
128	как один из	1	1
129	мы имеем дело	2	1
130	и как бы	2	1
131	имеем дело с	1	1
132	то же что	1	1
133	той и другой	1	1
134	не только к	1	1
135	со стороны его	1	1
136	друг к другу	1	1
137	одна и та	1	1
138	таким же образом	1	1
139	в других языках	2	1
140	о котором мы	1	1
141	но они могут	1	1
142	и образование новых	1	1
143	когда мы говорим	3	1
144	не может быть	5	1
145	таких слов как	1	1
146	иначе как в	1	1
147	не имеет никакого	1	1
148	уже и в	1	1
149	и таким образом	3	1
150	в то время	1	1
151	по отношению к	8	1
152	то что в	2	1
153	том смысле что	1	1
154	само по себе	5	1
155	ничего общего с	1	1
156	тем и другим	3	1
157	что это значение	1	1
158	с самого начала	1	1
159	что в действительности	1	1
160	вопрос о том	2	1
161	тогда когда мы	1	1
162	приведенном выше примере	1	1
163	можно сказать что	4	1
164	мы говорим о	1	1
165	между тем и	3	1
166	бы они ни	1	1
167	друг от друга	1	1
168	в переносном смысле	2	1
169	в этих случаях	2	1
170	и ту же	1	1
171	после того как	2	1
172	но на самом	1	1
173	тем самым мы	1	1
174	потому должно быть	1	1
175	они могут быть	1	1
176	слово в процессе	1	1
177	в каком отношении	1	1
178	слова таким образом	1	1
179	не что иное	2	1
180	в приведенном выше	1	1
181	тем не менее	4	1
182	головы в другую	1	1
183	заключенное в нем	1	1
184	то что нам	1	1
185	одну и ту	1	1
186	или лучше сказать	1	1
187	мы старались показать	1	1
188	том что одно	1	1
189	что мы должны	1	1
190	и было бы	1	1
191	как и в	1	1
192	что и в	2	1
193	только тогда когда	4	1
194	язык есть средство	1	1
195	что первое слово	1	1
196	но и к	1	1
197	в том же	2	1
198	же самое слово	1	1
